"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"1532","13","text","0","1534","0.0-0.0","s638","","","","","","","","","","","","","","","","","","","",""
"888","89","poldrack-text","1","3424","0.0-1.0","s638","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","888","500","fmri_response_test","","","","","","","","","","","","","","","",""
"630","71","poldrack-text","2","4556","0.0-2.0","s638","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","630","500","fmri_response_test","","","","","","","","","","","","","","","",""
"9608","","survey-text","3","14670","0.0-3.0","s638","","","","task_setup","{""Q0"":""1"",""Q1"":""2""}","","","","","","","","","","","","","","",""
"31108","32","poldrack-single-stim","4","46780","0.0-4.0","s638","","31108","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Index Finger if orange and Middle Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Middle Finger if >5 and Index Finger if <5.</div></div>","32","31108","","","","","","","","","","","",""
"","","call-function","5","46780","0.0-5.0-0.0","s638","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","47282","0.0-5.0-1.0","s638","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","48185","0.0-5.0-2.0","s638","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","#1F45FC","1","color","switch","switch","0","","","",""
"960","71","poldrack-categorize","8","50691","0.0-5.0-3.0","s638","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>1</div>","89,71","1000","practice","Orange-Blue","#1F45FC","1","color","switch","switch","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","51194","0.0-5.0-4.0","s638","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","51194","0.0-5.0-5.0","s638","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","51697","0.0-5.0-6.0","s638","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","52600","0.0-5.0-7.0","s638","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","#1F45FC","8","color","stay","switch","1","","","",""
