"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"2829","13","text","0","2832","0.0-0.0","s582","","","","","","","","","","","","","",""
"3823","89","poldrack-text","1","7662","0.0-1.0","s582","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","3823","500","fmri_response_test","","","","","","","","","",""
"1152","71","poldrack-text","2","9318","0.0-2.0","s582","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1152","500","fmri_response_test","","","","","","","","","",""
"51526","","survey-text","3","61353","0.0-3.0","s582","","","","task_setup","{""Q0"":""5"",""Q1"":""2""}","","","","","","","","",""
"34784","32","poldrack-single-stim","4","97142","0.0-4.0","s582","","34784","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","34784","","","","","",""
"-1","-1","poldrack-single-stim","5","98149","0.0-5.0-0.0","s582","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","AX","practice","0","","",""
"-1","-1","poldrack-single-stim","6","100150","0.0-5.0-1.0","s582","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"956","89","poldrack-single-stim","7","102257","0.0-5.0-2.0","s582","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","0","89","true",""
"-1","-1","poldrack-single-stim","8","102763","0.0-5.0-3.0","s582","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","103265","0.0-5.0-4.0","s582","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","AX","practice","1","","",""
"-1","-1","poldrack-single-stim","10","105272","0.0-5.0-5.0","s582","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"473","89","poldrack-single-stim","11","106774","0.0-5.0-6.0","s582","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","1","89","true",""
"-1","-1","poldrack-single-stim","12","107278","0.0-5.0-7.0","s582","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","2","","",""
"-1","-1","poldrack-single-stim","13","107784","0.0-5.0-8.0","s582","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","BX","practice","2","","",""
"-1","-1","poldrack-single-stim","14","109786","0.0-5.0-9.0","s582","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"-1","-1","poldrack-single-stim","15","111292","0.0-5.0-10.0","s582","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","BX","practice","2","71","false",""
"-1","-1","poldrack-single-stim","16","111793","0.0-5.0-11.0","s582","","500","0","feedback","","<div class = centerbox><div class = center-text>Respond Faster!</p></div>","none","500","","practice","3","","",""
"-1","-1","poldrack-single-stim","17","112299","0.0-5.0-12.0","s582","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","BY","practice","3","","",""
"-1","-1","poldrack-single-stim","18","114305","0.0-5.0-13.0","s582","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"627","71","poldrack-single-stim","19","115809","0.0-5.0-14.0","s582","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","BY","practice","3","71","true",""
"-1","-1","poldrack-single-stim","20","116311","0.0-5.0-15.0","s582","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","4","","",""
"-1","-1","poldrack-single-stim","21","116815","0.0-5.0-16.0","s582","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","AY","practice","4","","",""
"-1","-1","poldrack-single-stim","22","118817","0.0-5.0-17.0","s582","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"583","71","poldrack-single-stim","23","120321","0.0-5.0-18.0","s582","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","AY","practice","4","71","true",""
"-1","-1","poldrack-single-stim","24","120823","0.0-5.0-19.0","s582","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","5","","",""
"-1","-1","poldrack-single-stim","25","121327","0.0-5.0-20.0","s582","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","BY","practice","5","","",""
"-1","-1","poldrack-single-stim","26","123329","0.0-5.0-21.0","s582","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"395","71","poldrack-single-stim","27","125031","0.0-5.0-22.0","s582","","1700","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BY","practice","5","71","true",""
"-1","-1","poldrack-single-stim","28","125538","0.0-5.0-23.0","s582","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","6","","",""
"-1","-1","poldrack-single-stim","29","126039","0.0-5.0-24.0","s582","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","BX","practice","6","","",""
"-1","-1","poldrack-single-stim","30","128044","0.0-5.0-25.0","s582","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"259","71","poldrack-single-stim","31","129550","0.0-5.0-26.0","s582","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","BX","practice","6","71","true",""
"-1","-1","poldrack-single-stim","32","130055","0.0-5.0-27.0","s582","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","7","","",""
"-1","-1","poldrack-single-stim","33","130556","0.0-5.0-28.0","s582","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","AX","practice","7","","",""
"-1","-1","poldrack-single-stim","34","132562","0.0-5.0-29.0","s582","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"566","89","poldrack-single-stim","35","135063","0.0-5.0-30.0","s582","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","7","89","true",""
"-1","-1","poldrack-single-stim","36","135570","0.0-5.0-31.0","s582","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","8","","",""
"-1","-1","poldrack-single-stim","37","136071","0.0-5.0-32.0","s582","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","AY","practice","8","","",""
"-1","-1","poldrack-single-stim","38","138077","0.0-5.0-33.0","s582","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"709","71","poldrack-single-stim","39","140380","0.0-5.0-34.0","s582","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","AY","practice","8","71","true",""
