"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"6025","13","text","0","6027","0.0-0.0","s631","","","","","","","","","","","","","",""
"1150","89","poldrack-text","1","8179","0.0-1.0","s631","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1150","500","fmri_response_test","","","","","","","","","",""
"633","71","poldrack-text","2","9315","0.0-2.0","s631","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","633","500","fmri_response_test","","","","","","","","","",""
"14273","","survey-text","3","24096","0.0-3.0","s631","","","","task_setup","{""Q0"":""6"",""Q1"":""2""}","","","","","","","","",""
"27882","32","poldrack-single-stim","4","52981","0.0-4.0","s631","","27882","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","27882","","","","","",""
"-1","-1","poldrack-single-stim","5","53987","0.0-5.0-0.0","s631","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","0","","",""
"-1","-1","poldrack-single-stim","6","55990","0.0-5.0-1.0","s631","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"555","89","poldrack-single-stim","7","57493","0.0-5.0-2.0","s631","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","0","89","true",""
"-1","-1","poldrack-single-stim","8","57997","0.0-5.0-3.0","s631","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","58499","0.0-5.0-4.0","s631","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AY","practice","1","","",""
"-1","-1","poldrack-single-stim","10","60502","0.0-5.0-5.0","s631","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"377","71","poldrack-single-stim","11","62404","0.0-5.0-6.0","s631","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","AY","practice","1","71","true",""
"-1","-1","poldrack-single-stim","12","62906","0.0-5.0-7.0","s631","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","2","","",""
"-1","-1","poldrack-single-stim","13","63409","0.0-5.0-8.0","s631","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","2","","",""
"-1","-1","poldrack-single-stim","14","65412","0.0-5.0-9.0","s631","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"313","89","poldrack-single-stim","15","66914","0.0-5.0-10.0","s631","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","2","89","true",""
"-1","-1","poldrack-single-stim","16","67418","0.0-5.0-11.0","s631","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","3","","",""
"-1","-1","poldrack-single-stim","17","67919","0.0-5.0-12.0","s631","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","3","","",""
"-1","-1","poldrack-single-stim","18","69923","0.0-5.0-13.0","s631","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"368","71","poldrack-single-stim","19","71425","0.0-5.0-14.0","s631","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","3","89","false",""
"-1","-1","poldrack-single-stim","20","71928","0.0-5.0-15.0","s631","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","","practice","4","","",""
"-1","-1","poldrack-single-stim","21","72429","0.0-5.0-16.0","s631","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","BX","practice","4","","",""
"-1","-1","poldrack-single-stim","22","74431","0.0-5.0-17.0","s631","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"459","71","poldrack-single-stim","23","76134","0.0-5.0-18.0","s631","","1700","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","BX","practice","4","71","true",""
"-1","-1","poldrack-single-stim","24","76637","0.0-5.0-19.0","s631","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","5","","",""
