"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"2317","13","text","0","2320","0.0-0.0","s583","","","","","","","","","","","","","","","","","","","",""
"3893","89","poldrack-text","1","7217","0.0-1.0","s583","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","3893","500","fmri_response_test","","","","","","","","","","","","","","","",""
"799","71","poldrack-text","2","8521","0.0-2.0","s583","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","799","500","fmri_response_test","","","","","","","","","","","","","","","",""
"9705","","survey-text","3","18736","0.0-3.0","s583","","","","task_setup","{""Q0"":""1"",""Q1"":""2""}","","","","","","","","","","","","","","",""
"38789","32","poldrack-single-stim","4","58531","0.0-4.0","s583","","38789","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Index Finger if orange and Middle Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Middle Finger if >5 and Index Finger if <5.</div></div>","32","38789","","","","","","","","","","","",""
"","","call-function","5","58531","0.0-5.0-0.0","s583","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","59037","0.0-5.0-1.0","s583","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","59142","0.0-5.0-2.0","s583","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","#1F45FC","3","color","switch","stay","0","","","",""
"1399","71","poldrack-categorize","8","61651","0.0-5.0-3.0","s583","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>3</div>","89,71","1000","practice","Color","#1F45FC","3","color","switch","stay","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","62155","0.0-5.0-4.0","s583","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","62156","0.0-5.0-5.0","s583","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","62660","0.0-5.0-6.0","s583","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","63561","0.0-5.0-7.0","s583","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","orange","7","magnitude","switch","switch","1","","","",""
"599","71","poldrack-categorize","13","66066","0.0-5.0-8.0","s583","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>7</div>","89,71","1000","practice","High-Low","orange","7","magnitude","switch","switch","1","true","71","500",""
"-1","-1","poldrack-single-stim","14","66568","0.0-5.0-9.0","s583","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","66568","0.0-5.0-10.0","s583","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","67071","0.0-5.0-11.0","s583","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","67175","0.0-5.0-12.0","s583","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","#1F45FC","9","magnitude","stay","switch","2","","","",""
"774","71","poldrack-categorize","18","69683","0.0-5.0-13.0","s583","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>9</div>","89,71","1000","practice","Magnitude","#1F45FC","9","magnitude","stay","switch","2","true","71","500",""
"-1","-1","poldrack-single-stim","19","70186","0.0-5.0-14.0","s583","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","70186","0.0-5.0-15.0","s583","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","70691","0.0-5.0-16.0","s583","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
