onset	duration	response_time	EV	action	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	total_cards	trial_type	trigger_times	worker_id	junk	feedback
3.011	1.137	7.558767567567568	-1.523255430755431	draw_card	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-1.4354748536921988	1.0	poldrack-single-stim	61408,62089,62768,63449,64128,64809,65488,66169,66849,67529,68209,68889,69569,70249,70929	s553	False	False
15.264	1.137	2.8567675675675677	-0.6899220974220968	draw_card	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	1.1732446539442842	1.0	poldrack-single-stim	74329,75009,75689,76369,77050,77729,78410	s553	False	False
22.814	1.137	4.278767567567567	0.9767445692445692	end_round	columbia_card_task_fmri	15.0	0.8333333333333334	71.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-0.3174527413244448	0.0	poldrack-single-stim	81809,82489,83169,83849,84529,85209,85889,86569,87249,87929	s553	False	True
31.856	1.137	3.9257675675675676	1.8100779025779032	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	2.291268532950664		poldrack-single-stim	90649,91328,92009,92688,93369,94049,94729,95409,96089	s553	False	True
38.019	1.137	1.1387675675675677	-1.2565887640887632	end_round	columbia_card_task_fmri	17.0	0.8	71.0	-75.0	0.2	6.0	2.0	1.0	4.804872391725066	1.0	poldrack-single-stim	96769,97449,98129,98810,99489	s553	False	True
43.786	1.137	2.225767567567568	3.1434112359112354	draw_card	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	4.377942630592482		poldrack-single-stim	102889,103569,104249,104929,105609,106289	s553	False	True
48.247	1.137	0.9397675675675677	0.14341123591123536	draw_card	columbia_card_task_fmri	24.0	0.7142857142857143	89.0	-60.0	0.2857142857142857	8.0	2.0	2.0	5.952195865012822	2.0	poldrack-single-stim	106969,107649,108329,109009,109690	s553	False	False
53.882	1.137	1.4517675675675679	3.1434112359112354	draw_card	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	13.03814229973752	1.0	poldrack-single-stim	113089,113769,114449,115129,115809	s553	False	False
60.095	1.137	1.0817675675675678	-1.0788109863109845	draw_card	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	2.0955507904600488		poldrack-single-stim	119209,119889,120568,121249,121929	s553	False	True
63.412	1.137	0.8557675675675678	-3.3565887640887646	draw_card	columbia_card_task_fmri	17.0	0.75	89.0	-65.0	0.25	9.0	2.0	2.0	3.511924122333955		poldrack-single-stim	122609,123289,123969,124649	s553	False	True
66.503	1.137	-1.2052324324324322	-6.285160192660192	end_round	columbia_card_task_fmri	17.0	0.7142857142857143	71.0	-65.0	0.2857142857142857	9.0	3.0	2.0	5.0486945715753855	2.0	poldrack-single-stim	125329,126009	s553	False	True
70.061	1.137	0.7477675675675678	3.2434112359112346	end_round	columbia_card_task_fmri	14.0	0.9	71.0	-95.0	0.1	10.0	1.0	1.0	0.7049074280910297	0.0	poldrack-single-stim	129410,130089,130769,131449	s553	False	True
75.638	1.137	1.4327675675675677	-0.8565887640887646	draw_card	columbia_card_task_fmri	15.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	0.004914307169560317		poldrack-single-stim	134849,135529,136210,136889,137569	s553	False	True
79.307	1.137	-0.8482324324324322	-2.6343665418665414	draw_card	columbia_card_task_fmri	15.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	1.2640789122839031		poldrack-single-stim	138249,138930	s553	False	True
80.694	1.137	-0.6182324324324322	-4.856588764088765	end_round	columbia_card_task_fmri	15.0	0.75	71.0	-65.0	0.25	10.0	3.0	2.0	2.645905958847397	2.0	poldrack-single-stim	139610,140290,140969	s553	False	True
84.77	1.137	0.7927675675675677	0.7434112359112368	draw_card	columbia_card_task_fmri	17.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	0.8049064693340959		poldrack-single-stim	143689,144370,145049,145730,146409	s553	False	True
87.798	1.137	-1.0142324324324323	-1.0788109863109845	draw_card	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	2.0955507904600488		poldrack-single-stim	147089	s553	False	True
89.019	1.137	-0.34923243243243224	-3.3565887640887646	end_round	columbia_card_task_fmri	17.0	0.75	71.0	-65.0	0.25	10.0	3.0	2.0	3.511924122333955	2.0	poldrack-single-stim	147769,148450,149128	s553	False	True
93.229	1.137	0.26676756756756775	-0.6899220974220968	draw_card	columbia_card_task_fmri	13.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	12.0	1.0	2.0	-1.062800911627377	1.0	poldrack-single-stim	152529,153209,153889	s553	False	False
97.987	1.137	0.7457675675675678	-0.6899220974220968	draw_card	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-80.0	0.16666666666666666	12.0	1.0	2.0	3.4092930504590453		poldrack-single-stim	157289,157969,158649,159329	s553	False	True
100.968	1.137	-0.48023243243243224	-2.12931603681604	draw_card	columbia_card_task_fmri	15.0	0.8181818181818181	89.0	-80.0	0.18181818181818185	12.0	2.0	2.0	4.645861356801023		poldrack-single-stim	160009,160690,161369	s553	False	True
102.724	1.137	-1.2442324324324323	-3.8565887640887646	end_round	columbia_card_task_fmri	15.0	0.8	71.0	-80.0	0.2	12.0	3.0	2.0	6.004863567401987	2.0	poldrack-single-stim	162049	s553	False	True
106.376	1.137	0.8357675675675678	-1.6565887640887635	draw_card	columbia_card_task_fmri	14.0	0.8	89.0	-65.0	0.2	15.0	1.0	3.0	-0.3950816250953011		poldrack-single-stim	165449,166130,166809,167490	s553	False	True
109.448	1.137	-1.2922324324324321	-2.785160192660192	draw_card	columbia_card_task_fmri	14.0	0.7857142857142857	89.0	-65.0	0.21428571428571427	15.0	2.0	3.0	0.42065654830497934		poldrack-single-stim	168169,168850	s553	False	True
110.392	1.137	-1.1682324324324322	-4.087357994857998	draw_card	columbia_card_task_fmri	14.0	0.7692307692307692	89.0	-65.0	0.2307692307692308	15.0	3.0	3.0	1.2895803986161916		poldrack-single-stim	169529	s553	False	True
111.46	1.137	0.20276756756756778	-5.606588764088764	end_round	columbia_card_task_fmri	14.0	0.75	71.0	-65.0	0.25	15.0	4.0	3.0	2.2128970145763454	3.0	poldrack-single-stim	170209,170889,171570,172249	s553	False	True
116.36	1.137	1.0787675675675679	-1.7315887640887646	end_round	columbia_card_task_fmri	1.0	0.9375	71.0	-45.0	0.0625	16.0	1.0	1.0	-20.859656431156992	0.0	poldrack-single-stim	175650,176328,177009,177689	s553	False	True
122.065	1.137	1.1137675675675678	-0.7940887640887646	draw_card	columbia_card_task_fmri	15.0	0.8125	89.0	-70.0	0.1875	16.0	1.0	3.0	1.1814547774652873	1.0	poldrack-single-stim	181089,181769,182449,183129,183809	s553	False	False
128.008	1.137	-0.8612324324324322	6.143411235911236	draw_card	columbia_card_task_fmri	30.0	0.7	89.0	-50.0	0.3	10.0	1.0	3.0	4.6654790138729005		poldrack-single-stim	187209,187889	s553	False	True
129.384	1.137	1.3687675675675677	3.476744569244574	end_round	columbia_card_task_fmri	30.0	0.6666666666666667	71.0	-50.0	0.3333333333333333	10.0	2.0	3.0	5.7172272946913445	1.0	poldrack-single-stim	188569,189249,189929,190610,191289	s553	False	True
135.31	1.137	0.5597675675675677	5.543411235911236	draw_card	columbia_card_task_fmri	17.0	0.8666666666666667	89.0	-70.0	0.13333333333333333	15.0	1.0	2.0	-2.420746156787491		poldrack-single-stim	194011,194689,195369,196049,196729	s553	False	True
138.106	1.137	-0.9442324324324323	4.714839807339809	draw_card	columbia_card_task_fmri	17.0	0.8571428571428572	89.0	-70.0	0.14285714285714285	15.0	2.0	2.0	-1.5514110329853636		poldrack-single-stim	197409	s553	False	True
139.398	1.137	-1.1772324324324321	3.7587958512958495	draw_card	columbia_card_task_fmri	17.0	0.8461538461538461	89.0	-70.0	0.15384615384615385	15.0	3.0	2.0	-0.6053739753733679		poldrack-single-stim	198092,198770	s553	False	True
140.457	1.137	-1.1662324324324322	2.6434112359112367	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	15.0	4.0	2.0	0.4278957886143182		poldrack-single-stim	199449,200129	s553	False	True
141.528	1.137	-1.1492324324324323	1.3252294177294153	end_round	columbia_card_task_fmri	17.0	0.8181818181818181	71.0	-70.0	0.18181818181818185	15.0	5.0	2.0	1.5603303002596327	4.0	poldrack-single-stim	200810	s553	False	True
145.21	1.137	0.05776756756756777	0.7684112359112354	end_round	columbia_card_task_fmri	7.0	0.9375	71.0	-95.0	0.0625	16.0	1.0	1.0	-7.3047217229153745	0.0	poldrack-single-stim	204209,204889,205570	s553	False	True
149.892	1.137	1.2337675675675677	2.3309112359112354	draw_card	columbia_card_task_fmri	9.0	0.9375	89.0	-100.0	0.0625	16.0	1.0	1.0	-5.61031825574694		poldrack-single-stim	208969,209649,210329,211009,211689	s553	False	True
153.363	1.137	0.3557675675675678	1.8767445692445688	end_round	columbia_card_task_fmri	9.0	0.9333333333333332	71.0	-100.0	0.06666666666666668	16.0	2.0	1.0	-4.80565182569989	1.0	poldrack-single-stim	212369,213049,213729,214409	s553	False	True
158.277	1.137	-0.20523243243243222	3.2684112359112354	draw_card	columbia_card_task_fmri	15.0	0.875	89.0	-80.0	0.125	16.0	1.0	2.0	-0.5767829241911357		poldrack-single-stim	217129,217809,218489	s553	False	True
160.308	1.137	-0.42323243243243225	2.4767445692445693	draw_card	columbia_card_task_fmri	15.0	0.8666666666666667	89.0	-80.0	0.13333333333333333	16.0	2.0	2.0	0.2987016364564177		poldrack-single-stim	219169,219849,220529	s553	False	True
162.122	1.137	-0.8802324324324322	1.571982664482666	draw_card	columbia_card_task_fmri	15.0	0.8571428571428572	89.0	-80.0	0.14285714285714285	16.0	3.0	2.0	1.2479773713464972		poldrack-single-stim	221209,221889	s553	False	True
163.478	1.137	-0.9342324324324323	0.5280266205266186	end_round	columbia_card_task_fmri	15.0	0.8461538461538461	71.0	-80.0	0.15384615384615385	16.0	4.0	2.0	2.2810081356755525	3.0	poldrack-single-stim	222569,223249	s553	False	True
167.104	1.137	0.5717675675675677	5.393411235911236	draw_card	columbia_card_task_fmri	16.0	0.875	89.0	-70.0	0.125	16.0	1.0	2.0	-3.5532188967977274		poldrack-single-stim	225969,226650,227329,228009	s553	False	True
169.913	1.137	-0.7672324324324322	4.676744569244568	draw_card	columbia_card_task_fmri	16.0	0.8666666666666667	89.0	-70.0	0.13333333333333333	16.0	2.0	2.0	-2.7606767479176004		poldrack-single-stim	228689,229370,230049	s553	False	True
171.383	1.137	-0.6532324324324322	3.857696950196951	draw_card	columbia_card_task_fmri	16.0	0.8571428571428572	89.0	-70.0	0.14285714285714285	16.0	3.0	2.0	-1.901334211438385		poldrack-single-stim	230730,231410	s553	False	True
172.967	1.137	-0.7062324324324323	2.912642005142004	end_round	columbia_card_task_fmri	16.0	0.8461538461538461	71.0	-70.0	0.15384615384615385	16.0	4.0	2.0	-0.9661713783796272	3.0	poldrack-single-stim	232090,232770	s553	False	True
176.821	1.137	3.438767567567568	6.705911235911236	end_round	columbia_card_task_fmri	30.0	0.6875	71.0	-45.0	0.3125	16.0	1.0	5.0	2.76831917041007	0.0	poldrack-single-stim	236169,236849,237528,238208,238889,239569,240249,240929	s553	False	True
184.886	1.137	0.13276756756756777	-1.523255430755431	draw_card	columbia_card_task_fmri	13.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	0.8005701807846002		poldrack-single-stim	243649,244329,245009,245689	s553	False	True
187.255	1.137	1.1177675675675678	-4.456588764088765	draw_card	columbia_card_task_fmri	13.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	3.204885093391024		poldrack-single-stim	246369,247049,247729,248409,249089	s553	False	True
190.608	1.137	-1.3462324324324322	-8.856588764088764	end_round	columbia_card_task_fmri	13.0	0.75	71.0	-75.0	0.25	6.0	3.0	1.0	6.109980587398138	2.0	poldrack-single-stim	249770	s553	False	True
193.756	1.137	0.07776756756756777	0.1434112359112371	draw_card	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-0.6901268730358794		poldrack-single-stim	252490,253169,253849,254529	s553	False	True
196.07	1.137	1.7517675675675677	-2.6565887640887635	draw_card	columbia_card_task_fmri	14.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	1.604899004723659		poldrack-single-stim	255209,255889,256569,257249,257929,258609	s553	False	True
200.057	1.137	-0.9842324324324322	-6.856588764088764	draw_card	columbia_card_task_fmri	14.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	4.377942630592482		poldrack-single-stim	259290,259969	s553	False	True
201.31	1.137	-1.2372324324324322	-13.856588764088762	end_round	columbia_card_task_fmri	14.0	0.6666666666666667	71.0	-70.0	0.3333333333333333	6.0	4.0	1.0	7.6028323932473505	3.0	poldrack-single-stim	260650	s553	False	True
204.699	1.137	1.6547675675675677	0.1434112359112371	draw_card	columbia_card_task_fmri	16.0	0.8333333333333334	89.0	-80.0	0.16666666666666666	6.0	1.0	1.0	3.7819680211719096		poldrack-single-stim	264049,264728,265409,266088,266769	s553	False	True
208.59	1.137	-0.43423243243243226	-3.0565887640887635	draw_card	columbia_card_task_fmri	16.0	0.8	89.0	-80.0	0.2	6.0	2.0	1.0	6.404860748519705	2.0	poldrack-single-stim	267449,268129,268808	s553	False	False
212.989	1.137	1.0757675675675678	2.6434112359112367	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	0.4278957886143182		poldrack-single-stim	272210,272889,273569,274249,274929	s553	False	True
216.3	1.137	0.043767567567567764	-0.25658876408876324	draw_card	columbia_card_task_fmri	17.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	2.804888451300446	2.0	poldrack-single-stim	275609,276289,276969	s553	False	False
221.242	1.137	-0.46423243243243223	2.6434112359112354	draw_card	columbia_card_task_fmri	25.0	0.75	89.0	-65.0	0.25	8.0	1.0	2.0	6.9759999941552495	1.0	poldrack-single-stim	280369,281049	s553	False	False
225.405	1.137	-0.5272324324324322	2.6434112359112354	draw_card	columbia_card_task_fmri	30.0	0.75	89.0	-80.0	0.25	8.0	1.0	2.0	15.63620605568666		poldrack-single-stim	284449,285129	s553	False	True
227.114	1.137	-0.8682324324324322	-1.2851601926601879	draw_card	columbia_card_task_fmri	30.0	0.7142857142857143	89.0	-80.0	0.2857142857142857	8.0	2.0	2.0	17.69773455086308	2.0	poldrack-single-stim	285809,286489	s553	False	False
230.871	1.137	-0.2572324324324322	2.3434112359112365	end_round	columbia_card_task_fmri	13.0	0.9	71.0	-95.0	0.1	10.0	1.0	1.0	0.4049103398708347	0.0	poldrack-single-stim	289890,290569,291249	s553	False	True
235.106	1.137	0.9967675675675678	3.7434112359112346	end_round	columbia_card_task_fmri	14.0	0.9	71.0	-90.0	0.1	10.0	1.0	1.0	-0.7950774530608982	0.0	poldrack-single-stim	293969,294648,295329,296009,296689	s553	False	True
240.663	1.137	1.7077675675675679	-1.0565887640887641	draw_card	columbia_card_task_fmri	16.0	0.8	89.0	-70.0	0.2	10.0	1.0	2.0	2.4048918872997724		poldrack-single-stim	299409,300089,300769,301449,302129,302809	s553	False	True
244.608	1.137	-1.4162324324324322	-2.9676998751998758	draw_card	columbia_card_task_fmri	16.0	0.7777777777777778	89.0	-70.0	0.2222222222222222	10.0	2.0	2.0	3.758495599046622		poldrack-single-stim	303489	s553	False	True
245.427	1.137	-1.6552324324324323	-5.356588764088765	end_round	columbia_card_task_fmri	16.0	0.75	71.0	-70.0	0.25	10.0	3.0	2.0	5.243961459569494	2.0	poldrack-single-stim	304169	s553	False	True
248.264	1.137	0.6217675675675678	-1.773255430755431	end_round	columbia_card_task_fmri	7.0	0.9166666666666666	71.0	-100.0	0.08333333333333333	12.0	1.0	1.0	-2.421821608978544	0.0	poldrack-single-stim	307569,308249,308930,309609	s553	False	True
253.378	1.137	1.9897675675675677	-1.523255430755429	draw_card	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-80.0	0.16666666666666666	12.0	1.0	2.0	3.03661814411851		poldrack-single-stim	312329,313010,313689,314369,315049,315730	s553	False	True
257.604	1.137	-1.0632324324324323	-2.9474978549978577	draw_card	columbia_card_task_fmri	14.0	0.8181818181818181	89.0	-80.0	0.18181818181818185	12.0	2.0	2.0	4.260169734513195		poldrack-single-stim	316409,317089	s553	False	True
258.778	1.137	-1.2592324324324322	-4.656588764088764	end_round	columbia_card_task_fmri	14.0	0.8	71.0	-80.0	0.2	12.0	3.0	2.0	5.604866446259852	2.0	poldrack-single-stim	317769	s553	False	True
