onset	duration	response_time	EV	action	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	total_cards	trial_type	worker_id	junk	feedback
3.013	1.137	4.778884297520661	-1.4729929563090718	draw_card	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-1.8708385649816144		poldrack-single-stim	s620	False	True
9.494	1.137	-0.7711157024793388	-4.206326289642404	draw_card	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	0.3695238241797156		poldrack-single-stim	s620	False	True
10.423	1.137	0.2468842975206612	-8.306326289642406	end_round	columbia_card_task_fmri	12.0	0.75	71.0	-70.0	0.25	6.0	3.0	1.0	3.0765217872781605	2.0	poldrack-single-stim	s620	False	True
14.691	1.137	2.0908842975206614	-0.6396596229757379	draw_card	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	0.7378591407242752		poldrack-single-stim	s620	False	True
18.482	1.137	-0.7691157024793388	-3.606326289642405	draw_card	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	3.1694788529199935		poldrack-single-stim	s620	False	True
19.413	1.137	-0.9371157024793387	-8.056326289642406	end_round	columbia_card_task_fmri	14.0	0.75	71.0	-75.0	0.25	6.0	3.0	1.0	6.10756915770633	2.0	poldrack-single-stim	s620	False	True
22.498	1.137	2.6888842975206613	1.027007043690928	draw_card	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-0.7528262359821731		poldrack-single-stim	s620	False	True
26.887	1.137	-0.8541157024793388	-1.8063262896424062	draw_card	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	1.5695036438213208		poldrack-single-stim	s620	False	True
27.732	1.137	-0.5281157024793388	-6.0563262896424055	draw_card	columbia_card_task_fmri	15.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	4.375541251069259		poldrack-single-stim	s620	False	True
28.904	1.137	-0.6961157024793387	-13.139659622975733	end_round	columbia_card_task_fmri	15.0	0.6666666666666667	71.0	-70.0	0.3333333333333333	6.0	4.0	1.0	7.638804359347638	3.0	poldrack-single-stim	s620	False	True
32.775	1.137	2.580884297520661	1.860340377024262	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	1.8558746916244215		poldrack-single-stim	s620	False	True
37.057	1.137	-0.7201157024793388	-1.2063262896424043	draw_card	columbia_card_task_fmri	17.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	4.369461674411653		poldrack-single-stim	s620	False	True
38.036	1.137	-0.8201157024793387	-5.8063262896424055	draw_card	columbia_card_task_fmri	17.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	7.406591394506742	3.0	poldrack-single-stim	s620	False	False
41.645	1.137	5.138884297520661	3.193673710357594	draw_card	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	3.9425346151905742		poldrack-single-stim	s620	False	True
48.484	1.137	-0.28011570247933876	0.19367371035759412	draw_card	columbia_card_task_fmri	24.0	0.7142857142857143	89.0	-60.0	0.2857142857142857	8.0	2.0	2.0	5.516778187852452		poldrack-single-stim	s620	False	True
49.904	1.137	-0.28311570247933876	-3.806326289642406	draw_card	columbia_card_task_fmri	24.0	0.6666666666666667	89.0	-60.0	0.3333333333333333	8.0	3.0	2.0	7.167405410564137	3.0	poldrack-single-stim	s620	False	False
