onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stop_response	stopped	trial_type	worker_id	junk
3.016	0.561	0.15705905511811022	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
5.268	0.561	0.008059055118110222	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
7.522	0.561	-0.6339409448818898	400.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
10.374	0.561	-0.16794094488188976	450.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
12.727	0.561	-0.054940944881889775	450.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
14.981	0.561	0.047059055118110225	450.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s583	False
17.237	0.561	-0.09694094488188977	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
19.494	0.561	0.13905905511811023	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
21.849	0.561	0.3540590551181102	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
24.502	0.561	-0.14994094488188978	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s583	False
27.258	0.561	0.20605905511811023	350.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
29.51	0.561	-0.6339409448818898	350.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
32.266	0.561	0.006059055118110223	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
34.519	0.561	0.20405905511811023	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
36.871	0.561	0.06005905511811022	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
39.226	0.561	0.1510590551181102	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
41.781	0.561	0.07805905511811022	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
44.034	0.561	0.013059055118110223	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
46.288	0.561	-0.06794094488188977	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
48.54	0.561	0.13505905511811023	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
50.897	0.561	-0.6339409448818898	400.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
53.549	0.561	-0.10794094488188978	450.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
55.905	0.561	0.12005905511811023	450.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
58.157	0.561	-0.040940944881889776	450.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
60.509	0.561	-0.6339409448818898	450.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
62.862	0.561	-0.05294094488188978	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
65.716	0.561	0.17405905511811023	500.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
68.168	0.561	-0.04494094488188978	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
70.524	0.561	0.018059055118110224	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
73.18	0.561	-0.09194094488188978	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
75.436	0.561	-0.06594094488188977	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
77.692	0.561	0.10905905511811022	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
79.944	0.561	-0.05294094488188978	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
82.398	0.561	-0.13794094488188977	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
84.753	0.561	-0.6339409448818898	500.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
87.006	0.561	-0.11494094488188977	550.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s583	False
89.358	0.561	-0.06994094488188977	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
91.811	0.561	0.21405905511811021	500.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
94.167	0.561	0.08505905511811022	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
96.42	0.561	-0.09394094488188978	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
98.676	0.561	-0.11494094488188977	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
101.028	0.561	-0.6339409448818898	500.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
103.38	0.561	-0.10094094488188977	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
105.735	0.561	0.27305905511811024	550.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
108.691	0.561	0.14505905511811024	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
110.943	0.561	0.09305905511811022	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
113.299	0.561	0.04105905511811022	550.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
115.552	0.561	-0.06094094488188978	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
118.004	0.561	-0.003940944881889777	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
120.359	0.561	-0.06094094488188978	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
121.914	0.561	-0.6339409448818898		0.0	motor_selective_stop_signal	-1.0	True		True		s583	True
133.426	0.561	0.02705905511811022	550.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
135.982	0.561	-0.09294094488188978	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
138.238	0.561	0.3090590551181102	550.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
140.491	0.561	0.017059055118110223	550.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s583	False
143.243	0.561	-0.6339409448818898	500.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
145.599	0.561	0.05105905511811022	550.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s583	False
147.851	0.561	-0.06894094488188977	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
150.303	0.561	0.05705905511811022	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
152.555	0.561	0.2560590551181102	500.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
154.909	0.561	0.22905905511811023	500.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
157.164	0.561	-0.6339409448818898	500.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
159.419	0.561	-0.6339409448818898	550.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
161.674	0.561	0.08105905511811022	600.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
163.93	0.561	0.1800590551181102	600.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
166.182	0.561	-0.04894094488188978	600.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
168.537	0.561	0.15505905511811022	600.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s583	False
171.092	0.561	0.33305905511811024	550.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
174.048	0.561	-0.6339409448818898	550.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
176.3	0.561	0.2900590551181102	600.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
178.655	0.561	-0.004940944881889777	600.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
181.207	0.561	0.09105905511811022	600.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
183.463	0.561	0.008059055118110222	600.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
185.815	0.561	0.04805905511811022	600.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
188.371	0.561	-0.14094094488188977	600.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
190.823	0.561	0.14205905511811023	600.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
193.179	0.561	0.28205905511811025	600.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
195.834	0.561	-0.10594094488188978	600.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
198.386	0.561	0.13205905511811022	600.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s583	False
201.143	0.561	-0.6339409448818898	550.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
203.694	0.561	-0.08594094488188977	600.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s583	False
206.15	0.561	0.22905905511811023	600.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
208.907	0.561	0.10105905511811022	600.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
211.459	0.561	-0.6339409448818898	600.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s583	False
213.815	0.561	-0.045940944881889774	650.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
216.071	0.561	0.3700590551181102	650.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
218.727	0.561	0.23505905511811023	650.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s583	False
220.983	0.561	-0.10794094488188978	600.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s583	False
223.34	0.561	0.3690590551181102	600.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s583	False
