onset	duration	response_time	EV	action	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	total_cards	trial_type	worker_id	junk	feedback
3.016	1.137	2.142	-0.33337903646839	draw_card	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-1.927761176550721	1.0	poldrack-single-stim	s629	False	False
8.196	1.137	0.535	0.499954296864944	draw_card	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	0.6787002187636517		poldrack-single-stim	s629	False	True
9.313	1.137	0.788	-2.4667123698017233	draw_card	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	3.108530218003075	2.0	poldrack-single-stim	s629	False	False
13.139	1.137	-0.01	2.16662096353161	draw_card	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-0.8107523074280643		poldrack-single-stim	s629	False	True
13.711	1.137	0.086	-0.6667123698017239	end_round	columbia_card_task_fmri	15.0	0.8	71.0	-70.0	0.2	6.0	2.0	1.0	1.509703845798782	1.0	poldrack-single-stim	s629	False	True
16.906	1.137	0.794	2.999954296864944	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	1.7958614001554383		poldrack-single-stim	s629	False	True
18.282	1.137	1.404	-0.06671236980172246	end_round	columbia_card_task_fmri	17.0	0.8	71.0	-75.0	0.2	6.0	2.0	1.0	4.307716902082071	1.0	poldrack-single-stim	s629	False	True
22.654	1.137	0.482	4.333287630198277	draw_card	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	3.88106707677408		poldrack-single-stim	s629	False	True
23.718	1.137	-0.175	1.333287630198276	draw_card	columbia_card_task_fmri	24.0	0.7142857142857143	89.0	-60.0	0.2857142857142857	8.0	2.0	2.0	5.454319260440187		poldrack-single-stim	s629	False	True
24.125	1.137	0.61	-2.6667123698017243	draw_card	columbia_card_task_fmri	24.0	0.6666666666666667	89.0	-60.0	0.3333333333333333	8.0	3.0	2.0	7.1039915731415135		poldrack-single-stim	s629	False	True
25.316	1.137	0.204	-8.266712369801725	end_round	columbia_card_task_fmri	24.0	0.6	71.0	-60.0	0.4	8.0	4.0	2.0	8.656592860859476	3.0	poldrack-single-stim	s629	False	True
28.559	1.137	0.528	4.333287630198277	draw_card	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	12.53662568065056		poldrack-single-stim	s629	False	True
29.668	1.137	0.049	0.6190019159125644	draw_card	columbia_card_task_fmri	29.0	0.7142857142857143	89.0	-75.0	0.2857142857142857	8.0	2.0	2.0	14.484897346171609	2.0	poldrack-single-stim	s629	False	False
32.826	1.137	0.412	0.11106540797605646	draw_card	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	1.6002905976881792		poldrack-single-stim	s629	False	True
33.82	1.137	-0.372	-2.1667123698017243	draw_card	columbia_card_task_fmri	17.0	0.75	89.0	-65.0	0.25	9.0	2.0	2.0	3.0156370688218104	2.0	poldrack-single-stim	s629	False	False
36.554	1.137	0.094	4.433287630198277	draw_card	columbia_card_task_fmri	14.0	0.9	89.0	-95.0	0.1	10.0	1.0	1.0	0.2107418848930891		poldrack-single-stim	s629	False	True
37.23	1.137	-0.082	3.222176519087164	end_round	columbia_card_task_fmri	14.0	0.8888888888888888	71.0	-95.0	0.1111111111111111	10.0	2.0	1.0	1.7649043413302363	1.0	poldrack-single-stim	s629	False	True
40.325	1.137	0.571	0.3332876301982761	draw_card	columbia_card_task_fmri	15.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	-0.4886642811705499		poldrack-single-stim	s629	False	True
41.478	1.137	0.799	-1.444490147579501	draw_card	columbia_card_task_fmri	15.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	0.7694622247993337		poldrack-single-stim	s629	False	True
42.858	1.137	0.396	-3.6667123698017234	draw_card	columbia_card_task_fmri	15.0	0.75	89.0	-65.0	0.25	10.0	3.0	2.0	2.150236798422327		poldrack-single-stim	s629	False	True
43.835	1.137	0.87	-6.523855226944578	end_round	columbia_card_task_fmri	15.0	0.7142857142857143	71.0	-65.0	0.2857142857142857	10.0	4.0	2.0	3.6484734500906697	3.0	poldrack-single-stim	s629	False	True
47.745	1.137	0.368	1.933287630198277	draw_card	columbia_card_task_fmri	17.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	0.3106591179972256		poldrack-single-stim	s629	False	True
48.694	1.137	0.183	0.11106540797605646	draw_card	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	1.6002905976881792		poldrack-single-stim	s629	False	True
49.458	1.137	0.109	-2.1667123698017243	draw_card	columbia_card_task_fmri	17.0	0.75	89.0	-65.0	0.25	10.0	3.0	2.0	3.0156370688218104		poldrack-single-stim	s629	False	True
50.149	1.137	0.262	-5.095283798373152	end_round	columbia_card_task_fmri	17.0	0.7142857142857143	71.0	-65.0	0.2857142857142857	10.0	4.0	2.0	4.5513821008798345	3.0	poldrack-single-stim	s629	False	True
53.314	1.137	1.798	0.499954296864944	draw_card	columbia_card_task_fmri	13.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	12.0	1.0	2.0	-1.5554331093251008		poldrack-single-stim	s629	False	True
55.694	1.137	-0.247	-0.7576214607108174	draw_card	columbia_card_task_fmri	13.0	0.8181818181818181	89.0	-70.0	0.18181818181818185	12.0	2.0	2.0	-0.4760227874914165		poldrack-single-stim	s629	False	True
56.027	1.137	-0.176	-2.2667123698017235	draw_card	columbia_card_task_fmri	13.0	0.8	89.0	-70.0	0.2	12.0	3.0	2.0	0.7103330302942723		poldrack-single-stim	s629	False	True
56.433	1.137	-0.183	-4.1111568142461685	draw_card	columbia_card_task_fmri	13.0	0.7777777777777778	89.0	-70.0	0.2222222222222222	12.0	4.0	2.0	2.0157165366572016	4.0	poldrack-single-stim	s629	False	False
59.087	1.137	0.9	0.499954296864944	draw_card	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-80.0	0.16666666666666666	12.0	1.0	2.0	2.9130776457166334		poldrack-single-stim	s629	False	True
60.57	1.137	0.332	-0.939439642528999	draw_card	columbia_card_task_fmri	15.0	0.8181818181818181	89.0	-80.0	0.18181818181818185	12.0	2.0	2.0	4.148809368326384		poldrack-single-stim	s629	False	True
61.484	1.137	0.384	-2.6667123698017243	draw_card	columbia_card_task_fmri	15.0	0.8	89.0	-80.0	0.2	12.0	3.0	2.0	5.50695490453122		poldrack-single-stim	s629	False	True
62.449	1.137	0.639	-4.777823480912836	end_round	columbia_card_task_fmri	15.0	0.7777777777777778	71.0	-80.0	0.2222222222222222	12.0	4.0	2.0	7.001342564447698	3.0	poldrack-single-stim	s629	False	True
66.331	1.137	1.3	-0.4667123698017228	draw_card	columbia_card_task_fmri	14.0	0.8	89.0	-65.0	0.2	15.0	1.0	3.0	-0.8883131507482425		poldrack-single-stim	s629	False	True
68.213	1.137	-0.249	-1.595283798373151	draw_card	columbia_card_task_fmri	14.0	0.7857142857142857	89.0	-65.0	0.21428571428571427	15.0	2.0	3.0	-0.07327369924963989		poldrack-single-stim	s629	False	True
68.546	1.137	-0.206	-2.897481600570956	draw_card	columbia_card_task_fmri	14.0	0.7692307692307692	89.0	-65.0	0.2307692307692308	15.0	3.0	3.0	0.7949434972949803	3.0	poldrack-single-stim	s629	False	False
71.381	1.137	1.062	-0.5417123698017239	draw_card	columbia_card_task_fmri	1.0	0.9375	89.0	-45.0	0.0625	16.0	1.0	1.0	-21.30206094575537		poldrack-single-stim	s629	False	True
73.025	1.137	-0.13	-0.7333790364683903	end_round	columbia_card_task_fmri	1.0	0.9333333333333332	71.0	-45.0	0.06666666666666668	16.0	2.0	1.0	-20.9648101230512	1.0	poldrack-single-stim	s629	False	True
75.868	1.137	-0.004	0.3957876301982761	draw_card	columbia_card_task_fmri	15.0	0.8125	89.0	-70.0	0.1875	16.0	1.0	3.0	0.6869037954608004		poldrack-single-stim	s629	False	True
76.446	1.137	-0.315	-0.6667123698017239	draw_card	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	16.0	2.0	3.0	1.509703845798782		poldrack-single-stim	s629	False	True
76.713	1.137	-0.1	-1.8809980840874392	draw_card	columbia_card_task_fmri	15.0	0.7857142857142857	89.0	-70.0	0.21428571428571427	16.0	3.0	3.0	2.3867485005217834		poldrack-single-stim	s629	False	True
77.195	1.137	-0.209	-3.2820969851863406	end_round	columbia_card_task_fmri	15.0	0.7692307692307692	71.0	-70.0	0.2307692307692308	16.0	4.0	3.0	3.321010896854048	3.0	poldrack-single-stim	s629	False	True
80.162	1.137	-0.048	7.333287630198276	end_round	columbia_card_task_fmri	30.0	0.7	71.0	-50.0	0.3	10.0	1.0	3.0	4.168414207651814	0.0	poldrack-single-stim	s629	False	True
83.02	1.137	0.145	6.7332876301982765	draw_card	columbia_card_task_fmri	17.0	0.8666666666666667	89.0	-70.0	0.13333333333333333	15.0	1.0	2.0	-2.912076134698921		poldrack-single-stim	s629	False	True
83.746	1.137	-0.14	5.904716201626849	draw_card	columbia_card_task_fmri	17.0	0.8571428571428572	89.0	-70.0	0.14285714285714285	15.0	2.0	2.0	-2.043588032197544		poldrack-single-stim	s629	False	True
84.188	1.137	-0.178	4.948672245582892	draw_card	columbia_card_task_fmri	17.0	0.8461538461538461	89.0	-70.0	0.15384615384615385	15.0	3.0	2.0	-1.0984194948236663		poldrack-single-stim	s629	False	True
84.591	1.137	-0.239	3.8332876301982783	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	15.0	4.0	2.0	-0.06604050253241668		poldrack-single-stim	s629	False	True
84.934	1.137	-0.175	2.515105812016456	draw_card	columbia_card_task_fmri	17.0	0.8181818181818181	89.0	-70.0	0.18181818181818185	15.0	5.0	2.0	1.0654806806360924		poldrack-single-stim	s629	False	True
85.342	1.137	-0.172	0.9332876301982777	draw_card	columbia_card_task_fmri	17.0	0.8	89.0	-70.0	0.2	15.0	6.0	2.0	2.3091035567627287		poldrack-single-stim	s629	False	True
85.751	1.137	0.012	-1.0000457031350558	end_round	columbia_card_task_fmri	17.0	0.7777777777777778	71.0	-70.0	0.2222222222222222	15.0	7.0	2.0	3.677492347635592	6.0	poldrack-single-stim	s629	False	True
88.939	1.137	1.155	1.958287630198276	draw_card	columbia_card_task_fmri	7.0	0.9375	89.0	-95.0	0.0625	16.0	1.0	1.0	-7.790186363992263		poldrack-single-stim	s629	False	True
90.675	1.137	-0.245	1.5332876301982763	draw_card	columbia_card_task_fmri	7.0	0.9333333333333332	89.0	-95.0	0.06666666666666668	16.0	2.0	1.0	-7.038248114534827		poldrack-single-stim	s629	False	True
91.012	1.137	-0.224	1.0475733444839903	draw_card	columbia_card_task_fmri	7.0	0.9285714285714286	89.0	-95.0	0.07142857142857142	16.0	3.0	1.0	-6.213597836997888		poldrack-single-stim	s629	False	True
91.371	1.137	0.204	0.4871337840444294	end_round	columbia_card_task_fmri	7.0	0.9230769230769232	71.0	-95.0	0.07692307692307693	16.0	4.0	1.0	-5.3038718535602465	3.0	poldrack-single-stim	s629	False	True
94.545	1.137	0.441	3.5207876301982766	draw_card	columbia_card_task_fmri	9.0	0.9375	89.0	-100.0	0.0625	16.0	1.0	1.0	-6.098063292501288		poldrack-single-stim	s629	False	True
95.568	1.137	-0.278	3.066620963531609	draw_card	columbia_card_task_fmri	9.0	0.9333333333333332	89.0	-100.0	0.06666666666666668	16.0	2.0	1.0	-5.294380462882522		poldrack-single-stim	s629	False	True
95.873	1.137	-0.378	2.5475733444839914	draw_card	columbia_card_task_fmri	9.0	0.9285714285714286	89.0	-100.0	0.07142857142857142	16.0	3.0	1.0	-4.4129912012697785	3.0	poldrack-single-stim	s629	False	False
98.401	1.137	0.554	4.458287630198277	draw_card	columbia_card_task_fmri	15.0	0.875	89.0	-80.0	0.125	16.0	1.0	2.0	-1.0698538788406964		poldrack-single-stim	s629	False	True
99.538	1.137	-0.05	3.6666209635316096	draw_card	columbia_card_task_fmri	15.0	0.8666666666666667	89.0	-80.0	0.13333333333333333	16.0	2.0	2.0	-0.19512639172302929		poldrack-single-stim	s629	False	True
