onset	duration	response_time	EV	action	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	total_cards	trial_type	worker_id	junk	feedback
3.017	1.137	2.119534351145038	-1.1186289590392642	draw_card	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-0.7622392539996632		poldrack-single-stim	s641	False	True
6.273	1.137	2.571534351145038	-3.8519622923725967	end_round	columbia_card_task_fmri	12.0	0.8	71.0	-70.0	0.2	6.0	2.0	1.0	1.4778294719427407	1.0	poldrack-single-stim	s641	False	True
12.44	1.137	0.7785343511450382	-0.28529562570593026	draw_card	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	1.8461203041974412		poldrack-single-stim	s641	False	True
14.354	1.137	0.09653435114503828	-3.251962292372597	draw_card	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	4.2774694399301945		poldrack-single-stim	s641	False	True
15.586	1.137	0.4855343511450383	-7.701962292372597	draw_card	columbia_card_task_fmri	14.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	7.215278357330469		poldrack-single-stim	s641	False	True
17.208	1.137	0.7755343511450383	-15.118628959039267	end_round	columbia_card_task_fmri	14.0	0.6666666666666667	71.0	-75.0	0.3333333333333333	6.0	4.0	1.0	10.631832928751708	3.0	poldrack-single-stim	s641	False	True
21.583	1.137	-0.6344656488549617	1.3813710409607358	draw_card	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	0.35562133657403905		poldrack-single-stim	s641	False	True
22.085	1.137	-1.0334656488549618	-1.451962292372598	draw_card	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	2.6776679127695933		poldrack-single-stim	s641	False	True
22.188	1.137	0.6105343511450383	-5.701962292372597	draw_card	columbia_card_task_fmri	15.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	5.483410896124048		poldrack-single-stim	s641	False	True
23.935	1.137	-0.3844656488549617	-12.78529562570593	draw_card	columbia_card_task_fmri	15.0	0.6666666666666667	89.0	-70.0	0.3333333333333333	6.0	4.0	1.0	8.746383264156655		poldrack-single-stim	s641	False	True
24.686	1.137	0.21153435114503827	-26.951962292372603	end_round	columbia_card_task_fmri	15.0	0.5	71.0	-70.0	0.5	6.0	5.0	1.0	11.176784684132087	4.0	poldrack-single-stim	s641	False	True
28.56	1.137	-0.04346564885496173	2.2147043742940697	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	2.9640066833790684	1.0	poldrack-single-stim	s641	False	False
32.112	1.137	1.1435343511450382	3.548037707627402	draw_card	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	5.05044675873701		poldrack-single-stim	s641	False	True
34.392	1.137	-0.49346564885496175	0.5480377076274019	draw_card	columbia_card_task_fmri	24.0	0.7142857142857143	89.0	-60.0	0.2857142857142857	8.0	2.0	2.0	6.624540469423252		poldrack-single-stim	s641	False	True
35.034	1.137	-0.4694656488549617	-3.451962292372598	draw_card	columbia_card_task_fmri	24.0	0.6666666666666667	89.0	-60.0	0.3333333333333333	8.0	3.0	2.0	8.275023353884762	3.0	poldrack-single-stim	s641	False	False
38.366	1.137	0.8455343511450383	3.548037707627402	draw_card	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	13.70990693096932		poldrack-single-stim	s641	False	True
40.347	1.137	0.8765343511450383	-0.16624800665830985	draw_card	columbia_card_task_fmri	29.0	0.7142857142857143	89.0	-75.0	0.2857142857142857	8.0	2.0	2.0	15.658858558164205		poldrack-single-stim	s641	False	True
42.36	1.137	0.37853435114503825	-5.1186289590392615	end_round	columbia_card_task_fmri	29.0	0.6666666666666667	71.0	-75.0	0.3333333333333333	8.0	3.0	2.0	17.702384541671893	2.0	poldrack-single-stim	s641	False	True
46.263	1.137	0.25553435114503825	-0.6741845145948178	draw_card	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	2.7683123600894106	1.0	poldrack-single-stim	s641	False	False
50.185	1.137	-0.6114656488549617	3.6480377076274015	draw_card	columbia_card_task_fmri	14.0	0.9	89.0	-95.0	0.1	10.0	1.0	1.0	1.3778434703327989	1.0	poldrack-single-stim	s641	False	False
53.306	1.137	1.0235343511450383	-0.4519622923725981	draw_card	columbia_card_task_fmri	15.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	0.6779439082510095		poldrack-single-stim	s641	False	True
55.466	1.137	0.02353435114503827	-2.229740070150375	draw_card	columbia_card_task_fmri	15.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	1.9369430463651227		poldrack-single-stim	s641	False	True
56.626	1.137	-0.04346564885496173	-4.451962292372597	draw_card	columbia_card_task_fmri	15.0	0.75	89.0	-65.0	0.25	10.0	3.0	2.0	3.3186023481173947	3.0	poldrack-single-stim	s641	False	False
60.111	1.137	0.19153435114503828	1.148037707627403	draw_card	columbia_card_task_fmri	17.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	1.4778294719427407		poldrack-single-stim	s641	False	True
61.439	1.137	-0.009465648854961728	-0.6741845145948178	draw_card	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	2.7683123600894106		poldrack-single-stim	s641	False	True
62.565	1.137	1.4645343511450384	-2.951962292372598	draw_card	columbia_card_task_fmri	17.0	0.75	89.0	-65.0	0.25	10.0	3.0	2.0	4.184522036841031		poldrack-single-stim	s641	False	True
65.165	1.137	0.11653435114503827	-5.880533720944025	end_round	columbia_card_task_fmri	17.0	0.7142857142857143	71.0	-65.0	0.2857142857142857	10.0	4.0	2.0	5.72112907293313	3.0	poldrack-single-stim	s641	False	True
69.014	1.137	0.8045343511450382	-0.28529562570593026	draw_card	columbia_card_task_fmri	13.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	12.0	1.0	2.0	-0.3896204495716269		poldrack-single-stim	s641	False	True
70.955	1.137	0.27453435114503827	-1.5428713832816916	draw_card	columbia_card_task_fmri	13.0	0.8181818181818181	89.0	-70.0	0.18181818181818185	12.0	2.0	2.0	0.6905945112259957		poldrack-single-stim	s641	False	True
72.366	1.137	0.5095343511450383	-3.0519622923725978	draw_card	columbia_card_task_fmri	13.0	0.8	89.0	-70.0	0.2	12.0	3.0	2.0	1.8777743214851128		poldrack-single-stim	s641	False	True
74.012	1.137	0.14953435114503827	-4.896406736817043	draw_card	columbia_card_task_fmri	13.0	0.7777777777777778	89.0	-70.0	0.2222222222222222	12.0	4.0	2.0	3.1839990064284582		poldrack-single-stim	s641	False	True
75.298	1.137	-0.10146564885496173	-7.201962292372597	draw_card	columbia_card_task_fmri	13.0	0.75	89.0	-70.0	0.25	12.0	5.0	2.0	4.617483791377381		poldrack-single-stim	s641	False	True
76.332	1.137	-0.029465648854961727	-10.16624800665831	end_round	columbia_card_task_fmri	13.0	0.7142857142857143	71.0	-70.0	0.2857142857142857	12.0	6.0	2.0	6.172834189907384	5.0	poldrack-single-stim	s641	False	True
79.763	1.137	-0.49446564885496175	-0.28529562570593026	draw_card	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-80.0	0.16666666666666666	12.0	1.0	2.0	4.081902383539436	1.0	poldrack-single-stim	s641	False	False
82.662	1.137	-0.5904656488549618	-1.2519622923725968	draw_card	columbia_card_task_fmri	14.0	0.8	89.0	-65.0	0.2	15.0	1.0	3.0	0.27800329876443186	1.0	poldrack-single-stim	s641	False	False
85.67	1.137	-0.7014656488549618	-1.3269622923725979	draw_card	columbia_card_task_fmri	1.0	0.9375	89.0	-45.0	0.0625	16.0	1.0	1.0	-20.178442927828677		poldrack-single-stim	s641	False	True
86.104	1.137	-0.19146564885496173	-1.5186289590392643	draw_card	columbia_card_task_fmri	1.0	0.9333333333333332	89.0	-45.0	0.06666666666666668	16.0	2.0	1.0	-19.83925250411761		poldrack-single-stim	s641	False	True
87.05	1.137	-0.03346564885496173	-1.7376765780868837	draw_card	columbia_card_task_fmri	1.0	0.9285714285714286	89.0	-45.0	0.07142857142857142	16.0	3.0	1.0	-19.467267874695253		poldrack-single-stim	s641	False	True
88.154	1.137	0.8655343511450383	-1.9904238308341364	draw_card	columbia_card_task_fmri	1.0	0.9230769230769232	89.0	-45.0	0.07692307692307693	16.0	4.0	1.0	-19.056913027639503		poldrack-single-stim	s641	False	True
90.157	1.137	-0.13546564885496173	-2.285295625705932	draw_card	columbia_card_task_fmri	1.0	0.9166666666666666	89.0	-45.0	0.08333333333333333	16.0	5.0	1.0	-18.601213911351696		poldrack-single-stim	s641	False	True
91.159	1.137	-0.7174656488549618	-2.63378047419078	draw_card	columbia_card_task_fmri	1.0	0.9090909090909092	89.0	-45.0	0.09090909090909093	16.0	6.0	1.0	-18.09132729062555		poldrack-single-stim	s641	False	True
91.578	1.137	-0.7644656488549617	-3.051962292372598	draw_card	columbia_card_task_fmri	1.0	0.9	89.0	-45.0	0.1	16.0	7.0	1.0	-17.515870853499468		poldrack-single-stim	s641	False	True
91.95	1.137	-0.6594656488549617	-3.5630734034837093	draw_card	columbia_card_task_fmri	1.0	0.8888888888888888	89.0	-45.0	0.1111111111111111	16.0	8.0	1.0	-16.859959101539367		poldrack-single-stim	s641	False	True
92.428	1.137	-0.8094656488549618	-4.201962292372598	draw_card	columbia_card_task_fmri	1.0	0.875	89.0	-45.0	0.125	16.0	9.0	1.0	-16.103810512821422		poldrack-single-stim	s641	False	True
92.755	1.137	-0.7654656488549617	-5.023390863801168	draw_card	columbia_card_task_fmri	1.0	0.8571428571428572	89.0	-45.0	0.14285714285714285	16.0	10.0	1.0	-15.220775026643407		poldrack-single-stim	s641	False	True
93.125	1.137	-0.5384656488549617	-6.118628959039265	end_round	columbia_card_task_fmri	1.0	0.8333333333333334	71.0	-45.0	0.16666666666666666	16.0	11.0	1.0	-14.174803149779905	10.0	poldrack-single-stim	s641	False	True
97.002	1.137	2.6795343511450382	-0.3894622923725981	draw_card	columbia_card_task_fmri	15.0	0.8125	89.0	-70.0	0.1875	16.0	1.0	3.0	1.8543293842287127	1.0	poldrack-single-stim	s641	False	False
103.076	1.137	3.0125343511450384	6.548037707627403	draw_card	columbia_card_task_fmri	30.0	0.7	89.0	-50.0	0.3	10.0	1.0	3.0	5.337952982622113	1.0	poldrack-single-stim	s641	False	False
109.48	1.137	-0.008465648854961727	5.948037707627402	draw_card	columbia_card_task_fmri	17.0	0.8666666666666667	89.0	-70.0	0.13333333333333333	15.0	1.0	2.0	-1.7473580931206776		poldrack-single-stim	s641	False	True
110.608	1.137	0.26153435114503826	5.119466279055975	draw_card	columbia_card_task_fmri	17.0	0.8571428571428572	89.0	-70.0	0.14285714285714285	15.0	2.0	2.0	-0.8781580051376636		poldrack-single-stim	s641	False	True
112.007	1.137	0.09553435114503828	4.163422323012017	draw_card	columbia_card_task_fmri	17.0	0.8461538461538461	89.0	-70.0	0.15384615384615385	15.0	3.0	2.0	0.06774059903271379		poldrack-single-stim	s641	False	True
113.238	1.137	-0.42946564885496175	3.048037707627404	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	15.0	4.0	2.0	1.100868372434853		poldrack-single-stim	s641	False	True
113.946	1.137	-0.6084656488549617	1.7298558894455818	draw_card	columbia_card_task_fmri	17.0	0.8181818181818181	89.0	-70.0	0.18181818181818185	15.0	5.0	2.0	2.233157308111643		poldrack-single-stim	s641	False	True
114.475	1.137	-0.05646564885496173	0.14803770762740331	end_round	columbia_card_task_fmri	17.0	0.8	71.0	-70.0	0.2	15.0	6.0	2.0	3.4775663954772758	5.0	poldrack-single-stim	s641	False	True
117.878	1.137	1.2845343511450382	1.1730377076274021	draw_card	columbia_card_task_fmri	7.0	0.9375	89.0	-95.0	0.0625	16.0	1.0	1.0	-6.6303982991395465		poldrack-single-stim	s641	False	True
120.3	1.137	-0.12846564885496173	0.7480377076274021	draw_card	columbia_card_task_fmri	7.0	0.9333333333333332	89.0	-95.0	0.06666666666666668	16.0	2.0	1.0	-5.877576842998001		poldrack-single-stim	s641	False	True
121.309	1.137	-0.21346564885496172	0.2623234219131163	draw_card	columbia_card_task_fmri	7.0	0.9285714285714286	89.0	-95.0	0.07142857142857142	16.0	3.0	1.0	-5.052016107823391		poldrack-single-stim	s641	False	True
122.233	1.137	-0.5604656488549618	-0.2981161385264448	draw_card	columbia_card_task_fmri	7.0	0.9230769230769232	89.0	-95.0	0.07692307692307693	16.0	4.0	1.0	-4.1413498518358685		poldrack-single-stim	s641	False	True
122.809	1.137	-0.7764656488549617	-0.951962292372598	draw_card	columbia_card_task_fmri	7.0	0.9166666666666666	89.0	-95.0	0.08333333333333333	16.0	5.0	1.0	-3.130111515435693		poldrack-single-stim	s641	False	True
123.168	1.137	-0.7724656488549617	-1.7246895650998717	draw_card	columbia_card_task_fmri	7.0	0.9090909090909092	89.0	-95.0	0.09090909090909093	16.0	6.0	1.0	-1.9986894496896002		poldrack-single-stim	s641	False	True
