onset	duration	response_time	EV	action	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	total_cards	trial_type	worker_id	junk	feedback
3.008	1.137	3.694402366863905	-1.818678896711441	draw_card	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-2.0293894246647604		poldrack-single-stim	s526	False	True
9.356	1.137	-0.8805976331360948	-4.552012230044773	end_round	columbia_card_task_fmri	12.0	0.8	71.0	-70.0	0.2	6.0	2.0	1.0	0.21098905877976648	1.0	poldrack-single-stim	s526	False	True
13.451	1.137	0.10440236686390517	-0.9853455633781072	draw_card	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	0.5793268132559106		poldrack-single-stim	s526	False	True
16.207	1.137	-0.2715976331360948	-3.9520122300447738	end_round	columbia_card_task_fmri	14.0	0.8	71.0	-75.0	0.2	6.0	2.0	1.0	3.01096135399412	1.0	poldrack-single-stim	s526	False	True
20.909	1.137	0.7014023668639052	0.6813211032885589	end_round	columbia_card_task_fmri	15.0	0.8333333333333334	71.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-0.9113687795454872	0.0	poldrack-single-stim	s526	False	True
27.13	1.137	0.02740236686390517	1.5146544366218928	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	1.697349443267008		poldrack-single-stim	s526	False	True
29.81	1.137	0.7204023668639051	-1.5520122300447736	draw_card	columbia_card_task_fmri	17.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	4.210950771092797		poldrack-single-stim	s526	False	True
33.183	1.137	1.6524023668639052	-6.152012230044775	draw_card	columbia_card_task_fmri	17.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	7.248095409013871		poldrack-single-stim	s526	False	True
37.488	1.137	-1.1945976331360948	-13.81867889671144	end_round	columbia_card_task_fmri	17.0	0.6666666666666667	71.0	-75.0	0.3333333333333333	6.0	4.0	1.0	10.78011912774342	3.0	poldrack-single-stim	s526	False	True
41.675	1.137	5.477402366863906	2.847987769955225	draw_card	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	3.7840214151747698	1.0	poldrack-single-stim	s526	False	False
52.058	1.137	2.2144023668639052	2.847987769955225	end_round	columbia_card_task_fmri	29.0	0.75	71.0	-75.0	0.25	8.0	1.0	2.0	12.444214367378374	0.0	poldrack-single-stim	s526	False	True
59.247	1.137	-0.4795976331360948	-1.3742344522669947	end_round	columbia_card_task_fmri	17.0	0.7777777777777778	71.0	-65.0	0.2222222222222222	9.0	1.0	2.0	1.5016319135062943	0.0	poldrack-single-stim	s526	False	True
63.878	1.137	2.200402366863905	2.947987769955225	end_round	columbia_card_task_fmri	14.0	0.9	71.0	-95.0	0.1	10.0	1.0	1.0	0.1109901359849843	0.0	poldrack-single-stim	s526	False	True
71.258	1.137	0.4724023668639052	-1.1520122300447748	end_round	columbia_card_task_fmri	15.0	0.8	71.0	-65.0	0.2	10.0	1.0	2.0	-0.5890021350706718	0.0	poldrack-single-stim	s526	False	True
76.705	1.137	0.7824023668639052	0.4479877699552264	draw_card	columbia_card_task_fmri	17.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	0.21098905877976648		poldrack-single-stim	s526	False	True
80.14	1.137	-0.9725976331360948	-1.3742344522669947	draw_card	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	1.5016319135062943		poldrack-single-stim	s526	False	True
81.82	1.137	2.902402366863905	-3.652012230044775	end_round	columbia_card_task_fmri	17.0	0.75	71.0	-65.0	0.25	10.0	3.0	2.0	2.9180037588166954	2.0	poldrack-single-stim	s526	False	True
