onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stop_response	stopped	trial_type	worker_id	junk
3.011	0.56	-0.049822834645669334	100.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
5.264	0.56	-0.13882283464566933	100.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
7.517	0.56	0.04117716535433067	100.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
9.87	0.56	0.2821771653543307	100.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s626	False
12.422	0.56	-0.11082283464566933	50.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
15.375	0.56	-0.6828228346456693	50.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s626	False
17.628	0.56	-0.041822834645669334	100.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
19.979	0.56	0.37917716535433066	100.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
22.532	0.56	0.044177165354330666	100.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
24.785	0.56	-0.12182283464566933	100.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
27.139	0.56	-0.15982283464566932	100.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
29.691	0.56	-0.14782283464566934	100.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
32.144	0.56	0.29717716535433064	100.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
34.496	0.56	0.14817716535433068	100.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
37.149	0.56	-0.10482283464566933	100.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
39.702	0.56	-0.6828228346456693	100.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s626	False
42.454	0.56	-0.6828228346456693	150.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s626	False
45.007	0.56	-0.17082283464566933	200.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
47.459	0.56	0.14017716535433067	200.0	0.0	motor_selective_stop_signal	71.0	True	89.0	False	crit_go	s626	True
50.211	0.56	-0.03782283464566933	200.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
52.764	0.56	-0.6828228346456693	200.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s626	False
55.116	0.56	0.21917716535433066	250.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
57.368	0.56	0.08017716535433067	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
60.021	0.56	-0.6828228346456693	250.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s626	False
62.273	0.56	0.19117716535433066	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
64.625	0.56	0.05417716535433067	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
66.877	0.56	-0.050822834645669335	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
69.229	0.56	-0.03782283464566933	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
71.582	0.56	0.13017716535433066	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
73.834	0.56	0.26817716535433067	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
76.687	0.56	0.20417716535433067	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
79.04	0.56	0.5951771653543306	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
81.291	0.56	0.3551771653543307	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
83.644	0.56	0.07217716535433066	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
86.097	0.56	1.3871771653543306	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s626	False
88.349	0.56	-0.16782283464566933	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
90.602	0.56	0.09617716535433067	250.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
93.355	0.56	0.2821771653543307	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
95.707	0.56	0.31517716535433066	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
98.46	0.56	-0.13282283464566932	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
100.912	0.56	0.06917716535433067	250.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
103.164	0.56	-0.6828228346456693	250.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s626	False
105.517	0.56	-0.006822834645669331	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
108.17	0.56	0.15317716535433068	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s626	False
110.622	0.56	-0.03582283464566933	250.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
112.875	0.56	0.32617716535433067	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
115.228	0.56	0.36117716535433064	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
118.181	0.56	-0.050822834645669335	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
120.432	0.56	-0.06882283464566934	250.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
123.384	0.56	0.3551771653543307	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
124.836	0.56	-0.6828228346456693		0.0	motor_selective_stop_signal	-1.0	True		True		s626	True
136.343	0.56	-0.6828228346456693	250.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s626	False
138.595	0.56	0.02717716535433067	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
140.948	0.56	-0.07982283464566933	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
143.401	0.56	-0.19782283464566933	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	s626	False
145.653	0.56	0.14617716535433067	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
148.106	0.56	0.0021771653543306685	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
150.858	0.56	-0.16082283464566932	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
153.11	0.56	0.18817716535433066	250.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
155.462	0.56	0.18817716535433066	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
157.915	0.56	0.4781771653543307	250.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
160.268	0.56	0.12317716535433067	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
162.52	0.56	0.18417716535433068	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
165.073	0.56	0.02717716535433067	250.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
167.526	0.56	-0.10282283464566933	250.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
170.178	0.56	-0.6828228346456693	250.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s626	False
172.431	0.56	0.2831771653543307	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
175.083	0.56	-0.21482283464566934	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
177.435	0.56	0.044177165354330666	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
179.688	0.56	0.03217716535433067	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
181.94	0.56	-0.21582283464566934	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
184.192	0.56	0.14217716535433067	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	s626	False
186.545	0.56	-0.09482283464566933	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	s626	False
189.097	0.56	-0.08282283464566934	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	s626	False
191.45	0.56	-0.6828228346456693	300.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	s626	False
