onset	duration	response_time	EV	action	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	total_cards	trial_type	worker_id	junk	feedback
3.007	1.137	4.133640495867769	-1.5686756941405702	draw_card	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-1.2181120305589097		poldrack-single-stim	s234	False	True
8.214	1.137	1.4986404958677686	-4.302009027473902	draw_card	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	1.022281545850788		poldrack-single-stim	s234	False	True
10.785	1.137	1.1436404958677686	-8.402009027473904	end_round	columbia_card_task_fmri	12.0	0.75	71.0	-70.0	0.25	6.0	3.0	1.0	3.729311941479296	2.0	poldrack-single-stim	s234	False	True
15.322	1.137	1.5116404958677685	-0.735342360807236	draw_card	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	1.3906215865769411		poldrack-single-stim	s234	False	True
17.906	1.137	-0.31635950413223146	-3.7020090274739035	draw_card	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	3.8222700332446986		poldrack-single-stim	s234	False	True
18.662	1.137	-0.4633595041322314	-8.152009027473904	end_round	columbia_card_task_fmri	14.0	0.75	71.0	-75.0	0.25	6.0	3.0	1.0	6.760390219825226	2.0	poldrack-single-stim	s234	False	True
21.591	1.137	1.1196404958677686	0.9313243058594299	draw_card	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-0.1000835867079246		poldrack-single-stim	s234	False	True
23.784	1.137	-0.2683595041322315	-1.902009027473904	draw_card	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	2.2222763796911806		poldrack-single-stim	s234	False	True
24.588	1.137	-0.42635950413223145	-6.152009027473904	end_round	columbia_card_task_fmri	15.0	0.75	71.0	-70.0	0.25	6.0	3.0	1.0	5.028345274857606	2.0	poldrack-single-stim	s234	False	True
28.099	1.137	0.8056404958677685	1.7646576391927642	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	2.5086508552501168	1.0	poldrack-single-stim	s234	False	False
32.707	1.137	9.340640495867769	3.097990972526096	draw_card	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	4.5953341258563265		poldrack-single-stim	s234	False	True
43.12	1.137	-0.3943595041322315	0.0979909725260961	draw_card	columbia_card_task_fmri	24.0	0.7142857142857143	89.0	-60.0	0.2857142857142857	8.0	2.0	2.0	6.1695936130175175	2.0	poldrack-single-stim	s234	False	False
46.051	1.137	0.5266404958677685	3.097990972526096	draw_card	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	13.255562779883256		poldrack-single-stim	s234	False	True
47.65	1.137	-0.4533595041322315	-0.6162947417596156	end_round	columbia_card_task_fmri	29.0	0.7142857142857143	71.0	-75.0	0.2857142857142857	8.0	2.0	2.0	15.204648311304732	1.0	poldrack-single-stim	s234	False	True
50.591	1.137	2.6096404958677684	-1.1242312496961235	draw_card	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	2.31293219478723	1.0	poldrack-single-stim	s234	False	False
56.73	1.137	2.0056404958677687	3.1979909725260955	draw_card	columbia_card_task_fmri	14.0	0.9	89.0	-95.0	0.1	10.0	1.0	1.0	0.9222819934791886		poldrack-single-stim	s234	False	True
59.809	1.137	-0.2773595041322314	1.986879861414984	end_round	columbia_card_task_fmri	14.0	0.8888888888888888	71.0	-95.0	0.1111111111111111	10.0	2.0	1.0	2.4776705043767606	1.0	poldrack-single-stim	s234	False	True
63.131	1.137	0.6916404958677685	-0.902009027473904	draw_card	columbia_card_task_fmri	15.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	0.22228520521237272	1.0	poldrack-single-stim	s234	False	False
67.216	1.137	0.9456404958677685	0.6979909725260975	draw_card	columbia_card_task_fmri	17.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	1.022281545850788		poldrack-single-stim	s234	False	True
69.234	1.137	-0.5133595041322314	-1.1242312496961235	draw_card	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	2.31293219478723		poldrack-single-stim	s234	False	True
69.793	1.137	-0.42635950413223145	-3.402009027473904	end_round	columbia_card_task_fmri	17.0	0.75	71.0	-65.0	0.25	10.0	3.0	2.0	3.729311941479296	2.0	poldrack-single-stim	s234	False	True
72.966	1.137	0.6476404958677685	-0.735342360807236	draw_card	columbia_card_task_fmri	13.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	12.0	1.0	2.0	-0.8454359271455907		poldrack-single-stim	s234	False	True
74.686	1.137	-0.4613595041322314	-1.9929181183829972	draw_card	columbia_card_task_fmri	13.0	0.8181818181818181	89.0	-70.0	0.18181818181818185	12.0	2.0	2.0	0.2349376032686621		poldrack-single-stim	s234	False	True
75.299	1.137	-0.5633595041322315	-3.502009027473904	end_round	columbia_card_task_fmri	13.0	0.8	71.0	-70.0	0.2	12.0	3.0	2.0	1.4222797823025957	2.0	poldrack-single-stim	s234	False	True
78.81	1.137	0.7076404958677686	-0.735342360807236	draw_card	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-80.0	0.16666666666666666	12.0	1.0	2.0	3.626680422031627		poldrack-single-stim	s234	False	True
80.591	1.137	-0.7273595041322315	-2.1747363002011797	draw_card	columbia_card_task_fmri	15.0	0.8181818181818181	89.0	-80.0	0.18181818181818185	12.0	2.0	2.0	4.863253954144163		poldrack-single-stim	s234	False	True
80.936	1.137	-0.5553595041322315	-3.902009027473904	end_round	columbia_card_task_fmri	15.0	0.8	71.0	-80.0	0.2	12.0	3.0	2.0	6.222261515640169	2.0	poldrack-single-stim	s234	False	True
83.775	1.137	0.9846404958677686	-1.7020090274739028	draw_card	columbia_card_task_fmri	14.0	0.8	89.0	-65.0	0.2	15.0	1.0	3.0	-0.17771289562577766	1.0	poldrack-single-stim	s234	False	False
88.086	1.137	3.9106404958677685	-1.777009027473904	end_round	columbia_card_task_fmri	1.0	0.9375	71.0	-45.0	0.0625	16.0	1.0	1.0	-20.642606537239267	0.0	poldrack-single-stim	s234	False	True
95.528	1.137	0.8326404958677686	-0.8395090274739039	draw_card	columbia_card_task_fmri	15.0	0.8125	89.0	-70.0	0.1875	16.0	1.0	3.0	1.3988317510005217		poldrack-single-stim	s234	False	True
97.434	1.137	-0.6583595041322314	-1.902009027473904	draw_card	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	16.0	2.0	3.0	2.2222763796911806		poldrack-single-stim	s234	False	True
97.849	1.137	-0.6083595041322315	-3.1162947417596194	draw_card	columbia_card_task_fmri	15.0	0.7857142857142857	89.0	-70.0	0.21428571428571427	16.0	3.0	3.0	3.0999746087157973		poldrack-single-stim	s234	False	True
98.313	1.137	-0.43035950413223145	-4.5173936428585195	end_round	columbia_card_task_fmri	15.0	0.7692307692307692	71.0	-70.0	0.2307692307692308	16.0	4.0	3.0	4.034897992487424	3.0	poldrack-single-stim	s234	False	True
101.28	1.137	0.9306404958677685	6.097990972526096	draw_card	columbia_card_task_fmri	30.0	0.7	89.0	-50.0	0.3	10.0	1.0	3.0	4.88287169128003	1.0	poldrack-single-stim	s234	False	False
105.605	1.137	3.0486404958677684	5.497990972526096	draw_card	columbia_card_task_fmri	17.0	0.8666666666666667	89.0	-70.0	0.13333333333333333	15.0	1.0	2.0	-2.203389310176142		poldrack-single-stim	s234	False	True
109.727	1.137	-0.6733595041322314	4.669419543954669	draw_card	columbia_card_task_fmri	17.0	0.8571428571428572	89.0	-70.0	0.14285714285714285	15.0	2.0	2.0	-1.3340488930234642		poldrack-single-stim	s234	False	True
110.127	1.137	-0.6783595041322315	3.7133755879107113	draw_card	columbia_card_task_fmri	17.0	0.8461538461538461	89.0	-70.0	0.15384615384615385	15.0	3.0	2.0	-0.3880064081674455		poldrack-single-stim	s234	False	True
110.522	1.137	0.00564049586776855	2.5979909725260977	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	15.0	4.0	2.0	0.6452689216394702		poldrack-single-stim	s234	False	True
111.6	1.137	-0.23935950413223145	1.279809154344276	end_round	columbia_card_task_fmri	17.0	0.8181818181818181	71.0	-70.0	0.18181818181818185	15.0	5.0	2.0	1.7777091395668163	4.0	poldrack-single-stim	s234	False	True
115.027	1.137	1.7226404958677686	0.7229909725260961	draw_card	columbia_card_task_fmri	7.0	0.9375	89.0	-95.0	0.0625	16.0	1.0	1.0	-7.087401544234574		poldrack-single-stim	s234	False	True
117.822	1.137	-0.6843595041322315	0.2979909725260963	draw_card	columbia_card_task_fmri	7.0	0.9333333333333332	89.0	-95.0	0.06666666666666668	16.0	2.0	1.0	-6.334405901096506		poldrack-single-stim	s234	False	True
118.211	1.137	-0.6813595041322315	-0.18772331318818947	draw_card	columbia_card_task_fmri	7.0	0.9285714285714286	89.0	-95.0	0.07142857142857142	16.0	3.0	1.0	-5.5086656271737615		poldrack-single-stim	s234	False	True
118.603	1.137	-0.7603595041322314	-0.7481628736277506	draw_card	columbia_card_task_fmri	7.0	0.9230769230769232	89.0	-95.0	0.07692307692307693	16.0	4.0	1.0	-4.5978139764890615		poldrack-single-stim	s234	False	True
118.916	1.137	-0.15235950413223145	-1.402009027473904	draw_card	columbia_card_task_fmri	7.0	0.9166666666666666	89.0	-95.0	0.08333333333333333	16.0	5.0	1.0	-3.586383806990618		poldrack-single-stim	s234	False	True
119.836	1.137	-0.5163595041322314	-2.174736300201177	draw_card	columbia_card_task_fmri	7.0	0.9090909090909092	89.0	-95.0	0.09090909090909093	16.0	6.0	1.0	-2.4547627939584236		poldrack-single-stim	s234	False	True
120.393	1.137	-0.3403595041322314	-3.1020090274739043	end_round	columbia_card_task_fmri	7.0	0.9	71.0	-95.0	0.1	16.0	7.0	1.0	-1.1777079304983855	6.0	poldrack-single-stim	s234	False	True
123.38	1.137	2.2906404958677684	2.285490972526096	draw_card	columbia_card_task_fmri	9.0	0.9375	89.0	-100.0	0.0625	16.0	1.0	1.0	-5.392983817986039		poldrack-single-stim	s234	False	True
126.744	1.137	-0.6693595041322314	1.8313243058594293	draw_card	columbia_card_task_fmri	9.0	0.9333333333333332	89.0	-100.0	0.06666666666666668	16.0	2.0	1.0	-4.588311238749211		poldrack-single-stim	s234	False	True
127.149	1.137	-0.7313595041322315	1.3122766868118114	draw_card	columbia_card_task_fmri	9.0	0.9285714285714286	89.0	-100.0	0.07142857142857142	16.0	3.0	1.0	-3.7059017266719683		poldrack-single-stim	s234	False	True
127.49	1.137	-0.47735950413223144	0.7133755879107121	draw_card	columbia_card_task_fmri	9.0	0.9230769230769232	89.0	-100.0	0.07692307692307693	16.0	4.0	1.0	-2.732539835311819		poldrack-single-stim	s234	False	True
128.086	1.137	-0.8423595041322315	0.01465763919276396	draw_card	columbia_card_task_fmri	9.0	0.9166666666666666	89.0	-100.0	0.08333333333333333	16.0	5.0	1.0	-1.6516969495288372		poldrack-single-stim	s234	False	True
128.318	1.137	-0.7543595041322314	-0.8110999365648139	draw_card	columbia_card_task_fmri	9.0	0.9090909090909092	89.0	-100.0	0.09090909090909093	16.0	6.0	1.0	-0.44241479778504456		poldrack-single-stim	s234	False	True
128.637	1.137	-0.7073595041322315	-1.802009027473904	draw_card	columbia_card_task_fmri	9.0	0.9	89.0	-100.0	0.1	16.0	7.0	1.0	0.9222819934791886		poldrack-single-stim	s234	False	True
129.004	1.137	-0.01635950413223145	-3.013120138585015	end_round	columbia_card_task_fmri	9.0	0.8888888888888888	71.0	-100.0	0.1111111111111111	16.0	8.0	1.0	2.477670504376768	7.0	poldrack-single-stim	s234	False	True
132.313	1.137	0.6036404958677686	3.222990972526096	draw_card	columbia_card_task_fmri	15.0	0.875	89.0	-80.0	0.125	16.0	1.0	2.0	-0.35941519805162514	1.0	poldrack-single-stim	s234	False	False
136.516	1.137	-0.40935950413223143	5.347990972526096	draw_card	columbia_card_task_fmri	16.0	0.875	89.0	-70.0	0.125	16.0	1.0	2.0	-3.335869431099912		poldrack-single-stim	s234	False	True
137.179	1.137	-0.6003595041322315	4.63132430585943	draw_card	columbia_card_task_fmri	16.0	0.8666666666666667	89.0	-70.0	0.13333333333333333	16.0	2.0	2.0	-2.5433220567485715		poldrack-single-stim	s234	False	True
137.653	1.137	-0.6873595041322315	3.812276686811811	draw_card	columbia_card_task_fmri	16.0	0.8571428571428572	89.0	-70.0	0.14285714285714285	16.0	3.0	2.0	-1.683974165371371		poldrack-single-stim	s234	False	True
138.04	1.137	-0.7353595041322315	2.8672217417568637	draw_card	columbia_card_task_fmri	16.0	0.8461538461538461	89.0	-70.0	0.15384615384615385	16.0	4.0	2.0	-0.7488058419641455		poldrack-single-stim	s234	False	True
138.377	1.137	-0.6053595041322315	1.7646576391927642	draw_card	columbia_card_task_fmri	16.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	16.0	5.0	2.0	0.2725926472092155	5.0	poldrack-single-stim	s234	False	False
141.303	1.137	-0.5013595041322314	6.660490972526096	draw_card	columbia_card_task_fmri	30.0	0.6875	89.0	-45.0	0.3125	16.0	1.0	5.0	2.985703686911833		poldrack-single-stim	s234	False	True
141.876	1.137	-0.6853595041322315	5.0979909725261	draw_card	columbia_card_task_fmri	30.0	0.6666666666666667	89.0	-45.0	0.3333333333333333	16.0	2.0	5.0	3.5776100258248533		poldrack-single-stim	s234	False	True
142.265	1.137	-0.6993595041322315	3.312276686811808	draw_card	columbia_card_task_fmri	30.0	0.6428571428571428	89.0	-45.0	0.35714285714285715	16.0	3.0	5.0	4.159075550537985		poldrack-single-stim	s234	False	True
142.638	1.137	1.0416404958677685	1.2518371263722494	end_round	columbia_card_task_fmri	30.0	0.6153846153846154	71.0	-45.0	0.38461538461538464	16.0	4.0	5.0	4.710085907579561	3.0	poldrack-single-stim	s234	False	True
147.006	1.137	2.3116404958677688	-1.5686756941405702	draw_card	columbia_card_task_fmri	13.0	0.8333333333333334	89.0	-75.0	0.16666666666666666	6.0	1.0	1.0	1.0179452352017293		poldrack-single-stim	s234	False	True
150.391	1.137	-0.38935950413223147	-4.502009027473903	draw_card	columbia_card_task_fmri	13.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	3.4222715657676024	2.0	poldrack-single-stim	s234	False	False
153.533	1.137	0.22364049586776855	0.09799097252609787	draw_card	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	-0.4727597786650648		poldrack-single-stim	s234	False	True
154.83	1.137	-0.5553595041322315	-2.7020090274739035	end_round	columbia_card_task_fmri	14.0	0.8	71.0	-70.0	0.2	6.0	2.0	1.0	1.8222780607433793	1.0	poldrack-single-stim	s234	False	True
157.807	1.137	-0.04835950413223145	0.09799097252609787	draw_card	columbia_card_task_fmri	16.0	0.8333333333333334	89.0	-80.0	0.16666666666666666	6.0	1.0	1.0	3.9993570057080063		poldrack-single-stim	s234	False	True
158.831	1.137	-0.49635950413223145	-3.1020090274739034	end_round	columbia_card_task_fmri	16.0	0.8	71.0	-80.0	0.2	6.0	2.0	1.0	6.622260199551448	1.0	poldrack-single-stim	s234	False	True
161.935	1.137	0.4216404958677685	2.5979909725260977	draw_card	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-70.0	0.16666666666666666	6.0	1.0	1.0	0.6452689216394702		poldrack-single-stim	s234	False	True
163.431	1.137	-0.5373595041322314	-0.3020090274739025	end_round	columbia_card_task_fmri	17.0	0.8	71.0	-70.0	0.2	6.0	2.0	1.0	3.022273133520713	1.0	poldrack-single-stim	s234	False	True
166.425	1.137	0.4166404958677685	2.597990972526096	draw_card	columbia_card_task_fmri	25.0	0.75	89.0	-65.0	0.25	8.0	1.0	2.0	7.193401537491753		poldrack-single-stim	s234	False	True
167.915	1.137	-0.49735950413223146	-0.6162947417596156	end_round	columbia_card_task_fmri	25.0	0.7142857142857143	71.0	-65.0	0.2857142857142857	8.0	2.0	2.0	8.880108887072806	1.0	poldrack-single-stim	s234	False	True
171.152	1.137	0.42564049586776853	2.597990972526096	draw_card	columbia_card_task_fmri	30.0	0.75	89.0	-80.0	0.25	8.0	1.0	2.0	15.853633176028344	1.0	poldrack-single-stim	s234	False	False
175.041	1.137	0.5376404958677685	2.2979909725260965	draw_card	columbia_card_task_fmri	13.0	0.9	89.0	-95.0	0.1	10.0	1.0	1.0	0.6222833529430858		poldrack-single-stim	s234	False	True
