"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"10746","13","text","0","10748","0.0-0.0","s568","","","","","","","","","","","","","","","","","","","",""
"2476","89","poldrack-text","1","14228","0.0-1.0","s568","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2476","500","fmri_response_test","","","","","","","","","","","","","","","",""
"867","71","poldrack-text","2","15596","0.0-2.0","s568","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","867","500","fmri_response_test","","","","","","","","","","","","","","","",""
"11661","","survey-text","3","27765","0.0-3.0","s568","","","","task_setup","{""Q0"":""1"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"43475","32","poldrack-single-stim","4","72243","0.0-4.0","s568","","43475","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Index Finger if orange and Middle Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","43475","","","","","","","","","","","",""
"","","call-function","5","72244","0.0-5.0-0.0","s568","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","72746","0.0-5.0-1.0","s568","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","72850","0.0-5.0-2.0","s568","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","orange","4","color","switch","stay","0","","","",""
"1309","89","poldrack-categorize","8","75356","0.0-5.0-3.0","s568","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>4</div>","89,71","1000","practice","Orange-Blue","orange","4","color","switch","stay","0","true","89","500",""
"-1","-1","poldrack-single-stim","9","75860","0.0-5.0-4.0","s568","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","75861","0.0-5.0-5.0","s568","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","76364","0.0-5.0-6.0","s568","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","77266","0.0-5.0-7.0","s568","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","#1F45FC","1","magnitude","switch","stay","1","","","",""
"705","71","poldrack-categorize","13","79770","0.0-5.0-8.0","s568","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>1</div>","89,71","1000","practice","High-Low","#1F45FC","1","magnitude","switch","stay","1","true","71","500",""
"-1","-1","poldrack-single-stim","14","80273","0.0-5.0-9.0","s568","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","80273","0.0-5.0-10.0","s568","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","80775","0.0-5.0-11.0","s568","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","80877","0.0-5.0-12.0","s568","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","#1F45FC","1","magnitude","stay","stay","2","","","",""
"1110","71","poldrack-categorize","18","83380","0.0-5.0-13.0","s568","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>1</div>","89,71","1000","practice","High-Low","#1F45FC","1","magnitude","stay","stay","2","true","71","500",""
"-1","-1","poldrack-single-stim","19","83883","0.0-5.0-14.0","s568","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","83883","0.0-5.0-15.0","s568","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","84386","0.0-5.0-16.0","s568","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","84488","0.0-5.0-17.0","s568","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","orange","4","color","switch","switch","3","","","",""
"523","89","poldrack-categorize","23","86992","0.0-5.0-18.0","s568","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>4</div>","89,71","1000","practice","Color","orange","4","color","switch","switch","3","true","89","500",""
"-1","-1","poldrack-single-stim","24","87494","0.0-5.0-19.0","s568","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","25","87494","0.0-5.0-20.0","s568","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","87996","0.0-5.0-21.0","s568","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","88898","0.0-5.0-22.0","s568","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Magnitude","#1F45FC","3","magnitude","switch","switch","4","","","",""
"758","71","poldrack-categorize","28","91403","0.0-5.0-23.0","s568","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>3</div>","89,71","1000","practice","Magnitude","#1F45FC","3","magnitude","switch","switch","4","true","71","500",""
"-1","-1","poldrack-single-stim","29","91906","0.0-5.0-24.0","s568","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","30","91906","0.0-5.0-25.0","s568","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","31","92408","0.0-5.0-26.0","s568","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","32","92509","0.0-5.0-27.0","s568","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","#1F45FC","3","magnitude","stay","switch","5","","","",""
"608","71","poldrack-categorize","33","95012","0.0-5.0-28.0","s568","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>3</div>","89,71","1000","practice","High-Low","#1F45FC","3","magnitude","stay","switch","5","true","71","500",""
"-1","-1","poldrack-single-stim","34","95515","0.0-5.0-29.0","s568","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","35","95515","0.0-5.0-30.0","s568","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","36","96017","0.0-5.0-31.0","s568","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","37","96120","0.0-5.0-32.0","s568","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","#1F45FC","4","magnitude","stay","switch","6","","","",""
"547","71","poldrack-categorize","38","98624","0.0-5.0-33.0","s568","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","Magnitude","#1F45FC","4","magnitude","stay","switch","6","true","71","500",""
"-1","-1","poldrack-single-stim","39","99126","0.0-5.0-34.0","s568","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","40","99126","0.0-5.0-35.0","s568","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","41","99629","0.0-5.0-36.0","s568","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","42","100531","0.0-5.0-37.0","s568","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","orange","8","magnitude","stay","switch","7","","","",""
"467","89","poldrack-categorize","43","103035","0.0-5.0-38.0","s568","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>8</div>","89,71","1000","practice","High-Low","orange","8","magnitude","stay","switch","7","true","89","500",""
"-1","-1","poldrack-single-stim","44","103537","0.0-5.0-39.0","s568","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","45","103538","0.0-5.0-40.0","s568","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","46","104040","0.0-5.0-41.0","s568","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","47","104143","0.0-5.0-42.0","s568","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","#1F45FC","8","color","switch","stay","8","","","",""
"901","89","poldrack-categorize","48","106646","0.0-5.0-43.0","s568","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>8</div>","89,71","1000","practice","Color","#1F45FC","8","color","switch","stay","8","false","71","500",""
"-1","-1","poldrack-single-stim","49","107148","0.0-5.0-44.0","s568","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","50","107148","0.0-5.0-45.0","s568","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","51","107651","0.0-5.0-46.0","s568","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","52","108552","0.0-5.0-47.0","s568","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","orange","2","magnitude","switch","switch","9","","","",""
"495","71","poldrack-categorize","53","111057","0.0-5.0-48.0","s568","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>2</div>","89,71","1000","practice","High-Low","orange","2","magnitude","switch","switch","9","true","71","500",""
"-1","-1","poldrack-single-stim","54","111559","0.0-5.0-49.0","s568","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","55","111559","0.0-5.0-50.0","s568","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","56","112062","0.0-5.0-51.0","s568","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","57","112964","0.0-5.0-52.0","s568","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","orange","6","magnitude","stay","stay","10","","","",""
