"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"2229","13","text","0","2231","0.0-0.0","s546","","","","","","","","","","","","","","","","","","","",""
"1487","89","poldrack-text","1","4722","0.0-1.0","s546","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1487","500","fmri_response_test","","","","","","","","","","","","","","","",""
"815","71","poldrack-text","2","6039","0.0-2.0","s546","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","815","500","fmri_response_test","","","","","","","","","","","","","","","",""
"9604","","survey-text","3","16150","0.0-3.0","s546","","","","task_setup","{""Q0"":""2"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"31464","32","poldrack-single-stim","4","48617","0.0-4.0","s546","","31464","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Middle Finger if orange and Index Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","31464","","","","","","","","","","","",""
"","","call-function","5","48618","0.0-5.0-0.0","s546","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","49121","0.0-5.0-1.0","s546","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","49224","0.0-5.0-2.0","s546","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","#1F45FC","6","color","stay","stay","0","","","",""
"882","89","poldrack-categorize","8","51730","0.0-5.0-3.0","s546","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>6</div>","89,71","1000","practice","Orange-Blue","#1F45FC","6","color","stay","stay","0","true","89","500",""
"-1","-1","poldrack-single-stim","9","52234","0.0-5.0-4.0","s546","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","52234","0.0-5.0-5.0","s546","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","52737","0.0-5.0-6.0","s546","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","52839","0.0-5.0-7.0","s546","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","#1F45FC","4","color","stay","switch","1","","","",""
"887","89","poldrack-categorize","13","55343","0.0-5.0-8.0","s546","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","Color","#1F45FC","4","color","stay","switch","1","true","89","500",""
"-1","-1","poldrack-single-stim","14","55847","0.0-5.0-9.0","s546","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","55847","0.0-5.0-10.0","s546","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","56349","0.0-5.0-11.0","s546","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","56451","0.0-5.0-12.0","s546","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","#1F45FC","4","magnitude","switch","switch","2","","","",""
"1040","71","poldrack-categorize","18","58956","0.0-5.0-13.0","s546","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","Magnitude","#1F45FC","4","magnitude","switch","switch","2","true","71","500",""
"-1","-1","poldrack-single-stim","19","59458","0.0-5.0-14.0","s546","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","59458","0.0-5.0-15.0","s546","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","59959","0.0-5.0-16.0","s546","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","60861","0.0-5.0-17.0","s546","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","orange","8","magnitude","stay","switch","3","","","",""
"972","89","poldrack-categorize","23","63365","0.0-5.0-18.0","s546","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>8</div>","89,71","1000","practice","High-Low","orange","8","magnitude","stay","switch","3","true","89","500",""
"-1","-1","poldrack-single-stim","24","63868","0.0-5.0-19.0","s546","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","25","63868","0.0-5.0-20.0","s546","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","64370","0.0-5.0-21.0","s546","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","65272","0.0-5.0-22.0","s546","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","#1F45FC","8","magnitude","stay","stay","4","","","",""
"853","89","poldrack-categorize","28","67775","0.0-5.0-23.0","s546","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>8</div>","89,71","1000","practice","High-Low","#1F45FC","8","magnitude","stay","stay","4","true","89","500",""
"-1","-1","poldrack-single-stim","29","68278","0.0-5.0-24.0","s546","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","30","68278","0.0-5.0-25.0","s546","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","31","68781","0.0-5.0-26.0","s546","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","32","68882","0.0-5.0-27.0","s546","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","orange","6","color","switch","switch","5","","","",""
"861","71","poldrack-categorize","33","71387","0.0-5.0-28.0","s546","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>6</div>","89,71","1000","practice","Color","orange","6","color","switch","switch","5","true","71","500",""
"-1","-1","poldrack-single-stim","34","71890","0.0-5.0-29.0","s546","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","35","71890","0.0-5.0-30.0","s546","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","36","72392","0.0-5.0-31.0","s546","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","37","73293","0.0-5.0-32.0","s546","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","#1F45FC","6","color","stay","stay","6","","","",""
"1160","89","poldrack-categorize","38","75796","0.0-5.0-33.0","s546","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>6</div>","89,71","1000","practice","Color","#1F45FC","6","color","stay","stay","6","true","89","500",""
"-1","-1","poldrack-single-stim","39","76299","0.0-5.0-34.0","s546","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","40","76299","0.0-5.0-35.0","s546","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","41","76802","0.0-5.0-36.0","s546","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","42","77704","0.0-5.0-37.0","s546","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","orange","3","color","stay","switch","7","","","",""
"416","71","poldrack-categorize","43","80207","0.0-5.0-38.0","s546","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>3</div>","89,71","1000","practice","Orange-Blue","orange","3","color","stay","switch","7","true","71","500",""
"-1","-1","poldrack-single-stim","44","80710","0.0-5.0-39.0","s546","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","45","80710","0.0-5.0-40.0","s546","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","46","81213","0.0-5.0-41.0","s546","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","47","82115","0.0-5.0-42.0","s546","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Magnitude","orange","7","magnitude","switch","switch","8","","","",""
