"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"2821","13","text","0","2825","0.0-0.0","s591","","","","","","","","","","","","","",""
"2733","89","poldrack-text","1","6563","0.0-1.0","s591","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2733","500","fmri_response_test","","","","","","","","","",""
"2077","71","poldrack-text","2","9143","0.0-2.0","s591","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","2077","500","fmri_response_test","","","","","","","","","",""
"19880","","survey-text","3","29534","0.0-3.0","s591","","","","task_setup","{""Q0"":""4"",""Q1"":""3""}","","","","","","","","",""
"22091","32","poldrack-single-stim","4","52629","0.0-4.0","s591","","22091","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","22091","","","","","",""
"-1","-1","poldrack-single-stim","5","53636","0.0-5.0-0.0","s591","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","practice","0","","",""
"-1","-1","poldrack-single-stim","6","55639","0.0-5.0-1.0","s591","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"554","89","poldrack-single-stim","7","57743","0.0-5.0-2.0","s591","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","AX","practice","0","89","true",""
"-1","-1","poldrack-single-stim","8","58247","0.0-5.0-3.0","s591","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","58748","0.0-5.0-4.0","s591","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","practice","1","","",""
"-1","-1","poldrack-single-stim","10","60753","0.0-5.0-5.0","s591","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"469","89","poldrack-single-stim","11","62258","0.0-5.0-6.0","s591","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","AX","practice","1","89","true",""
"-1","-1","poldrack-single-stim","12","62763","0.0-5.0-7.0","s591","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","2","","",""
"-1","-1","poldrack-single-stim","13","63265","0.0-5.0-8.0","s591","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","BX","practice","2","","",""
"-1","-1","poldrack-single-stim","14","65271","0.0-5.0-9.0","s591","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
