"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"1923","13","text","0","1925","0.0-0.0","s648","","","","","","","","","","","","","","","","","","","",""
"4420","89","poldrack-text","1","7348","0.0-1.0","s648","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","4420","500","fmri_response_test","","","","","","","","","","","","","","","",""
"914","71","poldrack-text","2","8764","0.0-2.0","s648","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","914","500","fmri_response_test","","","","","","","","","","","","","","","",""
"6992","","survey-text","3","16264","0.0-3.0","s648","","","","task_setup","{""Q0"":""2"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"34664","32","poldrack-single-stim","4","51933","0.0-4.0","s648","","34664","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Middle Finger if orange and Index Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","34664","","","","","","","","","","","",""
"","","call-function","5","51933","0.0-5.0-0.0","s648","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","52436","0.0-5.0-1.0","s648","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","52540","0.0-5.0-2.0","s648","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","orange","1","color","stay","switch","0","","","",""
"1747","71","poldrack-categorize","8","55047","0.0-5.0-3.0","s648","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>1</div>","89,71","1000","practice","Orange-Blue","orange","1","color","stay","switch","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","55550","0.0-5.0-4.0","s648","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","55550","0.0-5.0-5.0","s648","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","56053","0.0-5.0-6.0","s648","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
