"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"1904","13","text","0","1906","0.0-0.0","s555","","","","","","","","","","","","","","","","","","","",""
"2620","71","poldrack-text","1","5529","0.0-1.0","s555","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","2620","500","fmri_response_test","","","","","","","","","","","","","","","",""
"1018","89","poldrack-text","2","7048","0.0-2.0","s555","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1018","500","fmri_response_test","","","","","","","","","","","","","","","",""
"9587","","survey-text","3","17142","0.0-3.0","s555","","","","task_setup","{""Q0"":""550""}","","","","","","","","","","","","","","",""
"151104","32","poldrack-single-stim","4","169269","0.0-4.0","s555","","151104","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your middle finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","151104","","","","","","","","","","","",""
"711","89","poldrack-categorize","5","171624","0.0-5.0-0.0-0.0","s555","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","0","","","","","","",""
"659","71","poldrack-categorize","6","174231","0.0-5.0-0.0-1.0","s555","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","1","","","","","","",""
"691","71","poldrack-categorize","7","176837","0.0-5.0-0.0-2.0","s555","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","71","500","practice","2","","","","","","",""
"569","89","poldrack-categorize","8","179442","0.0-5.0-0.0-3.0","s555","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","89","500","practice","3","","","","","","",""
"611","71","poldrack-categorize","9","182046","0.0-5.0-0.0-4.0","s555","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","4","","","","","","",""
"712","71","poldrack-categorize","10","184651","0.0-5.0-0.0-5.0","s555","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","71","500","practice","5","","","","","","",""
"580","71","poldrack-categorize","11","187256","0.0-5.0-0.0-6.0","s555","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","6","","","","","","",""
"432","89","poldrack-categorize","12","189861","0.0-5.0-0.0-7.0","s555","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","7","","","","","","",""
"482","89","poldrack-categorize","13","192466","0.0-5.0-0.0-8.0","s555","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","8","","","","","","",""
