"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"1601","13","text","0","1604","0.0-0.0","s589","","","","","","","","","","","","","","","","","","","",""
"2318","71","poldrack-text","1","4925","0.0-1.0","s589","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","2318","500","fmri_response_test","","","","","","","","","","","","","","","",""
"1081","89","poldrack-text","2","6511","0.0-2.0","s589","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1081","500","fmri_response_test","","","","","","","","","","","","","","","",""
"8650","","survey-text","3","15667","0.0-3.0","s589","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","","","",""
"28802","32","poldrack-single-stim","4","45502","0.0-4.0","s589","","28802","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your middle finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","28802","","","","","","","","","","","",""
"965","89","poldrack-categorize","5","47857","0.0-5.0-0.0-0.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","0","","","","","","",""
"456","89","poldrack-categorize","6","50469","0.0-5.0-0.0-1.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","89","500","practice","1","","","","","","",""
"671","71","poldrack-categorize","7","53077","0.0-5.0-0.0-2.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","71","500","practice","2","","","","","","",""
"525","71","poldrack-categorize","8","55684","0.0-5.0-0.0-3.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","71","500","practice","3","","","","","","",""
"610","89","poldrack-categorize","9","58293","0.0-5.0-0.0-4.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","4","","","","","","",""
"796","71","poldrack-categorize","10","60895","0.0-5.0-0.0-5.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","5","","","","","","",""
"621","71","poldrack-categorize","11","63501","0.0-5.0-0.0-6.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","71","500","practice","6","","","","","","",""
"1078","89","poldrack-categorize","12","66107","0.0-5.0-0.0-7.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","7","","","","","","",""
"589","89","poldrack-categorize","13","68715","0.0-5.0-0.0-8.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","89","500","practice","8","","","","","","",""
"691","89","poldrack-categorize","14","71317","0.0-5.0-0.0-9.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","89","500","practice","9","","","","","","",""
"758","89","poldrack-categorize","15","73921","0.0-5.0-0.0-10.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","false","71","500","practice","10","","","","","","",""
"1233","71","poldrack-categorize","16","76529","0.0-5.0-0.0-11.0","s589","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","11","","","","","","",""
"24174","32","poldrack-text","17","100955","0.0-6.0","s589","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","24174","0","fmri_scanner_wait","","","","","","","","","","","","","","","",""
"1297","84","poldrack-text","18","102252","0.0-7.0","s589","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1297","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"680","84","poldrack-text","19","102932","0.0-8.0","s589","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"680","84","poldrack-text","20","103612","0.0-9.0","s589","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"679","84","poldrack-text","21","104292","0.0-10.0","s589","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
