EV,action,block_duration,cards_left,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,gain_probability,key_press,loss_amount,loss_probability,num_cards,num_click_in_round,num_loss_cards,possible_responses,risk,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
1.2510140840123358,draw_card,23066.0,6.0,0.0,test,columbia_card_task_fmri,12.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-4.026207242294213,12.0,23066.0,23066.0,,26081,0.0,,stim,poldrack-single-stim,1.0,s499
-1.4823192493209967,end_round,10430.0,5.0,0.0,test,columbia_card_task_fmri,12.0,0.8,71.0,-70.0,0.2,6.0,2.0,1.0,"89,71",-1.7952563852758487,12.0,10430.0,10430.0,,36517,0.0,1.0,stim,poldrack-single-stim,1.0,s499
2.0843474173456698,draw_card,4356.0,6.0,0.0,test,columbia_card_task_fmri,14.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-1.4283474315412263,14.0,4356.0,4356.0,,43335,0.0,,stim,poldrack-single-stim,2.0,s499
-0.882319249320997,draw_card,2389.0,5.0,0.0,test,columbia_card_task_fmri,14.0,0.8,89.0,-75.0,0.2,6.0,2.0,1.0,"89,71",0.9945926399674434,28.0,2389.0,2389.0,,45727,0.0,,stim,poldrack-single-stim,2.0,s499
-5.332319249320998,end_round,1695.0,4.0,0.0,test,columbia_card_task_fmri,14.0,0.75,71.0,-75.0,0.25,6.0,3.0,1.0,"89,71",3.9236499927216855,28.0,1695.0,1695.0,,47425,0.0,2.0,stim,poldrack-single-stim,2.0,s499
3.751014084012336,draw_card,4250.0,6.0,0.0,test,columbia_card_task_fmri,15.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-2.9130569225357448,15.0,4250.0,4250.0,,54137,0.0,,stim,poldrack-single-stim,3.0,s499
0.9176807506790019,draw_card,519.0,5.0,1.0,test,columbia_card_task_fmri,15.0,0.8,89.0,-70.0,0.2,6.0,2.0,1.0,"89,71",-0.5998104085525284,-55.0,519.0,519.0,,54659,0.0,2.0,stim,poldrack-single-stim,3.0,s499
4.58434741734567,draw_card,2573.0,6.0,0.0,test,columbia_card_task_fmri,17.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-0.3144746986669418,17.0,2573.0,2573.0,,59760,0.0,,stim,poldrack-single-stim,4.0,s499
1.5176807506790033,end_round,1039.0,5.0,0.0,test,columbia_card_task_fmri,17.0,0.8,71.0,-75.0,0.2,6.0,2.0,1.0,"89,71",2.190712762944379,17.0,1039.0,1039.0,,60801,0.0,1.0,stim,poldrack-single-stim,4.0,s499
5.917680750679002,draw_card,2547.0,8.0,0.0,test,columbia_card_task_fmri,24.0,0.75,89.0,-60.0,0.25,8.0,1.0,2.0,"89,71",1.765130897981102,24.0,2547.0,2547.0,,65809,0.0,,stim,poldrack-single-stim,5.0,s499
2.917680750679002,draw_card,691.0,7.0,0.0,test,columbia_card_task_fmri,24.0,0.7142857142857143,89.0,-60.0,0.2857142857142857,8.0,2.0,2.0,"89,71",3.3345635179106523,48.0,691.0,691.0,,66501,0.0,,stim,poldrack-single-stim,5.0,s499
-1.082319249320998,draw_card,2969.0,6.0,0.0,test,columbia_card_task_fmri,24.0,0.6666666666666667,89.0,-60.0,0.3333333333333333,8.0,3.0,2.0,"89,71",4.980555437835676,72.0,2969.0,2969.0,,69474,0.0,,stim,poldrack-single-stim,5.0,s499
-6.682319249320999,draw_card,5611.0,5.0,0.0,test,columbia_card_task_fmri,24.0,0.6,89.0,-60.0,0.4,8.0,4.0,2.0,"89,71",6.529961466874241,96.0,5611.0,5611.0,,75089,0.0,,stim,poldrack-single-stim,5.0,s499
