EV,action,block_duration,cards_left,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,gain_probability,key_press,loss_amount,loss_probability,num_cards,num_click_in_round,num_loss_cards,possible_responses,risk,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
0.5677121756448678,draw_card,8441.0,6.0,0.0,test,columbia_card_task_fmri,12.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-3.396702297149435,12.0,8441.0,8441.0,,11456,0.0,,stim,poldrack-single-stim,1.0,s628
-2.1656211576884647,draw_card,8452.0,5.0,0.0,test,columbia_card_task_fmri,12.0,0.8,89.0,-70.0,0.2,6.0,2.0,1.0,"89,71",-1.161856613141616,24.0,8452.0,8452.0,,19910,0.0,,stim,poldrack-single-stim,1.0,s628
-6.265621157688466,draw_card,1290.0,4.0,0.0,test,columbia_card_task_fmri,12.0,0.75,89.0,-70.0,0.25,6.0,3.0,1.0,"89,71",1.539401401669764,36.0,1290.0,1290.0,,21202,0.0,,stim,poldrack-single-stim,1.0,s628
-13.098954491021798,end_round,9064.0,3.0,0.0,test,columbia_card_task_fmri,12.0,0.6666666666666667,71.0,-70.0,0.3333333333333333,6.0,4.0,1.0,"89,71",4.681820652186353,36.0,9064.0,9064.0,,30267,0.0,3.0,stim,poldrack-single-stim,1.0,s628
1.4010455089782017,draw_card,7471.0,6.0,0.0,test,columbia_card_task_fmri,14.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-0.7943572050372367,14.0,7471.0,7471.0,,39998,0.0,,stim,poldrack-single-stim,2.0,s628
-1.565621157688465,draw_card,1105.0,5.0,0.0,test,columbia_card_task_fmri,14.0,0.8,89.0,-75.0,0.2,6.0,2.0,1.0,"89,71",1.6321768158448222,28.0,1105.0,1105.0,,41105,0.0,,stim,poldrack-single-stim,2.0,s628
-6.015621157688466,draw_card,470.0,4.0,1.0,test,columbia_card_task_fmri,14.0,0.75,89.0,-75.0,0.25,6.0,3.0,1.0,"89,71",4.564976043566489,-47.0,470.0,470.0,,41576,0.0,3.0,stim,poldrack-single-stim,2.0,s628
3.0677121756448678,draw_card,4689.0,6.0,0.0,test,columbia_card_task_fmri,15.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-2.2815401586191797,15.0,4689.0,4689.0,,48657,0.0,,stim,poldrack-single-stim,3.0,s628
0.23437884231153383,draw_card,763.0,5.0,0.0,test,columbia_card_task_fmri,15.0,0.8,89.0,-70.0,0.2,6.0,2.0,1.0,"89,71",0.03546633794312726,30.0,763.0,763.0,,49421,0.0,,stim,poldrack-single-stim,3.0,s628
-4.015621157688466,draw_card,421.0,4.0,0.0,test,columbia_card_task_fmri,15.0,0.75,89.0,-70.0,0.25,6.0,3.0,1.0,"89,71",2.8359653415045187,45.0,421.0,421.0,,49843,0.0,,stim,poldrack-single-stim,3.0,s628
-11.098954491021797,end_round,1103.0,3.0,0.0,test,columbia_card_task_fmri,15.0,0.6666666666666667,71.0,-70.0,0.3333333333333333,6.0,4.0,1.0,"89,71",6.093760533318111,45.0,1103.0,1103.0,,50948,0.0,3.0,stim,poldrack-single-stim,3.0,s628
3.9010455089782017,draw_card,4413.0,6.0,0.0,test,columbia_card_task_fmri,17.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",0.3212307315391314,17.0,4413.0,4413.0,,57956,0.0,,stim,poldrack-single-stim,4.0,s628
0.8343788423115353,draw_card,428.0,5.0,0.0,test,columbia_card_task_fmri,17.0,0.8,89.0,-75.0,0.2,6.0,2.0,1.0,"89,71",2.8298968543666945,34.0,428.0,428.0,,58388,0.0,,stim,poldrack-single-stim,4.0,s628
-3.765621157688466,draw_card,372.0,4.0,0.0,test,columbia_card_task_fmri,17.0,0.75,89.0,-75.0,0.25,6.0,3.0,1.0,"89,71",5.86190713052374,51.0,372.0,372.0,,58762,0.0,,stim,poldrack-single-stim,4.0,s628
-11.432287824355132,end_round,635.0,3.0,0.0,test,columbia_card_task_fmri,17.0,0.6666666666666667,71.0,-75.0,0.3333333333333333,6.0,4.0,1.0,"89,71",9.388862357988174,51.0,635.0,635.0,,59399,0.0,3.0,stim,poldrack-single-stim,4.0,s628
5.234378842311534,draw_card,9120.0,8.0,1.0,test,columbia_card_task_fmri,24.0,0.75,89.0,-60.0,0.25,8.0,1.0,2.0,"89,71",2.4037577809375037,-60.0,9120.0,9120.0,,71180,0.0,1.0,stim,poldrack-single-stim,5.0,s628
5.234378842311534,draw_card,2536.0,8.0,0.0,test,columbia_card_task_fmri,29.0,0.75,89.0,-75.0,0.25,8.0,1.0,2.0,"89,71",11.050844604289075,29.0,2536.0,2536.0,,76108,0.0,,stim,poldrack-single-stim,6.0,s628
1.520093128025822,draw_card,4390.0,7.0,1.0,test,columbia_card_task_fmri,29.0,0.7142857142857143,89.0,-75.0,0.2857142857142857,8.0,2.0,2.0,"89,71",12.997639054730179,-46.0,4390.0,4390.0,,80501,0.0,2.0,stim,poldrack-single-stim,6.0,s628
1.0121566200893142,draw_card,8339.0,9.0,0.0,test,columbia_card_task_fmri,17.0,0.7777777777777778,89.0,-65.0,0.2222222222222222,9.0,1.0,2.0,"89,71",0.12592791789572289,17.0,8339.0,8339.0,,91235,0.0,,stim,poldrack-single-stim,7.0,s628
-1.2656211576884662,draw_card,2230.0,8.0,0.0,test,columbia_card_task_fmri,17.0,0.75,89.0,-65.0,0.25,9.0,2.0,2.0,"89,71",1.539401401669764,34.0,2230.0,2230.0,,93466,0.0,,stim,poldrack-single-stim,7.0,s628
-4.194192586259893,draw_card,9329.0,7.0,0.0,test,columbia_card_task_fmri,17.0,0.7142857142857143,89.0,-65.0,0.2857142857142857,9.0,3.0,2.0,"89,71",3.0732756217850152,51.0,9329.0,9329.0,,102796,0.0,,stim,poldrack-single-stim,7.0,s628
-8.098954491021797,draw_card,3681.0,6.0,0.0,test,columbia_card_task_fmri,17.0,0.6666666666666667,89.0,-65.0,0.3333333333333333,9.0,4.0,2.0,"89,71",4.681820652186346,68.0,3681.0,3681.0,,106479,0.0,,stim,poldrack-single-stim,7.0,s628
-13.565621157688467,end_round,6414.0,5.0,0.0,test,columbia_card_task_fmri,17.0,0.6,71.0,-65.0,0.4,9.0,5.0,2.0,"89,71",6.195849851750268,68.0,6414.0,6414.0,,112895,0.0,4.0,stim,poldrack-single-stim,7.0,s628
5.3343788423115335,draw_card,5324.0,10.0,1.0,test,columbia_card_task_fmri,14.0,0.9,89.0,-95.0,0.1,10.0,1.0,1.0,"89,71",-1.2616246873140966,-95.0,5324.0,5324.0,,120475,0.0,1.0,stim,poldrack-single-stim,8.0,s628
1.2343788423115338,draw_card,4503.0,10.0,0.0,test,columbia_card_task_fmri,15.0,0.8,89.0,-65.0,0.2,10.0,1.0,2.0,"89,71",-1.9599607650071746,15.0,4503.0,4503.0,,127303,0.0,,stim,poldrack-single-stim,9.0,s628
-0.543398935466243,draw_card,1224.0,9.0,1.0,test,columbia_card_task_fmri,15.0,0.7777777777777778,89.0,-65.0,0.2222222222222222,10.0,2.0,2.0,"89,71",-0.7037269476400638,-50.0,1224.0,1224.0,,128528,0.0,2.0,stim,poldrack-single-stim,9.0,s628
