SS_delay,SS_duration,SS_stimulus,SS_trial_type,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,feedback_duration,key_press,passed_check,possible_responses,rt,stim_duration,stop_response,stopped,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"71,89",829,850.0,,False,,-68012,250.0,stim,0.0,poldrack-categorize,s615
,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"71,89",466,850.0,,False,,-65404,250.0,stim,1.0,poldrack-categorize,s615
,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"71,89",476,850.0,,False,,-62801,250.0,stim,2.0,poldrack-categorize,s615
,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"71,89",491,850.0,,False,,-60199,250.0,stim,3.0,poldrack-categorize,s615
,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"71,89",446,850.0,,False,,-57591,250.0,stim,4.0,poldrack-categorize,s615
,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"71,89",630,850.0,,False,,-54988,250.0,stim,5.0,poldrack-categorize,s615
,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"71,89",404,850.0,,False,,-52380,250.0,stim,6.0,poldrack-categorize,s615
,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"71,89",529,850.0,,False,,-49772,250.0,stim,7.0,poldrack-categorize,s615
,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"71,89",444,850.0,,False,,-47164,250.0,stim,8.0,poldrack-categorize,s615
,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"71,89",523,850.0,,False,,-44561,250.0,stim,9.0,poldrack-categorize,s615
,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"71,89",591,850.0,,False,,-41953,250.0,stim,10.0,poldrack-categorize,s615
