EV,action,block_duration,cards_left,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,gain_probability,key_press,loss_amount,loss_probability,num_cards,num_click_in_round,num_loss_cards,possible_responses,risk,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
-1.6536740453212415,draw_card,3190.0,6.0,0.0,test,columbia_card_task_fmri,12.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-1.0346422602484004,12.0,3190.0,3190.0,,6197,0.0,,stim,poldrack-single-stim,1.0,s524
-4.387007378654574,end_round,1170.0,5.0,0.0,test,columbia_card_task_fmri,12.0,0.8,71.0,-70.0,0.2,6.0,2.0,1.0,"89,71",1.2057618585994128,12.0,1170.0,1170.0,,7369,0.0,1.0,stim,poldrack-single-stim,1.0,s524
-0.8203407119879075,draw_card,2379.0,6.0,1.0,test,columbia_card_task_fmri,14.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",1.5741034962692773,-75.0,2379.0,2379.0,,12072,0.0,1.0,stim,poldrack-single-stim,2.0,s524
0.8463259546787586,draw_card,1641.0,6.0,0.0,test,columbia_card_task_fmri,15.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",0.0833916310208842,15.0,1641.0,1641.0,,16035,0.0,,stim,poldrack-single-stim,3.0,s524
-1.9870073786545754,draw_card,458.0,5.0,0.0,test,columbia_card_task_fmri,15.0,0.8,89.0,-70.0,0.2,6.0,2.0,1.0,"89,71",2.4057617677772107,30.0,458.0,458.0,,16495,0.0,,stim,poldrack-single-stim,3.0,s524
-6.237007378654575,end_round,455.0,4.0,0.0,test,columbia_card_task_fmri,15.0,0.75,71.0,-70.0,0.25,6.0,3.0,1.0,"89,71",5.211841239353152,30.0,455.0,455.0,,16952,0.0,2.0,stim,poldrack-single-stim,3.0,s524
1.6796592880120924,draw_card,1146.0,6.0,0.0,test,columbia_card_task_fmri,17.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",2.6921374020392186,17.0,1146.0,1146.0,,20964,0.0,,stim,poldrack-single-stim,4.0,s524
-1.387007378654574,draw_card,1727.0,5.0,0.0,test,columbia_card_task_fmri,17.0,0.8,89.0,-75.0,0.2,6.0,2.0,1.0,"89,71",5.2057615788933695,34.0,1727.0,1727.0,,22692,0.0,,stim,poldrack-single-stim,4.0,s524
-5.987007378654575,end_round,536.0,4.0,0.0,test,columbia_card_task_fmri,17.0,0.75,71.0,-75.0,0.25,6.0,3.0,1.0,"89,71",8.24292997811526,34.0,536.0,536.0,,23229,0.0,2.0,stim,poldrack-single-stim,4.0,s524
3.0129926213454246,draw_card,1831.0,8.0,0.0,test,columbia_card_task_fmri,24.0,0.75,89.0,-60.0,0.25,8.0,1.0,2.0,"89,71",4.77882856476106,24.0,1831.0,1831.0,,27790,0.0,,stim,poldrack-single-stim,5.0,s524
