"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"4047","13","text","0","4049","0.0-0.0","s558","","","","","","","","","","","","","","","","","","","",""
"1018","89","poldrack-text","1","6071","0.0-1.0","s558","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1018","500","fmri_response_test","","","","","","","","","","","","","","","",""
"640","71","poldrack-text","2","7212","0.0-2.0","s558","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","640","500","fmri_response_test","","","","","","","","","","","","","","","",""
"14123","","survey-text","3","21840","0.0-3.0","s558","","","","task_setup","{""Q0"":""1"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"45651","32","poldrack-single-stim","4","68493","0.0-4.0","s558","","45651","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Index Finger if orange and Middle Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","45651","","","","","","","","","","","",""
"","","call-function","5","68493","0.0-5.0-0.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","68996","0.0-5.0-1.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","69899","0.0-5.0-2.0","s558","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Magnitude","#1F45FC","9","magnitude","stay","stay","0","","","",""
"550","89","poldrack-categorize","8","72405","0.0-5.0-3.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>9</div>","89,71","1000","practice","Magnitude","#1F45FC","9","magnitude","stay","stay","0","true","89","500",""
"-1","-1","poldrack-single-stim","9","72909","0.0-5.0-4.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","72909","0.0-5.0-5.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","73412","0.0-5.0-6.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","74315","0.0-5.0-7.0","s558","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Magnitude","#1F45FC","8","magnitude","stay","stay","1","","","",""
"555","89","poldrack-categorize","13","76818","0.0-5.0-8.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>8</div>","89,71","1000","practice","Magnitude","#1F45FC","8","magnitude","stay","stay","1","true","89","500",""
"-1","-1","poldrack-single-stim","14","77321","0.0-5.0-9.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","77321","0.0-5.0-10.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","77823","0.0-5.0-11.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","78726","0.0-5.0-12.0","s558","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","orange","2","color","switch","switch","2","","","",""
"523","89","poldrack-categorize","18","81227","0.0-5.0-13.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>2</div>","89,71","1000","practice","Color","orange","2","color","switch","switch","2","true","89","500",""
"-1","-1","poldrack-single-stim","19","81729","0.0-5.0-14.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","81729","0.0-5.0-15.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","82231","0.0-5.0-16.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","82334","0.0-5.0-17.0","s558","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","orange","7","color","stay","switch","3","","","",""
"974","89","poldrack-categorize","23","84837","0.0-5.0-18.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>7</div>","89,71","1000","practice","Orange-Blue","orange","7","color","stay","switch","3","true","89","500",""
"-1","-1","poldrack-single-stim","24","85339","0.0-5.0-19.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","25","85340","0.0-5.0-20.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","85841","0.0-5.0-21.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","85942","0.0-5.0-22.0","s558","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","#1F45FC","4","color","stay","stay","4","","","",""
"869","71","poldrack-categorize","28","88446","0.0-5.0-23.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","Orange-Blue","#1F45FC","4","color","stay","stay","4","true","71","500",""
"-1","-1","poldrack-single-stim","29","88949","0.0-5.0-24.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","30","88950","0.0-5.0-25.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","31","89452","0.0-5.0-26.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","32","89553","0.0-5.0-27.0","s558","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","orange","3","magnitude","switch","stay","5","","","",""
"878","71","poldrack-categorize","33","92056","0.0-5.0-28.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>3</div>","89,71","1000","practice","High-Low","orange","3","magnitude","switch","stay","5","true","71","500",""
"-1","-1","poldrack-single-stim","34","92558","0.0-5.0-29.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","35","92559","0.0-5.0-30.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","36","93061","0.0-5.0-31.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","37","93964","0.0-5.0-32.0","s558","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","#1F45FC","3","color","switch","stay","6","","","",""
"424","71","poldrack-categorize","38","96468","0.0-5.0-33.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>3</div>","89,71","1000","practice","Color","#1F45FC","3","color","switch","stay","6","true","71","500",""
"-1","-1","poldrack-single-stim","39","96970","0.0-5.0-34.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","40","96971","0.0-5.0-35.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","41","97473","0.0-5.0-36.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","42","98375","0.0-5.0-37.0","s558","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Magnitude","orange","2","magnitude","switch","stay","7","","","",""
"555","71","poldrack-categorize","43","100878","0.0-5.0-38.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>2</div>","89,71","1000","practice","Magnitude","orange","2","magnitude","switch","stay","7","true","71","500",""
"-1","-1","poldrack-single-stim","44","101380","0.0-5.0-39.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","45","101381","0.0-5.0-40.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","46","101884","0.0-5.0-41.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","47","102786","0.0-5.0-42.0","s558","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","orange","2","magnitude","stay","switch","8","","","",""
"675","71","poldrack-categorize","48","105290","0.0-5.0-43.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>2</div>","89,71","1000","practice","High-Low","orange","2","magnitude","stay","switch","8","true","71","500",""
"-1","-1","poldrack-single-stim","49","105792","0.0-5.0-44.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","50","105793","0.0-5.0-45.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","51","106295","0.0-5.0-46.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","52","107196","0.0-5.0-47.0","s558","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","orange","1","color","switch","switch","9","","","",""
"692","89","poldrack-categorize","53","109701","0.0-5.0-48.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>1</div>","89,71","1000","practice","Orange-Blue","orange","1","color","switch","switch","9","true","89","500",""
"-1","-1","poldrack-single-stim","54","110203","0.0-5.0-49.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","55","110204","0.0-5.0-50.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","56","110706","0.0-5.0-51.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","57","110807","0.0-5.0-52.0","s558","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","orange","3","magnitude","switch","switch","10","","","",""
"871","71","poldrack-categorize","58","113313","0.0-5.0-53.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>3</div>","89,71","1000","practice","Magnitude","orange","3","magnitude","switch","switch","10","true","71","500",""
"-1","-1","poldrack-single-stim","59","113815","0.0-5.0-54.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","60","113815","0.0-5.0-55.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","61","114317","0.0-5.0-56.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","62","114420","0.0-5.0-57.0","s558","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","orange","4","magnitude","stay","switch","11","","","",""
"949","71","poldrack-categorize","63","116923","0.0-5.0-58.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>4</div>","89,71","1000","practice","High-Low","orange","4","magnitude","stay","switch","11","true","71","500",""
"-1","-1","poldrack-single-stim","64","117426","0.0-5.0-59.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","65","117426","0.0-5.0-60.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","66","117927","0.0-5.0-61.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","67","118029","0.0-5.0-62.0","s558","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","#1F45FC","4","color","switch","switch","12","","","",""
"722","71","poldrack-categorize","68","120533","0.0-5.0-63.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","Color","#1F45FC","4","color","switch","switch","12","true","71","500",""
"-1","-1","poldrack-single-stim","69","121035","0.0-5.0-64.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","70","121036","0.0-5.0-65.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","71","121538","0.0-5.0-66.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","72","121641","0.0-5.0-67.0","s558","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","orange","3","color","stay","stay","13","","","",""
"1350","89","poldrack-categorize","73","124145","0.0-5.0-68.0","s558","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>3</div>","89,71","1000","practice","Color","orange","3","color","stay","stay","13","true","89","500",""
"-1","-1","poldrack-single-stim","74","124648","0.0-5.0-69.0","s558","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","75","124648","0.0-5.0-70.0","s558","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","76","125149","0.0-5.0-71.0","s558","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
