"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"2322","13","text","0","2323","0.0-0.0","s558","","","","","","","","","","","","","",""
"31633","89","poldrack-text","1","34960","0.0-1.0","s558","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","31633","500","fmri_response_test","","","","","","","","","",""
"1881","71","poldrack-text","2","37343","0.0-2.0","s558","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1881","500","fmri_response_test","","","","","","","","","",""
"12131","","survey-text","3","49980","0.0-3.0","s558","","","","task_setup","{""Q0"":""1"",""Q1"":""1""}","","","","","","","","",""
"11445","32","poldrack-single-stim","4","62428","0.0-4.0","s558","","11445","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","11445","","","","","",""
"-1","-1","poldrack-single-stim","5","63434","0.0-5.0-0.0","s558","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","AX","practice","0","","",""
"-1","-1","poldrack-single-stim","6","65436","0.0-5.0-1.0","s558","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"846","89","poldrack-single-stim","7","67738","0.0-5.0-2.0","s558","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","AX","practice","0","89","true",""
"-1","-1","poldrack-single-stim","8","68242","0.0-5.0-3.0","s558","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","68744","0.0-5.0-4.0","s558","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","AX","practice","1","","",""
"-1","-1","poldrack-single-stim","10","70746","0.0-5.0-5.0","s558","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
