"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"1175","13","text","0","1177","0.0-0.0","s513","","","","","","","","","","","","","",""
"831","89","poldrack-text","1","3010","0.0-1.0","s513","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","831","500","fmri_response_test","","","","","","","","","",""
"449","71","poldrack-text","2","3960","0.0-2.0","s513","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","449","500","fmri_response_test","","","","","","","","","",""
"48411","","survey-text","3","52877","0.0-3.0","s513","","","","task_setup","{""Q0"":""5"",""Q1"":""6""}","","","","","","","","",""
"4828","32","poldrack-single-stim","4","58709","0.0-4.0","s513","","4828","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","4828","","","","","",""
"-1","-1","poldrack-single-stim","5","59713","0.0-5.0-0.0","s513","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","practice","BX","0","","",""
"-1","-1","poldrack-single-stim","6","61716","0.0-5.0-1.0","s513","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"706","71","poldrack-single-stim","7","63218","0.0-5.0-2.0","s513","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","BX","0","71","true",""
"-1","-1","poldrack-single-stim","8","63723","0.0-5.0-3.0","s513","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","1","","",""
"-1","-1","poldrack-single-stim","9","64225","0.0-5.0-4.0","s513","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","practice","AX","1","","",""
"-1","-1","poldrack-single-stim","10","66228","0.0-5.0-5.0","s513","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"598","89","poldrack-single-stim","11","67729","0.0-5.0-6.0","s513","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","AX","1","89","true",""
"-1","-1","poldrack-single-stim","12","68233","0.0-5.0-7.0","s513","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","2","","",""
"-1","-1","poldrack-single-stim","13","68735","0.0-5.0-8.0","s513","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","practice","AX","2","","",""
"-1","-1","poldrack-single-stim","14","70737","0.0-5.0-9.0","s513","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"453","89","poldrack-single-stim","15","72839","0.0-5.0-10.0","s513","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","AX","2","89","true",""
"-1","-1","poldrack-single-stim","16","73342","0.0-5.0-11.0","s513","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","3","","",""
"-1","-1","poldrack-single-stim","17","73844","0.0-5.0-12.0","s513","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","BX","3","","",""
"-1","-1","poldrack-single-stim","18","75846","0.0-5.0-13.0","s513","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"260","71","poldrack-single-stim","19","78148","0.0-5.0-14.0","s513","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","BX","3","71","true",""
