"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"1879","13","text","0","1881","0.0-0.0","s645","","","","","","","","","","","","","",""
"2213","89","poldrack-text","1","5098","0.0-1.0","s645","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2213","500","fmri_response_test","","","","","","","","","",""
"715","71","poldrack-text","2","6314","0.0-2.0","s645","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","715","500","fmri_response_test","","","","","","","","","",""
"10446","","survey-text","3","17267","0.0-3.0","s645","","","","task_setup","{""Q0"":""2"",""Q1"":""2""}","","","","","","","","",""
"18732","32","poldrack-single-stim","4","37003","0.0-4.0","s645","","18732","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","18732","","","","","",""
"-1","-1","poldrack-single-stim","5","38009","0.0-5.0-0.0","s645","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","practice","BX","0","","",""
"-1","-1","poldrack-single-stim","6","40013","0.0-5.0-1.0","s645","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"413","71","poldrack-single-stim","7","41516","0.0-5.0-2.0","s645","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","BX","0","71","true",""
"-1","-1","poldrack-single-stim","8","42019","0.0-5.0-3.0","s645","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","1","","",""
"-1","-1","poldrack-single-stim","9","42521","0.0-5.0-4.0","s645","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","practice","BX","1","","",""
"-1","-1","poldrack-single-stim","10","44523","0.0-5.0-5.0","s645","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"381","71","poldrack-single-stim","11","46025","0.0-5.0-6.0","s645","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","BX","1","71","true",""
