"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"2720","13","text","0","2722","0.0-0.0","s607","","","","","","","","","","","","","","","","","","","",""
"1264","89","poldrack-text","1","4990","0.0-1.0","s607","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1264","500","fmri_response_test","","","","","","","","","","","","","","","",""
"605","71","poldrack-text","2","6101","0.0-2.0","s607","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","605","500","fmri_response_test","","","","","","","","","","","","","","","",""
"9667","","survey-text","3","16275","0.0-3.0","s607","","","","task_setup","{""Q0"":""2"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"74521","32","poldrack-single-stim","4","91801","0.0-4.0","s607","","74521","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Middle Finger if orange and Index Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","74521","","","","","","","","","","","",""
"","","call-function","5","91801","0.0-5.0-0.0","s607","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","92307","0.0-5.0-1.0","s607","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","92412","0.0-5.0-2.0","s607","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","orange","8","magnitude","switch","switch","0","","","",""
"884","71","poldrack-categorize","8","94920","0.0-5.0-3.0","s607","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>8</div>","89,71","1000","practice","Magnitude","orange","8","magnitude","switch","switch","0","false","89","500",""
"-1","-1","poldrack-single-stim","9","95427","0.0-5.0-4.0","s607","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","95427","0.0-5.0-5.0","s607","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","95933","0.0-5.0-6.0","s607","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","96837","0.0-5.0-7.0","s607","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","orange","2","color","switch","stay","1","","","",""
"810","71","poldrack-categorize","13","99341","0.0-5.0-8.0","s607","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>2</div>","89,71","1000","practice","Orange-Blue","orange","2","color","switch","stay","1","true","71","500",""
"-1","-1","poldrack-single-stim","14","99843","0.0-5.0-9.0","s607","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
