"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"3501","13","text","0","3503","0.0-0.0","s648","","","","","","","","","","","","","","","","","","","",""
"3112","89","poldrack-text","1","7622","0.0-1.0","s648","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","3112","500","fmri_response_test","","","","","","","","","","","","","","","",""
"1306","71","poldrack-text","2","9433","0.0-2.0","s648","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1306","500","fmri_response_test","","","","","","","","","","","","","","","",""
"8332","","survey-text","3","18274","0.0-3.0","s648","","","","task_setup","{""Q0"":""450""}","","","","","","","","","","","","","","",""
"34976","32","poldrack-single-stim","4","54277","0.0-4.0","s648","","34976","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>index finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your index finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","34976","","","","","","","","","","","",""
"998","89","poldrack-categorize","5","56637","0.0-5.0-0.0-0.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","89","500","practice","0","","","","","","",""
"650","71","poldrack-categorize","6","59254","0.0-5.0-0.0-1.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","true","71","500","practice","1","","","","","","",""
"574","89","poldrack-categorize","7","61867","0.0-5.0-0.0-2.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","89","500","practice","2","","","","","","",""
"505","71","poldrack-categorize","8","64484","0.0-5.0-0.0-3.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","71","500","practice","3","","","","","","",""
"543","89","poldrack-categorize","9","67097","0.0-5.0-0.0-4.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","89","500","practice","4","","","","","","",""
"561","89","poldrack-categorize","10","69708","0.0-5.0-0.0-5.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","89","500","practice","5","","","","","","",""
"513","89","poldrack-categorize","11","72325","0.0-5.0-0.0-6.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","89","500","practice","6","","","","","","",""
"733","71","poldrack-categorize","12","74938","0.0-5.0-0.0-7.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","true","71","500","practice","7","","","","","","",""
