"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"6112","13","text","0","6114","0.0-0.0","s581","","","","","","","","","","","","","",""
"1414","89","poldrack-text","1","8533","0.0-1.0","s581","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1414","500","fmri_response_test","","","","","","","","","",""
"849","71","poldrack-text","2","9883","0.0-2.0","s581","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","849","500","fmri_response_test","","","","","","","","","",""
"19607","","survey-text","3","29997","0.0-3.0","s581","","","","task_setup","{""Q0"":""2"",""Q1"":""5""}","","","","","","","","",""
"32954","32","poldrack-single-stim","4","63957","0.0-4.0","s581","","32954","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","32954","","","","","",""
"-1","-1","poldrack-single-stim","5","64965","0.0-5.0-0.0","s581","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AY","practice","0","","",""
"-1","-1","poldrack-single-stim","6","66971","0.0-5.0-1.0","s581","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"1010","71","poldrack-single-stim","7","69077","0.0-5.0-2.0","s581","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","AY","practice","0","71","true",""
"-1","-1","poldrack-single-stim","8","69584","0.0-5.0-3.0","s581","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","70086","0.0-5.0-4.0","s581","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","BX","practice","1","","",""
"-1","-1","poldrack-single-stim","10","72091","0.0-5.0-5.0","s581","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"1067","89","poldrack-single-stim","11","74394","0.0-5.0-6.0","s581","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","BX","practice","1","71","false",""
"-1","-1","poldrack-single-stim","12","74901","0.0-5.0-7.0","s581","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","","practice","2","","",""
"-1","-1","poldrack-single-stim","13","75403","0.0-5.0-8.0","s581","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AY","practice","2","","",""
"-1","-1","poldrack-single-stim","14","77408","0.0-5.0-9.0","s581","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"766","71","poldrack-single-stim","15","78912","0.0-5.0-10.0","s581","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AY","practice","2","71","true",""
"-1","-1","poldrack-single-stim","16","79414","0.0-5.0-11.0","s581","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","3","","",""
"-1","-1","poldrack-single-stim","17","79919","0.0-5.0-12.0","s581","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AX","practice","3","","",""
"-1","-1","poldrack-single-stim","18","81925","0.0-5.0-13.0","s581","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"493","89","poldrack-single-stim","19","83429","0.0-5.0-14.0","s581","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","AX","practice","3","89","true",""
"-1","-1","poldrack-single-stim","20","83934","0.0-5.0-15.0","s581","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","4","","",""
"-1","-1","poldrack-single-stim","21","84436","0.0-5.0-16.0","s581","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AX","practice","4","","",""
"-1","-1","poldrack-single-stim","22","86438","0.0-5.0-17.0","s581","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"557","89","poldrack-single-stim","23","88142","0.0-5.0-18.0","s581","","1700","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","AX","practice","4","89","true",""
"-1","-1","poldrack-single-stim","24","88645","0.0-5.0-19.0","s581","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","5","","",""
"-1","-1","poldrack-single-stim","25","89150","0.0-5.0-20.0","s581","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AX","practice","5","","",""
"-1","-1","poldrack-single-stim","26","91152","0.0-5.0-21.0","s581","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"917","89","poldrack-single-stim","27","92656","0.0-5.0-22.0","s581","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","AX","practice","5","89","true",""
"-1","-1","poldrack-single-stim","28","93163","0.0-5.0-23.0","s581","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","6","","",""
"-1","-1","poldrack-single-stim","29","93664","0.0-5.0-24.0","s581","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","BY","practice","6","","",""
"-1","-1","poldrack-single-stim","30","95670","0.0-5.0-25.0","s581","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"1176","71","poldrack-single-stim","31","97173","0.0-5.0-26.0","s581","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","BY","practice","6","71","true",""
"-1","-1","poldrack-single-stim","32","97676","0.0-5.0-27.0","s581","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","7","","",""
"-1","-1","poldrack-single-stim","33","98182","0.0-5.0-28.0","s581","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AX","practice","7","","",""
"-1","-1","poldrack-single-stim","34","100187","0.0-5.0-29.0","s581","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
