"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"2370","13","text","0","2373","0.0-0.0","s556","","","","","","","","","","","","","","","","","","","",""
"1178","89","poldrack-text","1","4557","0.0-1.0","s556","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1178","500","fmri_response_test","","","","","","","","","","","","","","","",""
"626","71","poldrack-text","2","5686","0.0-2.0","s556","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","626","500","fmri_response_test","","","","","","","","","","","","","","","",""
"9282","","survey-text","3","15477","0.0-3.0","s556","","","","task_setup","{""Q0"":""150""}","","","","","","","","","","","","","","",""
"42154","32","poldrack-single-stim","4","58663","0.0-4.0","s556","","42154","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>index finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your index finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","42154","","","","","","","","","","","",""
"537","71","poldrack-categorize","5","61022","0.0-5.0-0.0-0.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","71","500","practice","0","","","","","","",""
"467","71","poldrack-categorize","6","63634","0.0-5.0-0.0-1.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","71","500","practice","1","","","","","","",""
"387","71","poldrack-categorize","7","66239","0.0-5.0-0.0-2.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","71","500","practice","2","","","","","","",""
"338","71","poldrack-categorize","8","68847","0.0-5.0-0.0-3.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","71","500","practice","3","","","","","","",""
"521","89","poldrack-categorize","9","71456","0.0-5.0-0.0-4.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","true","89","500","practice","4","","","","","","",""
"649","71","poldrack-categorize","10","74064","0.0-5.0-0.0-5.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","71","500","practice","5","","","","","","",""
"552","89","poldrack-categorize","11","76677","0.0-5.0-0.0-6.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","89","500","practice","6","","","","","","",""
"388","89","poldrack-categorize","12","79285","0.0-5.0-0.0-7.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","89","500","practice","7","","","","","","",""
"709","71","poldrack-categorize","13","81888","0.0-5.0-0.0-8.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","71","500","practice","8","","","","","","",""
"557","89","poldrack-categorize","14","84496","0.0-5.0-0.0-9.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","true","89","500","practice","9","","","","","","",""
"542","89","poldrack-categorize","15","87104","0.0-5.0-0.0-10.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","true","89","500","practice","10","","","","","","",""
"440","89","poldrack-categorize","16","89717","0.0-5.0-0.0-11.0","s556","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","89","500","practice","11","","","","","","",""
"28964","32","poldrack-text","17","118940","0.0-6.0","s556","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","28964","0","fmri_scanner_wait","","","","","","","","","","","","","","","",""
"976","84","poldrack-text","18","119917","0.0-7.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","976","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"84","84","poldrack-text","19","120002","0.0-8.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
