"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"1635","13","text","0","1637","0.0-0.0","s631","","","","","","","","","","","","","","","","","","","",""
"1374","71","poldrack-text","1","4015","0.0-1.0","s631","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1374","500","fmri_response_test","","","","","","","","","","","","","","","",""
"698","89","poldrack-text","2","5215","0.0-2.0","s631","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","698","500","fmri_response_test","","","","","","","","","","","","","","","",""
"7519","","survey-text","3","13240","0.0-3.0","s631","","","","task_setup","{""Q0"":""350""}","","","","","","","","","","","","","","",""
"37651","32","poldrack-single-stim","4","51916","0.0-4.0","s631","","37651","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your middle finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","37651","","","","","","","","","","","",""
"1436","89","poldrack-categorize","5","54273","0.0-5.0-0.0-0.0","s631","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","0","","","","","","",""
"623","89","poldrack-categorize","6","56879","0.0-5.0-0.0-1.0","s631","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","1","","","","","","",""
"734","71","poldrack-categorize","7","59485","0.0-5.0-0.0-2.0","s631","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","2","","","","","","",""
"831","71","poldrack-categorize","8","62090","0.0-5.0-0.0-3.0","s631","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","3","","","","","","",""
"564","89","poldrack-categorize","9","64694","0.0-5.0-0.0-4.0","s631","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","4","","","","","","",""
"781","71","poldrack-categorize","10","67299","0.0-5.0-0.0-5.0","s631","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","5","","","","","","",""
