"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"1699","13","text","0","1701","0.0-0.0","s650","","","","","","","","","","","","","","","","","","","",""
"8811","89","poldrack-text","1","11516","0.0-1.0","s650","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","8811","500","fmri_response_test","","","","","","","","","","","","","","","",""
"14449","71","poldrack-text","2","26466","0.0-2.0","s650","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","14449","500","fmri_response_test","","","","","","","","","","","","","","","",""
"10419","","survey-text","3","37392","0.0-3.0","s650","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","","","",""
"40038","32","poldrack-single-stim","4","78453","0.0-4.0","s650","","40038","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>index finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your index finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","40038","","","","","","","","","","","",""
"-1","-1","poldrack-categorize","5","80809","0.0-5.0-0.0-0.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","false","71","500","practice","0","","","","","","",""
"633","71","poldrack-categorize","6","83414","0.0-5.0-0.0-1.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","false","89","500","practice","1","","","","","","",""
"774","71","poldrack-categorize","7","86020","0.0-5.0-0.0-2.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","71","500","practice","2","","","","","","",""
"415","71","poldrack-categorize","8","88626","0.0-5.0-0.0-3.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","71","500","practice","3","","","","","","",""
"1137","89","poldrack-categorize","9","91230","0.0-5.0-0.0-4.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","89","500","practice","4","","","","","","",""
"745","71","poldrack-categorize","10","93836","0.0-5.0-0.0-5.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","71","500","practice","5","","","","","","",""
"1088","71","poldrack-categorize","11","96442","0.0-5.0-0.0-6.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","71","500","practice","6","","","","","","",""
"1052","89","poldrack-categorize","12","99047","0.0-5.0-0.0-7.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","89","500","practice","7","","","","","","",""
"695","89","poldrack-categorize","13","101653","0.0-5.0-0.0-8.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","true","89","500","practice","8","","","","","","",""
"1156","89","poldrack-categorize","14","104257","0.0-5.0-0.0-9.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","89","500","practice","9","","","","","","",""
"503","89","poldrack-categorize","15","106862","0.0-5.0-0.0-10.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","false","71","500","practice","10","","","","","","",""
"613","71","poldrack-categorize","16","109466","0.0-5.0-0.0-11.0","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","false","89","500","practice","11","","","","","","",""
"-1","-1","poldrack-categorize","17","112072","0.0-5.1-0.1-0.1","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","false","71","500","practice","12","","","","","","",""
"517","89","poldrack-categorize","18","114677","0.0-5.1-0.1-1.1","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","true","89","500","practice","13","","","","","","",""
"756","71","poldrack-categorize","19","117281","0.0-5.1-0.1-2.1","s650","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","71","500","practice","14","","","","","","",""
