,demeaned_feedback_values,feedback_values,demeaned_loss,demeaned_gain,lost_bool,round_duration,round_on,round_grouping,group_RT,onset,duration,movement_onset,EV,action,block_duration,experiment_exp_id,gain_amount,gain_probability,key_press,loss_amount,loss_probability,num_cards,num_click_in_round,num_loss_cards,risk,response_time,total_cards,trial_id,trial_type,worker_id,junk,feedback,button_onset
0,7.450632911392405,12.0,1.9540229885057414,-3.080459770114942,False,8.997,True,0,1.8425530044266367,3.005,6.068,9.073,1.6245687399801323,draw_card,6.068,columbia_card_task_fmri,12.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,-2.2496525323561585,5.053164556962025,,stim,poldrack-single-stim,s631,False,1,9.073
1,7.450632911392405,12.0,1.9540229885057414,-3.080459770114942,False,8.997,False,0,1.8425530044266367,9.075,0.41100000000000003,9.486,-1.1087645933532002,draw_card,0.41100000000000003,columbia_card_task_fmri,12.0,0.8,89.0,-70.0,0.2,6.0,2.0,1.0,-0.02125660432787413,-0.6038354430379747,,stim,poldrack-single-stim,s631,False,1,9.485999999999999
2,7.450632911392405,12.0,1.9540229885057414,-3.080459770114942,False,8.997,False,0,1.8425530044266367,9.488,1.051,10.539000000000001,-5.2087645933532025,draw_card,1.051,columbia_card_task_fmri,12.0,0.75,89.0,-70.0,0.25,6.0,3.0,1.0,2.6732831796615457,0.03616455696202525,,stim,poldrack-single-stim,s631,False,1,10.539
3,7.450632911392405,12.0,1.9540229885057414,-3.080459770114942,False,8.997,False,0,1.8425530044266367,10.540999999999999,0.7340000000000001,11.275,-12.042097926686536,draw_card,0.7340000000000001,columbia_card_task_fmri,12.0,0.6666666666666667,89.0,-70.0,0.3333333333333333,6.0,4.0,1.0,5.8090627870425,-0.2808354430379746,,stim,poldrack-single-stim,s631,False,1,11.274999999999999
4,7.450632911392405,12.0,1.9540229885057414,-3.080459770114942,False,8.997,False,0,1.8425530044266367,11.277000000000001,0.733,12.01,-25.7087645933532,end_round,0.733,columbia_card_task_fmri,12.0,0.5,71.0,-70.0,0.5,6.0,5.0,1.0,8.145919741735888,-0.2818354430379747,4.0,stim,poldrack-single-stim,s631,False,1,12.010000000000002
5,-79.5493670886076,-75.0,-3.0459770114942586,-1.0804597701149419,True,4.365,True,1,1.8425530044266367,14.467,4.365,18.832,2.4579020733134658,draw_card,4.365,columbia_card_task_fmri,14.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,0.3452648893006369,3.3501645569620253,1.0,stim,poldrack-single-stim,s631,False,0,18.832
6,10.450632911392404,15.0,1.9540229885057414,-0.08045977011494188,False,3.346,True,2,1.8425530044266367,21.291999999999998,2.977,24.269000000000002,4.124568739980132,draw_card,2.977,columbia_card_task_fmri,15.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,-1.1378217314431147,1.9621645569620252,,stim,poldrack-single-stim,s631,False,1,24.269
7,-59.549367088607596,-55.0,1.9540229885057414,-0.08045977011494188,True,3.346,False,2,1.8425530044266367,24.27,0.369,24.639,1.2912354066467984,draw_card,0.369,columbia_card_task_fmri,15.0,0.8,89.0,-70.0,0.2,6.0,2.0,1.0,1.1729575715218274,-0.6458354430379747,2.0,stim,poldrack-single-stim,s631,False,0,24.639
8,12.450632911392404,17.0,-3.0459770114942586,1.9195402298850581,False,3.51,True,3,1.8425530044266367,27.165,2.524,29.689,4.957902073313465,draw_card,2.524,columbia_card_task_fmri,17.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,1.458011901719857,1.5091645569620253,,stim,poldrack-single-stim,s631,False,1,29.689
9,-62.549367088607596,-58.0,-3.0459770114942586,1.9195402298850581,True,3.51,False,3,1.8425530044266367,29.69,0.986,30.676,1.8912354066468,draw_card,0.986,columbia_card_task_fmri,17.0,0.8,89.0,-75.0,0.2,6.0,2.0,1.0,3.960915405792136,-0.028835443037974695,2.0,stim,poldrack-single-stim,s631,False,0,30.676000000000002
10,-64.5493670886076,-60.0,11.954022988505741,8.919540229885058,True,2.147,True,4,1.8425530044266367,33.133,2.147,35.28,6.2912354066467975,draw_card,2.147,columbia_card_task_fmri,24.0,0.75,89.0,-60.0,0.25,8.0,1.0,2.0,3.535699456842444,1.1321645569620251,1.0,stim,poldrack-single-stim,s631,False,0,35.28
11,24.450632911392404,29.0,-3.0459770114942586,13.919540229885058,False,7.375000000000001,True,5,1.8425530044266367,37.94,6.251,44.191,6.2912354066467975,draw_card,6.251,columbia_card_task_fmri,29.0,0.75,89.0,-75.0,0.25,8.0,1.0,2.0,12.167461384272373,5.236164556962025,,stim,poldrack-single-stim,s631,False,1,44.190999999999995
12,24.450632911392404,29.0,-3.0459770114942586,13.919540229885058,False,7.375000000000001,False,5,1.8425530044266367,44.193000000000005,0.634,44.827,2.5769496923610866,draw_card,0.634,columbia_card_task_fmri,29.0,0.7142857142857143,89.0,-75.0,0.2857142857142857,8.0,2.0,2.0,14.111581001872326,-0.3808354430379747,,stim,poldrack-single-stim,s631,False,1,44.827000000000005
13,-21.549367088607596,-17.0,-3.0459770114942586,13.919540229885058,True,7.375000000000001,False,5,1.8425530044266367,44.828,0.49,45.318000000000005,-2.375431260019865,draw_card,0.49,columbia_card_task_fmri,29.0,0.6666666666666667,89.0,-75.0,0.3333333333333333,8.0,3.0,2.0,16.15045165707766,-0.5248354430379747,3.0,stim,poldrack-single-stim,s631,False,0,45.318000000000005
14,12.450632911392404,17.0,6.954022988505741,1.9195402298850581,False,10.871000000000002,True,6,1.8425530044266367,47.707,1.545,49.251999999999995,2.0690131844245787,draw_card,1.545,columbia_card_task_fmri,17.0,0.7777777777777778,89.0,-65.0,0.2222222222222222,9.0,1.0,2.0,1.2631930936140918,0.5301645569620252,,stim,poldrack-single-stim,s631,False,1,49.252
15,12.450632911392404,17.0,6.954022988505741,1.9195402298850581,False,10.871000000000002,False,6,1.8425530044266367,49.253,2.023,51.276,-0.2087645933532017,draw_card,2.023,columbia_card_task_fmri,17.0,0.75,89.0,-65.0,0.25,9.0,2.0,2.0,2.6732831796615457,1.0081645569620254,,stim,poldrack-single-stim,s631,False,1,51.276
16,12.450632911392404,17.0,6.954022988505741,1.9195402298850581,False,10.871000000000002,False,6,1.8425530044266367,51.277,1.401,52.678000000000004,-3.1373360219246287,draw_card,1.401,columbia_card_task_fmri,17.0,0.7142857142857143,89.0,-65.0,0.2857142857142857,9.0,3.0,2.0,4.20377643467593,0.38616455696202534,,stim,poldrack-single-stim,s631,False,1,52.678000000000004
17,12.450632911392404,17.0,6.954022988505741,1.9195402298850581,False,10.871000000000002,False,6,1.8425530044266367,52.678999999999995,0.628,53.306999999999995,-7.042097926686533,draw_card,0.628,columbia_card_task_fmri,17.0,0.6666666666666667,89.0,-65.0,0.3333333333333333,9.0,4.0,2.0,5.8090627870425,-0.3868354430379747,,stim,poldrack-single-stim,s631,False,1,53.306999999999995
