"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"1656","13","text","0","1659","0.0-0.0","s606","","","","","","","","","","","","","","","","","","","",""
"2297","89","poldrack-text","1","4960","0.0-1.0","s606","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2297","500","fmri_response_test","","","","","","","","","","","","","","","",""
"946","71","poldrack-text","2","6409","0.0-2.0","s606","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","946","500","fmri_response_test","","","","","","","","","","","","","","","",""
"20798","","survey-text","3","27717","0.0-3.0","s606","","","","task_setup","{""Q0"":""1"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"40688","32","poldrack-single-stim","4","69409","0.0-4.0","s606","","40688","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Index Finger if orange and Middle Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","40688","","","","","","","","","","","",""
"","","call-function","5","69410","0.0-5.0-0.0","s606","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","69912","0.0-5.0-1.0","s606","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","70819","0.0-5.0-2.0","s606","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","orange","7","color","switch","stay","0","","","",""
"841","89","poldrack-categorize","8","73326","0.0-5.0-3.0","s606","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>7</div>","89,71","1000","practice","Color","orange","7","color","switch","stay","0","true","89","500",""
"-1","-1","poldrack-single-stim","9","73830","0.0-5.0-4.0","s606","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","73831","0.0-5.0-5.0","s606","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","74334","0.0-5.0-6.0","s606","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","75235","0.0-5.0-7.0","s606","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","orange","4","color","stay","stay","1","","","",""
"506","89","poldrack-categorize","13","77743","0.0-5.0-8.0","s606","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>4</div>","89,71","1000","practice","Color","orange","4","color","stay","stay","1","true","89","500",""
"-1","-1","poldrack-single-stim","14","78245","0.0-5.0-9.0","s606","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","78245","0.0-5.0-10.0","s606","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","78750","0.0-5.0-11.0","s606","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","79651","0.0-5.0-12.0","s606","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","orange","8","color","stay","stay","2","","","",""
"1116","89","poldrack-categorize","18","82158","0.0-5.0-13.0","s606","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>8</div>","89,71","1000","practice","Color","orange","8","color","stay","stay","2","true","89","500",""
"-1","-1","poldrack-single-stim","19","82659","0.0-5.0-14.0","s606","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","82659","0.0-5.0-15.0","s606","","","","set_stims","","","","","","","","","","","","","","","",""
