"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"1834","13","text","0","1835","0.0-0.0","s625","","","","","","","","","","","","","",""
"34885","89","poldrack-text","1","37723","0.0-1.0","s625","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","34885","500","fmri_response_test","","","","","","","","","",""
"1720","71","poldrack-text","2","39949","0.0-2.0","s625","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1720","500","fmri_response_test","","","","","","","","","",""
"11395","","survey-text","3","51854","0.0-3.0","s625","","","","task_setup","{""Q0"":""2"",""Q1"":""4""}","","","","","","","","",""
"25255","32","poldrack-single-stim","4","78115","0.0-4.0","s625","","25255","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","25255","","","","","",""
"-1","-1","poldrack-single-stim","5","79121","0.0-5.0-0.0","s625","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","practice","BX","0","","",""
"-1","-1","poldrack-single-stim","6","81127","0.0-5.0-1.0","s625","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"418","71","poldrack-single-stim","7","82830","0.0-5.0-2.0","s625","","1700","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","practice","BX","0","71","true",""
"-1","-1","poldrack-single-stim","8","83336","0.0-5.0-3.0","s625","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","1","","",""
"-1","-1","poldrack-single-stim","9","83838","0.0-5.0-4.0","s625","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AY","1","","",""
