"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"2057","13","text","0","2061","0.0-0.0","s548","","","","","","","","","","","","","",""
"1406","89","poldrack-text","1","4470","0.0-1.0","s548","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1406","500","fmri_response_test","","","","","","","","","",""
"678","71","poldrack-text","2","5651","0.0-2.0","s548","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","678","500","fmri_response_test","","","","","","","","","",""
"27594","","survey-text","3","33751","0.0-3.0","s548","","","","task_setup","{""Q0"":""2"",""Q1"":""1""}","","","","","","","","",""
"12577","32","poldrack-single-stim","4","47332","0.0-4.0","s548","","12577","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","12577","","","","","",""
"-1","-1","poldrack-single-stim","5","48336","0.0-5.0-0.0","s548","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AY","practice","0","","",""
"-1","-1","poldrack-single-stim","6","50339","0.0-5.0-1.0","s548","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"594","71","poldrack-single-stim","7","51842","0.0-5.0-2.0","s548","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","AY","practice","0","71","true",""
"-1","-1","poldrack-single-stim","8","52344","0.0-5.0-3.0","s548","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","52846","0.0-5.0-4.0","s548","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","BX","practice","1","","",""
"-1","-1","poldrack-single-stim","10","54848","0.0-5.0-5.0","s548","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"806","71","poldrack-single-stim","11","57350","0.0-5.0-6.0","s548","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","BX","practice","1","71","true",""
"-1","-1","poldrack-single-stim","12","57853","0.0-5.0-7.0","s548","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","2","","",""
"-1","-1","poldrack-single-stim","13","58355","0.0-5.0-8.0","s548","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","BX","practice","2","","",""
"-1","-1","poldrack-single-stim","14","60357","0.0-5.0-9.0","s548","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"307","71","poldrack-single-stim","15","61859","0.0-5.0-10.0","s548","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","BX","practice","2","71","true",""
"-1","-1","poldrack-single-stim","16","62362","0.0-5.0-11.0","s548","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","3","","",""
"-1","-1","poldrack-single-stim","17","62864","0.0-5.0-12.0","s548","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","BY","practice","3","","",""
"-1","-1","poldrack-single-stim","18","64866","0.0-5.0-13.0","s548","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"435","71","poldrack-single-stim","19","67168","0.0-5.0-14.0","s548","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","BY","practice","3","71","true",""
"-1","-1","poldrack-single-stim","20","67669","0.0-5.0-15.0","s548","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","4","","",""
"-1","-1","poldrack-single-stim","21","68171","0.0-5.0-16.0","s548","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","BY","practice","4","","",""
"-1","-1","poldrack-single-stim","22","70173","0.0-5.0-17.0","s548","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
