"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"2511","13","text","0","2512","0.0-0.0","s130","","","","","","","","","","","","","","","","","","","",""
"1298","89","poldrack-text","1","4812","0.0-1.0","s130","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1298","500","fmri_response_test","","","","","","","","","","","","","","","",""
"461","71","poldrack-text","2","5776","0.0-2.0","s130","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","461","500","fmri_response_test","","","","","","","","","","","","","","","",""
"16655","","survey-text","3","22937","0.0-3.0","s130","","","","task_setup","{""Q0"":""1"",""Q1"":""2""}","","","","","","","","","","","","","","",""
"32234","32","poldrack-single-stim","4","56175","0.0-4.0","s130","","32234","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Index Finger if orange and Middle Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Middle Finger if >5 and Index Finger if <5.</div></div>","32","32234","","","","","","","","","","","",""
"","","call-function","5","56176","0.0-5.0-0.0","s130","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","56678","0.0-5.0-1.0","s130","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","57581","0.0-5.0-2.0","s130","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","#1F45FC","7","magnitude","switch","switch","0","","","",""
"804","71","poldrack-categorize","8","60086","0.0-5.0-3.0","s130","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>7</div>","89,71","1000","practice","High-Low","#1F45FC","7","magnitude","switch","switch","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","60589","0.0-5.0-4.0","s130","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","60590","0.0-5.0-5.0","s130","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","61092","0.0-5.0-6.0","s130","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","61994","0.0-5.0-7.0","s130","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","orange","2","magnitude","stay","stay","1","","","",""
"486","89","poldrack-categorize","13","64498","0.0-5.0-8.0","s130","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>2</div>","89,71","1000","practice","High-Low","orange","2","magnitude","stay","stay","1","true","89","500",""
"-1","-1","poldrack-single-stim","14","65000","0.0-5.0-9.0","s130","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","65000","0.0-5.0-10.0","s130","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","65502","0.0-5.0-11.0","s130","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","66405","0.0-5.0-12.0","s130","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","orange","9","color","switch","stay","2","","","",""
"853","89","poldrack-categorize","18","68909","0.0-5.0-13.0","s130","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>9</div>","89,71","1000","practice","Orange-Blue","orange","9","color","switch","stay","2","true","89","500",""
"-1","-1","poldrack-single-stim","19","69411","0.0-5.0-14.0","s130","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","69411","0.0-5.0-15.0","s130","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","69913","0.0-5.0-16.0","s130","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","70816","0.0-5.0-17.0","s130","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","orange","8","color","stay","switch","3","","","",""
"509","89","poldrack-categorize","23","73321","0.0-5.0-18.0","s130","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>8</div>","89,71","1000","practice","Color","orange","8","color","stay","switch","3","true","89","500",""
"-1","-1","poldrack-single-stim","24","73824","0.0-5.0-19.0","s130","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","25","73824","0.0-5.0-20.0","s130","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","74326","0.0-5.0-21.0","s130","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","74427","0.0-5.0-22.0","s130","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","#1F45FC","1","magnitude","switch","stay","4","","","",""
"837","89","poldrack-categorize","28","76931","0.0-5.0-23.0","s130","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>1</div>","89,71","1000","practice","High-Low","#1F45FC","1","magnitude","switch","stay","4","true","89","500",""
"-1","-1","poldrack-single-stim","29","77434","0.0-5.0-24.0","s130","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","30","77434","0.0-5.0-25.0","s130","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","31","77937","0.0-5.0-26.0","s130","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","32","78838","0.0-5.0-27.0","s130","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","orange","6","magnitude","stay","stay","5","","","",""
"858","71","poldrack-categorize","33","81343","0.0-5.0-28.0","s130","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>6</div>","89,71","1000","practice","High-Low","orange","6","magnitude","stay","stay","5","true","71","500",""
"-1","-1","poldrack-single-stim","34","81846","0.0-5.0-29.0","s130","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","35","81846","0.0-5.0-30.0","s130","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","36","82348","0.0-5.0-31.0","s130","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","37","82449","0.0-5.0-32.0","s130","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","#1F45FC","7","magnitude","stay","stay","6","","","",""
"673","71","poldrack-categorize","38","84952","0.0-5.0-33.0","s130","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>7</div>","89,71","1000","practice","High-Low","#1F45FC","7","magnitude","stay","stay","6","true","71","500",""
"-1","-1","poldrack-single-stim","39","85454","0.0-5.0-34.0","s130","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","40","85454","0.0-5.0-35.0","s130","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","41","85957","0.0-5.0-36.0","s130","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","42","86059","0.0-5.0-37.0","s130","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","orange","7","color","switch","switch","7","","","",""
"737","89","poldrack-categorize","43","88564","0.0-5.0-38.0","s130","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>7</div>","89,71","1000","practice","Orange-Blue","orange","7","color","switch","switch","7","true","89","500",""
"-1","-1","poldrack-single-stim","44","89066","0.0-5.0-39.0","s130","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","45","89067","0.0-5.0-40.0","s130","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","46","89569","0.0-5.0-41.0","s130","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","47","89672","0.0-5.0-42.0","s130","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","orange","8","color","stay","switch","8","","","",""
"648","89","poldrack-categorize","48","92176","0.0-5.0-43.0","s130","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>8</div>","89,71","1000","practice","Color","orange","8","color","stay","switch","8","true","89","500",""
"-1","-1","poldrack-single-stim","49","92678","0.0-5.0-44.0","s130","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","50","92678","0.0-5.0-45.0","s130","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","51","93180","0.0-5.0-46.0","s130","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","52","93281","0.0-5.0-47.0","s130","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","#1F45FC","4","color","stay","switch","9","","","",""
"1084","71","poldrack-categorize","53","95785","0.0-5.0-48.0","s130","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","Orange-Blue","#1F45FC","4","color","stay","switch","9","true","71","500",""
"-1","-1","poldrack-single-stim","54","96288","0.0-5.0-49.0","s130","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","55","96288","0.0-5.0-50.0","s130","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","56","96790","0.0-5.0-51.0","s130","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
