"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"2049","13","text","0","2052","0.0-0.0","s601","","","","","","","","","","","","","",""
"2051","89","poldrack-text","1","5106","0.0-1.0","s601","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2051","500","fmri_response_test","","","","","","","","","",""
"688","71","poldrack-text","2","6298","0.0-2.0","s601","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","688","500","fmri_response_test","","","","","","","","","",""
"17124","","survey-text","3","23930","0.0-3.0","s601","","","","task_setup","{""Q0"":""1"",""Q1"":""2""}","","","","","","","","",""
"29518","32","poldrack-single-stim","4","54454","0.0-4.0","s601","","29518","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","29518","","","","","",""
"-1","-1","poldrack-single-stim","5","55460","0.0-5.0-0.0","s601","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","practice","BX","0","","",""
"-1","-1","poldrack-single-stim","6","57467","0.0-5.0-1.0","s601","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"436","71","poldrack-single-stim","7","58971","0.0-5.0-2.0","s601","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","BX","0","71","true",""
"-1","-1","poldrack-single-stim","8","59477","0.0-5.0-3.0","s601","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","1","","",""
"-1","-1","poldrack-single-stim","9","59980","0.0-5.0-4.0","s601","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","practice","AY","1","","",""
"-1","-1","poldrack-single-stim","10","61984","0.0-5.0-5.0","s601","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
