"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"1795","13","text","0","1797","0.0-0.0","s585","","","","","","","","","","","","","",""
"1910","89","poldrack-text","1","4715","0.0-1.0","s585","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1910","500","fmri_response_test","","","","","","","","","",""
"730","71","poldrack-text","2","5950","0.0-2.0","s585","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","730","500","fmri_response_test","","","","","","","","","",""
"11911","","survey-text","3","18367","0.0-3.0","s585","","","","task_setup","{""Q0"":""6"",""Q1"":""2""}","","","","","","","","",""
"29860","32","poldrack-single-stim","4","49230","0.0-4.0","s585","","29860","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","29860","","","","","",""
"-1","-1","poldrack-single-stim","5","50238","0.0-5.0-0.0","s585","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","practice","BX","0","","",""
"-1","-1","poldrack-single-stim","6","52245","0.0-5.0-1.0","s585","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"1050","71","poldrack-single-stim","7","53749","0.0-5.0-2.0","s585","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","BX","0","71","true",""
"-1","-1","poldrack-single-stim","8","54256","0.0-5.0-3.0","s585","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","1","","",""
"-1","-1","poldrack-single-stim","9","54758","0.0-5.0-4.0","s585","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","practice","AX","1","","",""
