"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"1548","13","text","0","1550","0.0-0.0","s623","","","","","","","","","","","","","","","","","","","",""
"21072","89","poldrack-text","1","23624","0.0-1.0","s623","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","21072","500","fmri_response_test","","","","","","","","","","","","","","","",""
"710","71","poldrack-text","2","24835","0.0-2.0","s623","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","710","500","fmri_response_test","","","","","","","","","","","","","","","",""
"7798","","survey-text","3","33139","0.0-3.0","s623","","","","task_setup","{""Q0"":""2"",""Q1"":""2""}","","","","","","","","","","","","","","",""
"28204","32","poldrack-single-stim","4","62346","0.0-4.0","s623","","28204","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Middle Finger if orange and Index Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Middle Finger if >5 and Index Finger if <5.</div></div>","32","28204","","","","","","","","","","","",""
"","","call-function","5","62346","0.0-5.0-0.0","s623","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","62847","0.0-5.0-1.0","s623","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","62950","0.0-5.0-2.0","s623","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","#1F45FC","1","magnitude","stay","switch","0","","","",""
"1172","89","poldrack-categorize","8","65454","0.0-5.0-3.0","s623","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>1</div>","89,71","1000","practice","High-Low","#1F45FC","1","magnitude","stay","switch","0","true","89","500",""
"-1","-1","poldrack-single-stim","9","65955","0.0-5.0-4.0","s623","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","65956","0.0-5.0-5.0","s623","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","66457","0.0-5.0-6.0","s623","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","66558","0.0-5.0-7.0","s623","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","orange","6","color","switch","switch","1","","","",""
"639","71","poldrack-categorize","13","69060","0.0-5.0-8.0","s623","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>6</div>","89,71","1000","practice","Orange-Blue","orange","6","color","switch","switch","1","true","71","500",""
"-1","-1","poldrack-single-stim","14","69562","0.0-5.0-9.0","s623","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","69562","0.0-5.0-10.0","s623","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","70063","0.0-5.0-11.0","s623","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","70165","0.0-5.0-12.0","s623","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","orange","7","color","stay","switch","2","","","",""
"707","71","poldrack-categorize","18","72666","0.0-5.0-13.0","s623","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>7</div>","89,71","1000","practice","Color","orange","7","color","stay","switch","2","true","71","500",""
"-1","-1","poldrack-single-stim","19","73168","0.0-5.0-14.0","s623","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","73168","0.0-5.0-15.0","s623","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","73669","0.0-5.0-16.0","s623","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","73771","0.0-5.0-17.0","s623","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","#1F45FC","8","magnitude","switch","stay","3","","","",""
"1095","71","poldrack-categorize","23","76273","0.0-5.0-18.0","s623","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>8</div>","89,71","1000","practice","Magnitude","#1F45FC","8","magnitude","switch","stay","3","true","71","500",""
"-1","-1","poldrack-single-stim","24","76774","0.0-5.0-19.0","s623","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","25","76774","0.0-5.0-20.0","s623","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","77275","0.0-5.0-21.0","s623","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","78177","0.0-5.0-22.0","s623","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","#1F45FC","9","magnitude","stay","switch","4","","","",""
"647","71","poldrack-categorize","28","80679","0.0-5.0-23.0","s623","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>9</div>","89,71","1000","practice","High-Low","#1F45FC","9","magnitude","stay","switch","4","true","71","500",""
"-1","-1","poldrack-single-stim","29","81180","0.0-5.0-24.0","s623","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","30","81180","0.0-5.0-25.0","s623","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","31","81681","0.0-5.0-26.0","s623","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","32","81783","0.0-5.0-27.0","s623","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","#1F45FC","4","magnitude","stay","stay","5","","","",""
"768","89","poldrack-categorize","33","84284","0.0-5.0-28.0","s623","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","High-Low","#1F45FC","4","magnitude","stay","stay","5","true","89","500",""
"-1","-1","poldrack-single-stim","34","84786","0.0-5.0-29.0","s623","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","35","84786","0.0-5.0-30.0","s623","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","36","85287","0.0-5.0-31.0","s623","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","37","86188","0.0-5.0-32.0","s623","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","orange","3","magnitude","stay","stay","6","","","",""
"501","89","poldrack-categorize","38","88690","0.0-5.0-33.0","s623","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>3</div>","89,71","1000","practice","High-Low","orange","3","magnitude","stay","stay","6","true","89","500",""
"-1","-1","poldrack-single-stim","39","89192","0.0-5.0-34.0","s623","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","40","89192","0.0-5.0-35.0","s623","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","41","89693","0.0-5.0-36.0","s623","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","42","89794","0.0-5.0-37.0","s623","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","orange","7","color","switch","switch","7","","","",""
"1140","71","poldrack-categorize","43","92297","0.0-5.0-38.0","s623","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>7</div>","89,71","1000","practice","Color","orange","7","color","switch","switch","7","true","71","500",""
"-1","-1","poldrack-single-stim","44","92799","0.0-5.0-39.0","s623","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","45","92799","0.0-5.0-40.0","s623","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","46","93300","0.0-5.0-41.0","s623","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","47","94201","0.0-5.0-42.0","s623","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","#1F45FC","7","color","stay","stay","8","","","",""
"559","89","poldrack-categorize","48","96703","0.0-5.0-43.0","s623","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>7</div>","89,71","1000","practice","Color","#1F45FC","7","color","stay","stay","8","true","89","500",""
"-1","-1","poldrack-single-stim","49","97205","0.0-5.0-44.0","s623","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","50","97205","0.0-5.0-45.0","s623","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","51","97706","0.0-5.0-46.0","s623","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","52","97807","0.0-5.0-47.0","s623","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","orange","8","magnitude","switch","stay","9","","","",""
"1222","71","poldrack-categorize","53","100310","0.0-5.0-48.0","s623","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>8</div>","89,71","1000","practice","High-Low","orange","8","magnitude","switch","stay","9","true","71","500",""
"-1","-1","poldrack-single-stim","54","100811","0.0-5.0-49.0","s623","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","55","100812","0.0-5.0-50.0","s623","","","","set_stims","","","","","","","","","","","","","","","",""
