"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"2171","13","text","0","2174","0.0-0.0","s570","","","","","","","","","","","","","","","","","","","",""
"1168","89","poldrack-text","1","4348","0.0-1.0","s570","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1168","500","fmri_response_test","","","","","","","","","","","","","","","",""
"467","71","poldrack-text","2","5321","0.0-2.0","s570","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","467","500","fmri_response_test","","","","","","","","","","","","","","","",""
"9954","","survey-text","3","15785","0.0-3.0","s570","","","","task_setup","{""Q0"":""1"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"35682","32","poldrack-single-stim","4","52473","0.0-4.0","s570","","35682","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Index Finger if orange and Middle Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","35682","","","","","","","","","","","",""
"","","call-function","5","52473","0.0-5.0-0.0","s570","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","52977","0.0-5.0-1.0","s570","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","53880","0.0-5.0-2.0","s570","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Magnitude","#1F45FC","4","magnitude","stay","stay","0","","","",""
"1190","71","poldrack-categorize","8","56391","0.0-5.0-3.0","s570","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","Magnitude","#1F45FC","4","magnitude","stay","stay","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","56895","0.0-5.0-4.0","s570","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
