"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"1862","13","text","0","1864","0.0-0.0","s561","","","","","","","","","","","","","",""
"1149","89","poldrack-text","1","4016","0.0-1.0","s561","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1149","500","fmri_response_test","","","","","","","","","",""
"540","71","poldrack-text","2","5059","0.0-2.0","s561","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","540","500","fmri_response_test","","","","","","","","","",""
"15354","","survey-text","3","20920","0.0-3.0","s561","","","","task_setup","{""Q0"":""3"",""Q1"":""4""}","","","","","","","","",""
"29814","32","poldrack-single-stim","4","51737","0.0-4.0","s561","","29814","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","29814","","","","","",""
"-1","-1","poldrack-single-stim","5","52740","0.0-5.0-0.0","s561","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","AX","practice","0","","",""
"-1","-1","poldrack-single-stim","6","54743","0.0-5.0-1.0","s561","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"533","89","poldrack-single-stim","7","56245","0.0-5.0-2.0","s561","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","AX","practice","0","89","true",""
"-1","-1","poldrack-single-stim","8","56749","0.0-5.0-3.0","s561","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","57251","0.0-5.0-4.0","s561","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","BX","practice","1","","",""
"-1","-1","poldrack-single-stim","10","59254","0.0-5.0-5.0","s561","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"292","71","poldrack-single-stim","11","61756","0.0-5.0-6.0","s561","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","BX","practice","1","71","true",""
"-1","-1","poldrack-single-stim","12","62258","0.0-5.0-7.0","s561","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","2","","",""
"-1","-1","poldrack-single-stim","13","62761","0.0-5.0-8.0","s561","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","BY","practice","2","","",""
"-1","-1","poldrack-single-stim","14","64763","0.0-5.0-9.0","s561","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"280","71","poldrack-single-stim","15","66265","0.0-5.0-10.0","s561","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","BY","practice","2","71","true",""
"-1","-1","poldrack-single-stim","16","66767","0.0-5.0-11.0","s561","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","3","","",""
"-1","-1","poldrack-single-stim","17","67268","0.0-5.0-12.0","s561","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","AX","practice","3","","",""
"-1","-1","poldrack-single-stim","18","69270","0.0-5.0-13.0","s561","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"392","89","poldrack-single-stim","19","70772","0.0-5.0-14.0","s561","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","AX","practice","3","89","true",""
"-1","-1","poldrack-single-stim","20","71274","0.0-5.0-15.0","s561","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","4","","",""
"-1","-1","poldrack-single-stim","21","71775","0.0-5.0-16.0","s561","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","BY","practice","4","","",""
"-1","-1","poldrack-single-stim","22","73777","0.0-5.0-17.0","s561","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
