,action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,total_cards,trial_id,trial_type,which_round,worker_id
23,draw_card,4121.0,0.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,1.0,1.0,"89,71",12.0,4121.0,4121.0,,7140,,stim,poldrack-single-stim,1.0,s541
24,draw_card,2086.0,0.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,2.0,1.0,"89,71",24.0,2086.0,2086.0,,9229,,stim,poldrack-single-stim,1.0,s541
25,draw_card,2861.0,1.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,3.0,1.0,"89,71",-46.0,2861.0,2861.0,,12092,3.0,stim,poldrack-single-stim,1.0,s541
27,draw_card,2938.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,1.0,1.0,"89,71",14.0,2938.0,2938.0,,17356,,stim,poldrack-single-stim,2.0,s541
28,draw_card,928.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,2.0,1.0,"89,71",-61.0,928.0,928.0,,18285,2.0,stim,poldrack-single-stim,2.0,s541
30,draw_card,2654.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,1.0,1.0,"89,71",15.0,2654.0,2654.0,,23264,,stim,poldrack-single-stim,3.0,s541
31,draw_card,1645.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,2.0,1.0,"89,71",30.0,1645.0,1645.0,,24910,,stim,poldrack-single-stim,3.0,s541
32,end_round,951.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,6.0,2.0,1.0,"89,71",30.0,951.0,951.0,,25863,2.0,stim,poldrack-single-stim,3.0,s541
34,draw_card,3037.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,1.0,1.0,"89,71",17.0,3037.0,3037.0,,31770,,stim,poldrack-single-stim,4.0,s541
35,draw_card,1441.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,2.0,1.0,"89,71",34.0,1441.0,1441.0,,33212,,stim,poldrack-single-stim,4.0,s541
36,end_round,2337.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-75.0,6.0,2.0,1.0,"89,71",34.0,2337.0,2337.0,,35551,2.0,stim,poldrack-single-stim,4.0,s541
38,draw_card,2824.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,1.0,2.0,"89,71",24.0,2824.0,2824.0,,41111,,stim,poldrack-single-stim,5.0,s541
