,SS_delay,SS_duration,SS_stimulus,SS_trial_type,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,feedback_duration,key_press,passed_check,possible_responses,rt,stim_duration,stop_response,stopped,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
5,,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"89,71",1035,850.0,,False,,-69401,stim,0.0,poldrack-categorize,s561
6,,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"89,71",585,850.0,,False,,-66797,stim,1.0,poldrack-categorize,s561
7,,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"89,71",404,850.0,,False,,-64192,stim,2.0,poldrack-categorize,s561
8,,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"89,71",416,850.0,,False,,-61587,stim,3.0,poldrack-categorize,s561
9,,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"89,71",397,850.0,,False,,-58983,stim,4.0,poldrack-categorize,s561
10,,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"89,71",460,850.0,,False,,-56378,stim,5.0,poldrack-categorize,s561
11,,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"89,71",400,850.0,,False,,-53773,stim,6.0,poldrack-categorize,s561
12,,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"89,71",588,850.0,,False,,-51167,stim,7.0,poldrack-categorize,s561
13,,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"89,71",470,850.0,,False,,-48564,stim,8.0,poldrack-categorize,s561
14,,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"89,71",595,850.0,,False,,-45958,stim,9.0,poldrack-categorize,s561
