,SS_delay,SS_duration,SS_stimulus,SS_trial_type,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,feedback_duration,key_press,passed_check,possible_responses,rt,stim_duration,stop_response,stopped,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
5,,,,,1850.0,,0.0,89.0,practice,motor_selective_stop_signal,500.0,-1.0,True,"71,89",-1,850.0,,True,,-79587,stim,0.0,poldrack-categorize,s172
6,,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"71,89",585,850.0,,False,,-76979,stim,1.0,poldrack-categorize,s172
7,,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"71,89",545,850.0,,False,,-74376,stim,2.0,poldrack-categorize,s172
8,,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"71,89",528,850.0,,False,,-71771,stim,3.0,poldrack-categorize,s172
9,,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"71,89",556,850.0,,False,,-69166,stim,4.0,poldrack-categorize,s172
10,,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"71,89",635,850.0,,False,,-66559,stim,5.0,poldrack-categorize,s172
11,,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"71,89",539,850.0,,False,,-63954,stim,6.0,poldrack-categorize,s172
12,,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"71,89",568,850.0,,False,,-61349,stim,7.0,poldrack-categorize,s172
13,,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"71,89",568,850.0,,False,,-58744,stim,8.0,poldrack-categorize,s172
14,,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"71,89",757,850.0,,False,,-56141,stim,9.0,poldrack-categorize,s172
15,,,,,1850.0,,1.0,71.0,practice,motor_selective_stop_signal,500.0,71.0,True,"71,89",656,850.0,,False,,-53536,stim,10.0,poldrack-categorize,s172
16,,,,,1850.0,,1.0,89.0,practice,motor_selective_stop_signal,500.0,89.0,True,"71,89",510,850.0,,False,,-50930,stim,11.0,poldrack-categorize,s172
