action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
end_round,7091.0,0.0,test,columbia_card_task_fmri,12.0,71.0,-70.0,6.0,0.0,1.0,"89,71",0.0,7091.0,7091.0,,10097,0.0,0.0,stim,poldrack-single-stim,1.0,s558
end_round,6993.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-75.0,6.0,0.0,1.0,"89,71",0.0,6993.0,6993.0,,19550,0.0,0.0,stim,poldrack-single-stim,2.0,s558
draw_card,9430.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,1.0,1.0,"89,71",15.0,9430.0,9430.0,,31438,0.0,,stim,poldrack-single-stim,3.0,s558
end_round,4212.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,6.0,1.0,1.0,"89,71",15.0,4212.0,4212.0,,35653,0.0,1.0,stim,poldrack-single-stim,3.0,s558
draw_card,7172.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,1.0,1.0,"89,71",17.0,7172.0,7172.0,,45352,0.0,,stim,poldrack-single-stim,4.0,s558
end_round,2468.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-75.0,6.0,1.0,1.0,"89,71",17.0,2468.0,2468.0,,47822,0.0,1.0,stim,poldrack-single-stim,4.0,s558
draw_card,9473.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,1.0,2.0,"89,71",24.0,9473.0,9473.0,,59684,0.0,,stim,poldrack-single-stim,5.0,s558
draw_card,1501.0,1.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,2.0,2.0,"89,71",-36.0,1501.0,1501.0,,61186,0.0,2.0,stim,poldrack-single-stim,5.0,s558
draw_card,6157.0,1.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,1.0,2.0,"89,71",-75.0,6157.0,6157.0,,69802,0.0,1.0,stim,poldrack-single-stim,6.0,s558
draw_card,7684.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,1.0,2.0,"89,71",17.0,7684.0,7684.0,,80014,0.0,,stim,poldrack-single-stim,7.0,s558
end_round,1966.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-65.0,9.0,1.0,2.0,"89,71",17.0,1966.0,1966.0,,81982,0.0,1.0,stim,poldrack-single-stim,7.0,s558
draw_card,7845.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,1.0,1.0,"89,71",14.0,7845.0,7845.0,,92353,0.0,,stim,poldrack-single-stim,8.0,s558
draw_card,3419.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,2.0,1.0,"89,71",28.0,3419.0,3419.0,,95773,0.0,,stim,poldrack-single-stim,8.0,s558
end_round,1854.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-95.0,10.0,2.0,1.0,"89,71",28.0,1854.0,1854.0,,97629,0.0,2.0,stim,poldrack-single-stim,8.0,s558
draw_card,9520.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,10.0,1.0,2.0,"89,71",15.0,9520.0,9520.0,,109743,0.0,,stim,poldrack-single-stim,9.0,s558
end_round,1465.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-65.0,10.0,1.0,2.0,"89,71",15.0,1465.0,1465.0,,111210,0.0,1.0,stim,poldrack-single-stim,9.0,s558
