action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
draw_card,4042.0,0.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,1.0,1.0,"89,71",12.0,4042.0,4042.0,,7050,0.0,,stim,poldrack-single-stim,1.0,s513
end_round,1482.0,0.0,test,columbia_card_task_fmri,12.0,71.0,-70.0,6.0,1.0,1.0,"89,71",12.0,1482.0,1482.0,,8535,0.0,1.0,stim,poldrack-single-stim,1.0,s513
draw_card,5267.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,1.0,1.0,"89,71",14.0,5267.0,5267.0,,16125,0.0,,stim,poldrack-single-stim,2.0,s513
end_round,766.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-75.0,6.0,1.0,1.0,"89,71",14.0,766.0,766.0,,16892,0.0,1.0,stim,poldrack-single-stim,2.0,s513
draw_card,2258.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,1.0,1.0,"89,71",15.0,2258.0,2258.0,,21472,0.0,,stim,poldrack-single-stim,3.0,s513
end_round,493.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,6.0,1.0,1.0,"89,71",15.0,493.0,493.0,,21969,0.0,1.0,stim,poldrack-single-stim,3.0,s513
end_round,3648.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-75.0,6.0,0.0,1.0,"89,71",0.0,3648.0,3648.0,,28484,0.0,0.0,stim,poldrack-single-stim,4.0,s513
draw_card,3648.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,1.0,2.0,"89,71",24.0,3648.0,3648.0,,34862,0.0,,stim,poldrack-single-stim,5.0,s513
draw_card,1549.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,2.0,2.0,"89,71",48.0,1549.0,1549.0,,36413,0.0,,stim,poldrack-single-stim,5.0,s513
end_round,492.0,0.0,test,columbia_card_task_fmri,24.0,71.0,-60.0,8.0,2.0,2.0,"89,71",48.0,492.0,492.0,,36907,0.0,2.0,stim,poldrack-single-stim,5.0,s513
draw_card,1460.0,0.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,1.0,2.0,"89,71",29.0,1460.0,1460.0,,40621,0.0,,stim,poldrack-single-stim,6.0,s513
end_round,1354.0,0.0,test,columbia_card_task_fmri,29.0,71.0,-75.0,8.0,1.0,2.0,"89,71",29.0,1354.0,1354.0,,41976,0.0,1.0,stim,poldrack-single-stim,6.0,s513
end_round,3312.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-65.0,9.0,0.0,2.0,"89,71",0.0,3312.0,3312.0,,47609,0.0,0.0,stim,poldrack-single-stim,7.0,s513
end_round,1711.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-95.0,10.0,0.0,1.0,"89,71",0.0,1711.0,1711.0,,51780,0.0,0.0,stim,poldrack-single-stim,8.0,s513
draw_card,2434.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,10.0,1.0,2.0,"89,71",15.0,2434.0,2434.0,,56741,0.0,,stim,poldrack-single-stim,9.0,s513
end_round,359.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-65.0,10.0,1.0,2.0,"89,71",15.0,359.0,359.0,,57101,0.0,1.0,stim,poldrack-single-stim,9.0,s513
draw_card,4324.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,10.0,1.0,2.0,"89,71",17.0,4324.0,4324.0,,63748,0.0,,stim,poldrack-single-stim,10.0,s513
