action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
draw_card,4124.0,0.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,1.0,1.0,"89,71",12.0,4124.0,4124.0,,7134,0.0,,stim,poldrack-single-stim,1.0,s512
draw_card,1950.0,1.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,2.0,1.0,"89,71",-58.0,1950.0,1950.0,,9087,0.0,2.0,stim,poldrack-single-stim,1.0,s512
draw_card,2023.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,1.0,1.0,"89,71",14.0,2023.0,2023.0,,13571,0.0,,stim,poldrack-single-stim,2.0,s512
draw_card,2032.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,2.0,1.0,"89,71",28.0,2032.0,2032.0,,15605,0.0,,stim,poldrack-single-stim,2.0,s512
draw_card,1457.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,3.0,1.0,"89,71",42.0,1457.0,1457.0,,17064,0.0,,stim,poldrack-single-stim,2.0,s512
end_round,1053.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-75.0,6.0,3.0,1.0,"89,71",42.0,1053.0,1053.0,,18120,0.0,3.0,stim,poldrack-single-stim,2.0,s512
draw_card,1388.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,1.0,1.0,"89,71",15.0,1388.0,1388.0,,21968,0.0,,stim,poldrack-single-stim,3.0,s512
draw_card,1246.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,2.0,1.0,"89,71",30.0,1246.0,1246.0,,23216,0.0,,stim,poldrack-single-stim,3.0,s512
draw_card,913.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,3.0,1.0,"89,71",45.0,913.0,913.0,,24131,0.0,,stim,poldrack-single-stim,3.0,s512
draw_card,1117.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,4.0,1.0,"89,71",-25.0,1117.0,1117.0,,25250,0.0,4.0,stim,poldrack-single-stim,3.0,s512
draw_card,490.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,1.0,1.0,"89,71",17.0,490.0,490.0,,28267,0.0,,stim,poldrack-single-stim,4.0,s512
draw_card,1848.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,2.0,1.0,"89,71",34.0,1848.0,1848.0,,30119,0.0,,stim,poldrack-single-stim,4.0,s512
draw_card,1443.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,3.0,1.0,"89,71",51.0,1443.0,1443.0,,31564,0.0,,stim,poldrack-single-stim,4.0,s512
end_round,983.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-75.0,6.0,3.0,1.0,"89,71",51.0,983.0,983.0,,32549,0.0,3.0,stim,poldrack-single-stim,4.0,s512
draw_card,761.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,1.0,2.0,"89,71",24.0,761.0,761.0,,35770,0.0,,stim,poldrack-single-stim,5.0,s512
draw_card,1207.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,2.0,2.0,"89,71",48.0,1207.0,1207.0,,36979,0.0,,stim,poldrack-single-stim,5.0,s512
draw_card,1102.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,3.0,2.0,"89,71",72.0,1102.0,1102.0,,38083,0.0,,stim,poldrack-single-stim,5.0,s512
draw_card,1339.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,4.0,2.0,"89,71",96.0,1339.0,1339.0,,39423,0.0,,stim,poldrack-single-stim,5.0,s512
end_round,1623.0,0.0,test,columbia_card_task_fmri,24.0,71.0,-60.0,8.0,4.0,2.0,"89,71",96.0,1623.0,1623.0,,41048,0.0,4.0,stim,poldrack-single-stim,5.0,s512
draw_card,548.0,1.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,1.0,2.0,"89,71",-75.0,548.0,548.0,,44261,0.0,1.0,stim,poldrack-single-stim,6.0,s512
draw_card,482.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,1.0,2.0,"89,71",17.0,482.0,482.0,,47135,0.0,,stim,poldrack-single-stim,7.0,s512
draw_card,1415.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,2.0,2.0,"89,71",34.0,1415.0,1415.0,,48552,0.0,,stim,poldrack-single-stim,7.0,s512
