action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
draw_card,2396.0,1.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,1.0,1.0,"89,71",-70.0,2396.0,2396.0,,5403,0.0,1.0,stim,poldrack-single-stim,1.0,s567
draw_card,1923.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,1.0,1.0,"89,71",14.0,1923.0,1923.0,,9581,0.0,,stim,poldrack-single-stim,2.0,s567
draw_card,1563.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,2.0,1.0,"89,71",28.0,1563.0,1563.0,,11147,0.0,,stim,poldrack-single-stim,2.0,s567
end_round,1309.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-75.0,6.0,2.0,1.0,"89,71",28.0,1309.0,1309.0,,12458,0.0,2.0,stim,poldrack-single-stim,2.0,s567
draw_card,1391.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,1.0,1.0,"89,71",15.0,1391.0,1391.0,,16238,0.0,,stim,poldrack-single-stim,3.0,s567
draw_card,2326.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,2.0,1.0,"89,71",30.0,2326.0,2326.0,,18565,0.0,,stim,poldrack-single-stim,3.0,s567
end_round,1014.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,6.0,2.0,1.0,"89,71",30.0,1014.0,1014.0,,19580,0.0,2.0,stim,poldrack-single-stim,3.0,s567
draw_card,1732.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,1.0,1.0,"89,71",17.0,1732.0,1732.0,,23907,0.0,,stim,poldrack-single-stim,4.0,s567
draw_card,1502.0,1.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,2.0,1.0,"89,71",-58.0,1502.0,1502.0,,25410,0.0,2.0,stim,poldrack-single-stim,4.0,s567
draw_card,1500.0,1.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,1.0,2.0,"89,71",-60.0,1500.0,1500.0,,29573,0.0,1.0,stim,poldrack-single-stim,5.0,s567
draw_card,1780.0,0.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,1.0,2.0,"89,71",29.0,1780.0,1780.0,,33743,0.0,,stim,poldrack-single-stim,6.0,s567
end_round,1236.0,0.0,test,columbia_card_task_fmri,29.0,71.0,-75.0,8.0,1.0,2.0,"89,71",29.0,1236.0,1236.0,,34980,0.0,1.0,stim,poldrack-single-stim,6.0,s567
draw_card,1141.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,1.0,2.0,"89,71",17.0,1141.0,1141.0,,38511,0.0,,stim,poldrack-single-stim,7.0,s567
end_round,1069.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-65.0,9.0,1.0,2.0,"89,71",17.0,1069.0,1069.0,,39581,0.0,1.0,stim,poldrack-single-stim,7.0,s567
draw_card,1994.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,1.0,1.0,"89,71",14.0,1994.0,1994.0,,43829,0.0,,stim,poldrack-single-stim,8.0,s567
draw_card,1412.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,2.0,1.0,"89,71",28.0,1412.0,1412.0,,45242,0.0,,stim,poldrack-single-stim,8.0,s567
draw_card,1324.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,3.0,1.0,"89,71",42.0,1324.0,1324.0,,46567,0.0,,stim,poldrack-single-stim,8.0,s567
draw_card,1447.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,4.0,1.0,"89,71",56.0,1447.0,1447.0,,48016,0.0,,stim,poldrack-single-stim,8.0,s567
end_round,1946.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-95.0,10.0,4.0,1.0,"89,71",56.0,1946.0,1946.0,,49964,0.0,4.0,stim,poldrack-single-stim,8.0,s567
draw_card,1403.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,10.0,1.0,2.0,"89,71",15.0,1403.0,1403.0,,53689,0.0,,stim,poldrack-single-stim,9.0,s567
draw_card,1815.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,10.0,2.0,2.0,"89,71",30.0,1815.0,1815.0,,55506,0.0,,stim,poldrack-single-stim,9.0,s567
draw_card,1489.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,10.0,3.0,2.0,"89,71",-35.0,1489.0,1489.0,,56996,0.0,3.0,stim,poldrack-single-stim,9.0,s567
draw_card,1674.0,1.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,10.0,1.0,2.0,"89,71",-65.0,1674.0,1674.0,,60923,0.0,1.0,stim,poldrack-single-stim,10.0,s567
draw_card,1144.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,1.0,2.0,"89,71",13.0,1144.0,1144.0,,64322,0.0,,stim,poldrack-single-stim,11.0,s567
draw_card,1381.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,2.0,2.0,"89,71",26.0,1381.0,1381.0,,65704,0.0,,stim,poldrack-single-stim,11.0,s567
end_round,1301.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-70.0,12.0,2.0,2.0,"89,71",26.0,1301.0,1301.0,,67008,0.0,2.0,stim,poldrack-single-stim,11.0,s567
draw_card,937.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,1.0,2.0,"89,71",15.0,937.0,937.0,,70335,0.0,,stim,poldrack-single-stim,12.0,s567
draw_card,2721.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,2.0,2.0,"89,71",30.0,2721.0,2721.0,,73059,0.0,,stim,poldrack-single-stim,12.0,s567
end_round,751.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,12.0,2.0,2.0,"89,71",30.0,751.0,751.0,,73812,0.0,2.0,stim,poldrack-single-stim,12.0,s567
draw_card,1724.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,1.0,3.0,"89,71",14.0,1724.0,1724.0,,77927,0.0,,stim,poldrack-single-stim,13.0,s567
end_round,1208.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-65.0,15.0,1.0,3.0,"89,71",14.0,1208.0,1208.0,,79137,0.0,1.0,stim,poldrack-single-stim,13.0,s567
draw_card,1694.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,1.0,1.0,"89,71",1.0,1694.0,1694.0,,83562,0.0,,stim,poldrack-single-stim,14.0,s567
draw_card,2082.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,2.0,1.0,"89,71",2.0,2082.0,2082.0,,85645,0.0,,stim,poldrack-single-stim,14.0,s567
end_round,612.0,0.0,test,columbia_card_task_fmri,1.0,71.0,-45.0,16.0,2.0,1.0,"89,71",2.0,612.0,612.0,,86258,0.0,2.0,stim,poldrack-single-stim,14.0,s567
draw_card,1157.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,1.0,3.0,"89,71",-70.0,1157.0,1157.0,,89874,0.0,1.0,stim,poldrack-single-stim,15.0,s567
draw_card,1011.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,1.0,3.0,"89,71",-50.0,1011.0,1011.0,,93209,0.0,1.0,stim,poldrack-single-stim,16.0,s567
draw_card,811.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,1.0,2.0,"89,71",17.0,811.0,811.0,,96344,0.0,,stim,poldrack-single-stim,17.0,s567
draw_card,2501.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,2.0,2.0,"89,71",34.0,2501.0,2501.0,,98847,0.0,,stim,poldrack-single-stim,17.0,s567
end_round,626.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-70.0,15.0,2.0,2.0,"89,71",34.0,626.0,626.0,,99474,0.0,2.0,stim,poldrack-single-stim,17.0,s567
draw_card,1516.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,1.0,1.0,"89,71",7.0,1516.0,1516.0,,103585,0.0,,stim,poldrack-single-stim,18.0,s567
draw_card,1659.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,2.0,1.0,"89,71",14.0,1659.0,1659.0,,105247,0.0,,stim,poldrack-single-stim,18.0,s567
draw_card,729.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,3.0,1.0,"89,71",21.0,729.0,729.0,,105978,0.0,,stim,poldrack-single-stim,18.0,s567
draw_card,1011.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,4.0,1.0,"89,71",28.0,1011.0,1011.0,,106990,0.0,,stim,poldrack-single-stim,18.0,s567
draw_card,829.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,5.0,1.0,"89,71",35.0,829.0,829.0,,107821,0.0,,stim,poldrack-single-stim,18.0,s567
draw_card,834.0,1.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,6.0,1.0,"89,71",-60.0,834.0,834.0,,108657,0.0,6.0,stim,poldrack-single-stim,18.0,s567
draw_card,997.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,1.0,1.0,"89,71",9.0,997.0,997.0,,112387,0.0,,stim,poldrack-single-stim,19.0,s567
draw_card,1596.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,2.0,1.0,"89,71",18.0,1596.0,1596.0,,113984,0.0,,stim,poldrack-single-stim,19.0,s567
draw_card,1398.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,3.0,1.0,"89,71",27.0,1398.0,1398.0,,115385,0.0,,stim,poldrack-single-stim,19.0,s567
draw_card,1149.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,4.0,1.0,"89,71",36.0,1149.0,1149.0,,116536,0.0,,stim,poldrack-single-stim,19.0,s567
end_round,455.0,0.0,test,columbia_card_task_fmri,9.0,71.0,-100.0,16.0,4.0,1.0,"89,71",36.0,455.0,455.0,,116994,0.0,4.0,stim,poldrack-single-stim,19.0,s567
draw_card,1758.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,1.0,2.0,"89,71",-80.0,1758.0,1758.0,,121281,0.0,1.0,stim,poldrack-single-stim,20.0,s567
draw_card,1413.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,1.0,2.0,"89,71",16.0,1413.0,1413.0,,125833,0.0,,stim,poldrack-single-stim,21.0,s567
draw_card,1993.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,2.0,2.0,"89,71",32.0,1993.0,1993.0,,127829,0.0,,stim,poldrack-single-stim,21.0,s567
end_round,423.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,16.0,2.0,2.0,"89,71",32.0,423.0,423.0,,128255,0.0,2.0,stim,poldrack-single-stim,21.0,s567
draw_card,2475.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,1.0,5.0,"89,71",-45.0,2475.0,2475.0,,133120,0.0,1.0,stim,poldrack-single-stim,22.0,s567
draw_card,1561.0,1.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,1.0,1.0,"89,71",-75.0,1561.0,1561.0,,137073,0.0,1.0,stim,poldrack-single-stim,23.0,s567
draw_card,1232.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,1.0,1.0,"89,71",14.0,1232.0,1232.0,,140629,0.0,,stim,poldrack-single-stim,24.0,s567
end_round,718.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-70.0,6.0,1.0,1.0,"89,71",14.0,718.0,718.0,,141349,0.0,1.0,stim,poldrack-single-stim,24.0,s567
draw_card,1743.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,6.0,1.0,1.0,"89,71",16.0,1743.0,1743.0,,145416,0.0,,stim,poldrack-single-stim,25.0,s567
end_round,714.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,6.0,1.0,1.0,"89,71",16.0,714.0,714.0,,146134,0.0,1.0,stim,poldrack-single-stim,25.0,s567
draw_card,2091.0,1.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,1.0,1.0,"89,71",-70.0,2091.0,2091.0,,151092,0.0,1.0,stim,poldrack-single-stim,26.0,s567
draw_card,1558.0,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,1.0,2.0,"89,71",25.0,1558.0,1558.0,,155381,0.0,,stim,poldrack-single-stim,27.0,s567
