action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
draw_card,2778.0,0.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,1.0,1.0,"89,71",12.0,2778.0,2778.0,,5790,0.0,,stim,poldrack-single-stim,1.0,s471
draw_card,1784.0,0.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,2.0,1.0,"89,71",24.0,1784.0,1784.0,,7577,0.0,,stim,poldrack-single-stim,1.0,s471
end_round,1502.0,0.0,test,columbia_card_task_fmri,12.0,71.0,-70.0,6.0,2.0,1.0,"89,71",24.0,1502.0,1502.0,,9081,0.0,2.0,stim,poldrack-single-stim,1.0,s471
draw_card,1594.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,1.0,1.0,"89,71",14.0,1594.0,1594.0,,13000,0.0,,stim,poldrack-single-stim,2.0,s471
draw_card,966.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,2.0,1.0,"89,71",28.0,966.0,966.0,,13968,0.0,,stim,poldrack-single-stim,2.0,s471
end_round,3136.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-75.0,6.0,2.0,1.0,"89,71",28.0,3136.0,3136.0,,17106,0.0,2.0,stim,poldrack-single-stim,2.0,s471
draw_card,1060.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,1.0,1.0,"89,71",15.0,1060.0,1060.0,,20491,0.0,,stim,poldrack-single-stim,3.0,s471
draw_card,649.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,2.0,1.0,"89,71",30.0,649.0,649.0,,21142,0.0,,stim,poldrack-single-stim,3.0,s471
end_round,1320.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,6.0,2.0,1.0,"89,71",30.0,1320.0,1320.0,,22465,0.0,2.0,stim,poldrack-single-stim,3.0,s471
draw_card,1312.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,1.0,1.0,"89,71",17.0,1312.0,1312.0,,26645,0.0,,stim,poldrack-single-stim,4.0,s471
draw_card,647.0,1.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,2.0,1.0,"89,71",-58.0,647.0,647.0,,27293,0.0,2.0,stim,poldrack-single-stim,4.0,s471
draw_card,1622.0,1.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,1.0,2.0,"89,71",-60.0,1622.0,1622.0,,31648,0.0,1.0,stim,poldrack-single-stim,5.0,s471
draw_card,1750.0,0.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,1.0,2.0,"89,71",29.0,1750.0,1750.0,,35654,0.0,,stim,poldrack-single-stim,6.0,s471
