action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
draw_card,2099.0,1.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,1.0,1.0,"89,71",-70.0,2099.0,2099.0,,5108,0.0,1.0,stim,poldrack-single-stim,1.0,s518
draw_card,1005.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,1.0,1.0,"89,71",14.0,1005.0,1005.0,,8436,0.0,,stim,poldrack-single-stim,2.0,s518
draw_card,682.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,2.0,1.0,"89,71",28.0,682.0,682.0,,9120,0.0,,stim,poldrack-single-stim,2.0,s518
draw_card,955.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,3.0,1.0,"89,71",42.0,955.0,955.0,,10076,0.0,,stim,poldrack-single-stim,2.0,s518
end_round,1194.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-75.0,6.0,3.0,1.0,"89,71",42.0,1194.0,1194.0,,11271,0.0,3.0,stim,poldrack-single-stim,2.0,s518
draw_card,1256.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,1.0,1.0,"89,71",15.0,1256.0,1256.0,,14848,0.0,,stim,poldrack-single-stim,3.0,s518
draw_card,697.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,2.0,1.0,"89,71",30.0,697.0,697.0,,15546,0.0,,stim,poldrack-single-stim,3.0,s518
end_round,1579.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,6.0,2.0,1.0,"89,71",30.0,1579.0,1579.0,,17127,0.0,2.0,stim,poldrack-single-stim,3.0,s518
draw_card,666.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,1.0,1.0,"89,71",17.0,666.0,666.0,,20659,0.0,,stim,poldrack-single-stim,4.0,s518
draw_card,441.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,2.0,1.0,"89,71",34.0,441.0,441.0,,21101,0.0,,stim,poldrack-single-stim,4.0,s518
end_round,1584.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-75.0,6.0,2.0,1.0,"89,71",34.0,1584.0,1584.0,,22686,0.0,2.0,stim,poldrack-single-stim,4.0,s518
draw_card,693.0,1.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,1.0,2.0,"89,71",-60.0,693.0,693.0,,26112,0.0,1.0,stim,poldrack-single-stim,5.0,s518
draw_card,975.0,1.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,1.0,2.0,"89,71",-75.0,975.0,975.0,,29340,0.0,1.0,stim,poldrack-single-stim,6.0,s518
draw_card,431.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,1.0,2.0,"89,71",17.0,431.0,431.0,,32093,0.0,,stim,poldrack-single-stim,7.0,s518
draw_card,597.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,2.0,2.0,"89,71",34.0,597.0,597.0,,32693,0.0,,stim,poldrack-single-stim,7.0,s518
draw_card,627.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,3.0,2.0,"89,71",51.0,627.0,627.0,,33321,0.0,,stim,poldrack-single-stim,7.0,s518
draw_card,664.0,1.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,4.0,2.0,"89,71",-14.0,664.0,664.0,,33987,0.0,4.0,stim,poldrack-single-stim,7.0,s518
draw_card,412.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,1.0,1.0,"89,71",-95.0,412.0,412.0,,36857,0.0,1.0,stim,poldrack-single-stim,8.0,s518
draw_card,804.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,10.0,1.0,2.0,"89,71",15.0,804.0,804.0,,40187,0.0,,stim,poldrack-single-stim,9.0,s518
draw_card,794.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,10.0,2.0,2.0,"89,71",30.0,794.0,794.0,,40983,0.0,,stim,poldrack-single-stim,9.0,s518
draw_card,834.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,10.0,3.0,2.0,"89,71",45.0,834.0,834.0,,41819,0.0,,stim,poldrack-single-stim,9.0,s518
draw_card,2081.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,10.0,4.0,2.0,"89,71",-20.0,2081.0,2081.0,,43902,0.0,4.0,stim,poldrack-single-stim,9.0,s518
draw_card,661.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,10.0,1.0,2.0,"89,71",17.0,661.0,661.0,,46885,0.0,,stim,poldrack-single-stim,10.0,s518
draw_card,658.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,10.0,2.0,2.0,"89,71",34.0,658.0,658.0,,47545,0.0,,stim,poldrack-single-stim,10.0,s518
draw_card,638.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,10.0,3.0,2.0,"89,71",51.0,638.0,638.0,,48184,0.0,,stim,poldrack-single-stim,10.0,s518
draw_card,1163.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,10.0,4.0,2.0,"89,71",68.0,1163.0,1163.0,,49349,0.0,,stim,poldrack-single-stim,10.0,s518
draw_card,1141.0,1.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,10.0,5.0,2.0,"89,71",3.0,1141.0,1141.0,,50491,0.0,5.0,stim,poldrack-single-stim,10.0,s518
draw_card,539.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,1.0,2.0,"89,71",13.0,539.0,539.0,,53558,0.0,,stim,poldrack-single-stim,11.0,s518
draw_card,460.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,2.0,2.0,"89,71",26.0,460.0,460.0,,54020,0.0,,stim,poldrack-single-stim,11.0,s518
draw_card,644.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,3.0,2.0,"89,71",39.0,644.0,644.0,,54666,0.0,,stim,poldrack-single-stim,11.0,s518
draw_card,607.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,4.0,2.0,"89,71",52.0,607.0,607.0,,55275,0.0,,stim,poldrack-single-stim,11.0,s518
draw_card,781.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,5.0,2.0,"89,71",65.0,781.0,781.0,,56058,0.0,,stim,poldrack-single-stim,11.0,s518
end_round,986.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-70.0,12.0,5.0,2.0,"89,71",65.0,986.0,986.0,,57046,0.0,5.0,stim,poldrack-single-stim,11.0,s518
draw_card,1691.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,1.0,2.0,"89,71",15.0,1691.0,1691.0,,61740,0.0,,stim,poldrack-single-stim,12.0,s518
draw_card,851.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,2.0,2.0,"89,71",-65.0,851.0,851.0,,62592,0.0,2.0,stim,poldrack-single-stim,12.0,s518
draw_card,925.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,1.0,3.0,"89,71",14.0,925.0,925.0,,65840,0.0,,stim,poldrack-single-stim,13.0,s518
draw_card,1134.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,2.0,3.0,"89,71",28.0,1134.0,1134.0,,66976,0.0,,stim,poldrack-single-stim,13.0,s518
draw_card,1239.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,3.0,3.0,"89,71",42.0,1239.0,1239.0,,68217,0.0,,stim,poldrack-single-stim,13.0,s518
draw_card,730.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,4.0,3.0,"89,71",56.0,730.0,730.0,,68948,0.0,,stim,poldrack-single-stim,13.0,s518
draw_card,913.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,5.0,3.0,"89,71",-9.0,913.0,913.0,,69863,0.0,5.0,stim,poldrack-single-stim,13.0,s518
draw_card,698.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,1.0,1.0,"89,71",1.0,698.0,698.0,,72817,0.0,,stim,poldrack-single-stim,14.0,s518
draw_card,754.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,2.0,1.0,"89,71",2.0,754.0,754.0,,73573,0.0,,stim,poldrack-single-stim,14.0,s518
draw_card,480.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,3.0,1.0,"89,71",3.0,480.0,480.0,,74055,0.0,,stim,poldrack-single-stim,14.0,s518
draw_card,473.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,4.0,1.0,"89,71",4.0,473.0,473.0,,74530,0.0,,stim,poldrack-single-stim,14.0,s518
draw_card,645.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,5.0,1.0,"89,71",5.0,645.0,645.0,,75178,0.0,,stim,poldrack-single-stim,14.0,s518
end_round,947.0,0.0,test,columbia_card_task_fmri,1.0,71.0,-45.0,16.0,5.0,1.0,"89,71",5.0,947.0,947.0,,76127,0.0,5.0,stim,poldrack-single-stim,14.0,s518
draw_card,528.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,1.0,3.0,"89,71",15.0,528.0,528.0,,79115,0.0,,stim,poldrack-single-stim,15.0,s518
draw_card,584.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,2.0,3.0,"89,71",30.0,584.0,584.0,,79700,0.0,,stim,poldrack-single-stim,15.0,s518
draw_card,489.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,3.0,3.0,"89,71",-40.0,489.0,489.0,,80192,0.0,3.0,stim,poldrack-single-stim,15.0,s518
draw_card,488.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,1.0,3.0,"89,71",-50.0,488.0,488.0,,83003,0.0,1.0,stim,poldrack-single-stim,16.0,s518
draw_card,493.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,1.0,2.0,"89,71",17.0,493.0,493.0,,85820,0.0,,stim,poldrack-single-stim,17.0,s518
draw_card,424.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,2.0,2.0,"89,71",34.0,424.0,424.0,,86246,0.0,,stim,poldrack-single-stim,17.0,s518
draw_card,397.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,3.0,2.0,"89,71",51.0,397.0,397.0,,86645,0.0,,stim,poldrack-single-stim,17.0,s518
draw_card,394.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,4.0,2.0,"89,71",68.0,394.0,394.0,,87041,0.0,,stim,poldrack-single-stim,17.0,s518
draw_card,478.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,5.0,2.0,"89,71",85.0,478.0,478.0,,87522,0.0,,stim,poldrack-single-stim,17.0,s518
draw_card,458.0,1.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,6.0,2.0,"89,71",15.0,458.0,458.0,,87983,0.0,6.0,stim,poldrack-single-stim,17.0,s518
draw_card,390.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,1.0,1.0,"89,71",7.0,390.0,390.0,,90969,0.0,,stim,poldrack-single-stim,18.0,s518
