action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
draw_card,1865.0,1.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,1.0,1.0,"89,71",-70.0,1865.0,1865.0,,4873,0.0,1.0,stim,poldrack-single-stim,1.0,s130
draw_card,2115.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,1.0,1.0,"89,71",14.0,2115.0,2115.0,,9242,0.0,,stim,poldrack-single-stim,2.0,s130
draw_card,1610.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,2.0,1.0,"89,71",-61.0,1610.0,1610.0,,10853,0.0,2.0,stim,poldrack-single-stim,2.0,s130
draw_card,2618.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,1.0,1.0,"89,71",-70.0,2618.0,2618.0,,15860,0.0,1.0,stim,poldrack-single-stim,3.0,s130
draw_card,4474.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,1.0,1.0,"89,71",17.0,4474.0,4474.0,,22930,0.0,,stim,poldrack-single-stim,4.0,s130
draw_card,2374.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,2.0,1.0,"89,71",34.0,2374.0,2374.0,,25306,0.0,,stim,poldrack-single-stim,4.0,s130
draw_card,2739.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,3.0,1.0,"89,71",51.0,2739.0,2739.0,,28046,0.0,,stim,poldrack-single-stim,4.0,s130
end_round,1131.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-75.0,6.0,3.0,1.0,"89,71",51.0,1131.0,1131.0,,29179,0.0,3.0,stim,poldrack-single-stim,4.0,s130
draw_card,2779.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,1.0,2.0,"89,71",24.0,2779.0,2779.0,,34618,0.0,,stim,poldrack-single-stim,5.0,s130
draw_card,3353.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,2.0,2.0,"89,71",48.0,3353.0,3353.0,,37972,0.0,,stim,poldrack-single-stim,5.0,s130
draw_card,1729.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,3.0,2.0,"89,71",72.0,1729.0,1729.0,,39704,0.0,,stim,poldrack-single-stim,5.0,s130
draw_card,3277.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,4.0,2.0,"89,71",96.0,3277.0,3277.0,,42983,0.0,,stim,poldrack-single-stim,5.0,s130
end_round,1346.0,0.0,test,columbia_card_task_fmri,24.0,71.0,-60.0,8.0,4.0,2.0,"89,71",96.0,1346.0,1346.0,,44331,0.0,4.0,stim,poldrack-single-stim,5.0,s130
draw_card,2585.0,0.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,1.0,2.0,"89,71",29.0,2585.0,2585.0,,49305,0.0,,stim,poldrack-single-stim,6.0,s130
draw_card,2319.0,0.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,2.0,2.0,"89,71",58.0,2319.0,2319.0,,51625,0.0,,stim,poldrack-single-stim,6.0,s130
draw_card,2495.0,0.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,3.0,2.0,"89,71",87.0,2495.0,2495.0,,54123,0.0,,stim,poldrack-single-stim,6.0,s130
draw_card,2116.0,0.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,4.0,2.0,"89,71",116.0,2116.0,2116.0,,56240,0.0,,stim,poldrack-single-stim,6.0,s130
end_round,2083.0,0.0,test,columbia_card_task_fmri,29.0,71.0,-75.0,8.0,4.0,2.0,"89,71",116.0,2083.0,2083.0,,58325,0.0,4.0,stim,poldrack-single-stim,6.0,s130
draw_card,2310.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,1.0,2.0,"89,71",17.0,2310.0,2310.0,,63025,0.0,,stim,poldrack-single-stim,7.0,s130
draw_card,2087.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,2.0,2.0,"89,71",34.0,2087.0,2087.0,,65115,0.0,,stim,poldrack-single-stim,7.0,s130
draw_card,1924.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,3.0,2.0,"89,71",51.0,1924.0,1924.0,,67041,0.0,,stim,poldrack-single-stim,7.0,s130
draw_card,2646.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,4.0,2.0,"89,71",68.0,2646.0,2646.0,,69690,0.0,,stim,poldrack-single-stim,7.0,s130
draw_card,1980.0,1.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,5.0,2.0,"89,71",3.0,1980.0,1980.0,,71672,0.0,5.0,stim,poldrack-single-stim,7.0,s130
draw_card,2152.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,1.0,1.0,"89,71",14.0,2152.0,2152.0,,76078,0.0,,stim,poldrack-single-stim,8.0,s130
