action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
draw_card,1728.0,1.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,1.0,1.0,"89,71",-70.0,1728.0,1728.0,,-4783,0.0,1.0,stim,poldrack-single-stim,1.0,s561
draw_card,1401.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,1.0,1.0,"89,71",-75.0,1401.0,1401.0,,-918,0.0,1.0,stim,poldrack-single-stim,2.0,s561
draw_card,1550.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,1.0,1.0,"89,71",-70.0,1550.0,1550.0,,3089,0.0,1.0,stim,poldrack-single-stim,3.0,s561
draw_card,1567.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,1.0,1.0,"89,71",17.0,1567.0,1567.0,,7183,0.0,,stim,poldrack-single-stim,4.0,s561
draw_card,1123.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,2.0,1.0,"89,71",34.0,1123.0,1123.0,,8307,0.0,,stim,poldrack-single-stim,4.0,s561
draw_card,1340.0,1.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,3.0,1.0,"89,71",-41.0,1340.0,1340.0,,9647,0.0,3.0,stim,poldrack-single-stim,4.0,s561
draw_card,1401.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,1.0,2.0,"89,71",24.0,1401.0,1401.0,,13439,0.0,,stim,poldrack-single-stim,5.0,s561
draw_card,1080.0,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,2.0,2.0,"89,71",48.0,1080.0,1080.0,,14521,0.0,,stim,poldrack-single-stim,5.0,s561
draw_card,1342.0,1.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,3.0,2.0,"89,71",-12.0,1342.0,1342.0,,15864,0.0,3.0,stim,poldrack-single-stim,5.0,s561
draw_card,1651.0,1.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,1.0,2.0,"89,71",-75.0,1651.0,1651.0,,19977,0.0,1.0,stim,poldrack-single-stim,6.0,s561
draw_card,968.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,1.0,2.0,"89,71",17.0,968.0,968.0,,23470,0.0,,stim,poldrack-single-stim,7.0,s561
