action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
draw_card,3958.0,1.0,test,columbia_card_task_fmri,12.0,89.0,-70.0,6.0,1.0,1.0,"89,71",-70.0,3958.0,3958.0,,6967,0.0,1.0,stim,poldrack-single-stim,1.0,s555
draw_card,1808.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,1.0,1.0,"89,71",14.0,1808.0,1808.0,,11233,0.0,,stim,poldrack-single-stim,2.0,s555
draw_card,2385.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,6.0,2.0,1.0,"89,71",-61.0,2385.0,2385.0,,13619,0.0,2.0,stim,poldrack-single-stim,2.0,s555
draw_card,3157.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,1.0,1.0,"89,71",15.0,3157.0,3157.0,,19234,0.0,,stim,poldrack-single-stim,3.0,s555
draw_card,1857.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,2.0,1.0,"89,71",30.0,1857.0,1857.0,,21093,0.0,,stim,poldrack-single-stim,3.0,s555
draw_card,2043.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,6.0,3.0,1.0,"89,71",45.0,2043.0,2043.0,,23138,0.0,,stim,poldrack-single-stim,3.0,s555
end_round,1207.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,6.0,3.0,1.0,"89,71",45.0,1207.0,1207.0,,24346,0.0,3.0,stim,poldrack-single-stim,3.0,s555
draw_card,4182.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,1.0,1.0,"89,71",17.0,4182.0,4182.0,,31054,0.0,,stim,poldrack-single-stim,4.0,s555
draw_card,1834.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,2.0,1.0,"89,71",34.0,1834.0,1834.0,,32889,0.0,,stim,poldrack-single-stim,4.0,s555
draw_card,1669.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,6.0,3.0,1.0,"89,71",51.0,1669.0,1669.0,,34559,0.0,,stim,poldrack-single-stim,4.0,s555
