,coded_response,experiment_exp_id,item_coding,item_text,key_press,options,possible_responses,response,rt,survey,text,time_elapsed,trial_id,trial_type,worker_id
6,,survey_medley,,,32,,32,,5333,,,-94518,instruction,poldrack-single-stim,s491
25,4.0,survey_medley,reverse,Pleasure and fun sometimes keep me from getting work done.,89,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",2.0,5699,brief,,10211,,poldrack-single-stim,s491
26,3.0,survey_medley,forward,"Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.",71,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",3.0,7473,upps,,19418,,poldrack-single-stim,s491
27,3.0,survey_medley,forward,I am good at resisting temptation.,71,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",3.0,4751,brief,,28691,,poldrack-single-stim,s491
28,4.0,survey_medley,reverse,New ideas and projects sometimes distract me from previous ones.,89,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",2.0,5981,grit,,37897,,poldrack-single-stim,s491
29,4.0,survey_medley,forward,There are only limited possibilities in my future.,82,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",4.0,6131,future_time,,47306,,poldrack-single-stim,s491
30,3.0,survey_medley,forward,I refuse things that are bad for me.,71,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",3.0,5174,brief,,56445,,poldrack-single-stim,s491
31,5.0,survey_medley,reverse,I have difficulty maintaining my focus on projects that take more than a few months to complete.,66,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",1.0,6913,grit,,65719,,poldrack-single-stim,s491
32,3.0,survey_medley,forward,I could do anything I want in the future.,71,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",3.0,4620,future_time,,75062,,poldrack-single-stim,s491
33,4.0,survey_medley,forward,People would say that I have iron self-discipline.,82,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",4.0,6164,brief,,84201,,poldrack-single-stim,s491
34,1.0,survey_medley,forward,I tend to act without thinking when I am really excited.,66,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",1.0,4367,upps,,93543,,poldrack-single-stim,s491
35,4.0,survey_medley,forward,I finish whatever I begin.,82,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",4.0,3875,grit,,102613,,poldrack-single-stim,s491
36,4.0,survey_medley,reverse,I often set a goal but later choose to pursue a different one.,89,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",2.0,4814,grit,,111616,,poldrack-single-stim,s491
37,4.0,survey_medley,forward,"As I get older, I begin to experience time as limited.",82,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",4.0,6360,future_time,,120822,,poldrack-single-stim,s491
38,3.0,survey_medley,forward,My future is filled with possibilities.,71,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",3.0,4258,future_time,,130845,,poldrack-single-stim,s491
39,1.0,survey_medley,forward,My future seems infinite to me.,66,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",1.0,4426,future_time,,139848,,poldrack-single-stim,s491
40,4.0,survey_medley,reverse,I wish I had more self-discipline.,89,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",2.0,4366,brief,,148849,,poldrack-single-stim,s491
