"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"3092","13","text","0","3094","0.0-0.0","s465","","","","","","","","","","","","","","","","","","","",""
"37645","89","poldrack-text","1","41742","0.0-1.0","s465","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","37645","500","fmri_response_test","","","","","","","","","","","","","","","",""
"1856","71","poldrack-text","2","44101","0.0-2.0","s465","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1856","500","fmri_response_test","","","","","","","","","","","","","","","",""
"2467505","","survey-text","3","2512113","0.0-3.0","s465","","","","task_setup","{""Q0"":""1"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"10174","32","poldrack-single-stim","4","2523291","0.0-4.0","s465","","10174","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Index Finger if orange and Middle Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","10174","","","","","","","","","","","",""
"","","call-function","5","2523291","0.0-5.0-0.0","s465","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","2523794","0.0-5.0-1.0","s465","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","2523897","0.0-5.0-2.0","s465","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","#1F45FC","9","color","stay","stay","0","","","",""
"826","71","poldrack-categorize","8","2526404","0.0-5.0-3.0","s465","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>9</div>","89,71","1000","practice","Orange-Blue","#1F45FC","9","color","stay","stay","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","2526908","0.0-5.0-4.0","s465","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","2526908","0.0-5.0-5.0","s465","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","2527410","0.0-5.0-6.0","s465","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","2527513","0.0-5.0-7.0","s465","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","orange","6","color","stay","stay","1","","","",""
"517","89","poldrack-categorize","13","2530017","0.0-5.0-8.0","s465","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>6</div>","89,71","1000","practice","Orange-Blue","orange","6","color","stay","stay","1","true","89","500",""
"-1","-1","poldrack-single-stim","14","2530519","0.0-5.0-9.0","s465","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","2530519","0.0-5.0-10.0","s465","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","2531022","0.0-5.0-11.0","s465","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","2531123","0.0-5.0-12.0","s465","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","orange","1","magnitude","switch","switch","2","","","",""
"673","71","poldrack-categorize","18","2533626","0.0-5.0-13.0","s465","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>1</div>","89,71","1000","practice","High-Low","orange","1","magnitude","switch","switch","2","true","71","500",""
"-1","-1","poldrack-single-stim","19","2534128","0.0-5.0-14.0","s465","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","2534128","0.0-5.0-15.0","s465","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","2534630","0.0-5.0-16.0","s465","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
