"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"2052","13","text","0","2054","0.0-0.0","s622","","","","","","","","","","","","","","","","","","","",""
"1348","89","poldrack-text","1","4408","0.0-1.0","s622","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1348","500","fmri_response_test","","","","","","","","","","","","","","","",""
"701","71","poldrack-text","2","5614","0.0-2.0","s622","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","701","500","fmri_response_test","","","","","","","","","","","","","","","",""
"10876","","survey-text","3","16999","0.0-3.0","s622","","","","task_setup","{""Q0"":""2"",""Q1"":""2""}","","","","","","","","","","","","","","",""
"22838","32","poldrack-single-stim","4","40841","0.0-4.0","s622","","22838","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Middle Finger if orange and Index Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Middle Finger if >5 and Index Finger if <5.</div></div>","32","22838","","","","","","","","","","","",""
"","","call-function","5","40841","0.0-5.0-0.0","s622","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","41346","0.0-5.0-1.0","s622","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","42248","0.0-5.0-2.0","s622","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","#1F45FC","6","magnitude","switch","switch","0","","","",""
"701","71","poldrack-categorize","8","44754","0.0-5.0-3.0","s622","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>6</div>","89,71","1000","practice","High-Low","#1F45FC","6","magnitude","switch","switch","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","45258","0.0-5.0-4.0","s622","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","45258","0.0-5.0-5.0","s622","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","45762","0.0-5.0-6.0","s622","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","46663","0.0-5.0-7.0","s622","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","orange","1","color","switch","stay","1","","","",""
"606","71","poldrack-categorize","13","49170","0.0-5.0-8.0","s622","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>1</div>","89,71","1000","practice","Color","orange","1","color","switch","stay","1","true","71","500",""
"-1","-1","poldrack-single-stim","14","49677","0.0-5.0-9.0","s622","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","49677","0.0-5.0-10.0","s622","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","50178","0.0-5.0-11.0","s622","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","51079","0.0-5.0-12.0","s622","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","#1F45FC","4","color","stay","switch","2","","","",""
"698","89","poldrack-categorize","18","53586","0.0-5.0-13.0","s622","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","Orange-Blue","#1F45FC","4","color","stay","switch","2","true","89","500",""
"-1","-1","poldrack-single-stim","19","54087","0.0-5.0-14.0","s622","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","54087","0.0-5.0-15.0","s622","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","54589","0.0-5.0-16.0","s622","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","55490","0.0-5.0-17.0","s622","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","#1F45FC","1","magnitude","switch","stay","3","","","",""
"564","89","poldrack-categorize","23","57997","0.0-5.0-18.0","s622","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>1</div>","89,71","1000","practice","High-Low","#1F45FC","1","magnitude","switch","stay","3","true","89","500",""
"-1","-1","poldrack-single-stim","24","58501","0.0-5.0-19.0","s622","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","25","58502","0.0-5.0-20.0","s622","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","59005","0.0-5.0-21.0","s622","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","59108","0.0-5.0-22.0","s622","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","orange","6","magnitude","stay","stay","4","","","",""
