"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"2052","13","text","0","2055","0.0-0.0","s635","","","","","","","","","","","","","",""
"2175","89","poldrack-text","1","5231","0.0-1.0","s635","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2175","500","fmri_response_test","","","","","","","","","",""
"859","71","poldrack-text","2","6592","0.0-2.0","s635","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","859","500","fmri_response_test","","","","","","","","","",""
"11901","","survey-text","3","18999","0.0-3.0","s635","","","","task_setup","{""Q0"":""2"",""Q1"":""6""}","","","","","","","","",""
"23658","32","poldrack-single-stim","4","43660","0.0-4.0","s635","","23658","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","23658","","","","","",""
"-1","-1","poldrack-single-stim","5","44663","0.0-5.0-0.0","s635","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AY","practice","0","","",""
"-1","-1","poldrack-single-stim","6","46664","0.0-5.0-1.0","s635","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"-1","-1","poldrack-single-stim","7","48966","0.0-5.0-2.0","s635","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","AY","practice","0","71","false",""
"-1","-1","poldrack-single-stim","8","49468","0.0-5.0-3.0","s635","","500","0","feedback","","<div class = centerbox><div class = center-text>Respond Faster!</p></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","49969","0.0-5.0-4.0","s635","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AX","practice","1","","",""
"-1","-1","poldrack-single-stim","10","51970","0.0-5.0-5.0","s635","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"-1","-1","poldrack-single-stim","11","53471","0.0-5.0-6.0","s635","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","practice","1","89","false",""
"-1","-1","poldrack-single-stim","12","53973","0.0-5.0-7.0","s635","","500","0","feedback","","<div class = centerbox><div class = center-text>Respond Faster!</p></div>","none","500","","practice","2","","",""
"-1","-1","poldrack-single-stim","13","54474","0.0-5.0-8.0","s635","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AX","practice","2","","",""
"-1","-1","poldrack-single-stim","14","56475","0.0-5.0-9.0","s635","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"444","89","poldrack-single-stim","15","57976","0.0-5.0-10.0","s635","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","practice","2","89","true",""
"-1","-1","poldrack-single-stim","16","58477","0.0-5.0-11.0","s635","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","3","","",""
"-1","-1","poldrack-single-stim","17","58979","0.0-5.0-12.0","s635","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AY","practice","3","","",""
"-1","-1","poldrack-single-stim","18","60980","0.0-5.0-13.0","s635","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"664","71","poldrack-single-stim","19","62882","0.0-5.0-14.0","s635","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","AY","practice","3","71","true",""
"-1","-1","poldrack-single-stim","20","63384","0.0-5.0-15.0","s635","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","4","","",""
"-1","-1","poldrack-single-stim","21","63885","0.0-5.0-16.0","s635","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AX","practice","4","","",""
"-1","-1","poldrack-single-stim","22","65886","0.0-5.0-17.0","s635","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"292","89","poldrack-single-stim","23","67987","0.0-5.0-18.0","s635","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","practice","4","89","true",""
"-1","-1","poldrack-single-stim","24","68489","0.0-5.0-19.0","s635","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","5","","",""
"-1","-1","poldrack-single-stim","25","68990","0.0-5.0-20.0","s635","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","BX","practice","5","","",""
"-1","-1","poldrack-single-stim","26","70991","0.0-5.0-21.0","s635","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"467","71","poldrack-single-stim","27","72492","0.0-5.0-22.0","s635","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BX","practice","5","71","true",""
"-1","-1","poldrack-single-stim","28","72994","0.0-5.0-23.0","s635","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","6","","",""
"-1","-1","poldrack-single-stim","29","73495","0.0-5.0-24.0","s635","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","AX","practice","6","","",""
"-1","-1","poldrack-single-stim","30","75496","0.0-5.0-25.0","s635","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"335","89","poldrack-single-stim","31","76997","0.0-5.0-26.0","s635","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","practice","6","89","true",""
"-1","-1","poldrack-single-stim","32","77498","0.0-5.0-27.0","s635","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","7","","",""
"-1","-1","poldrack-single-stim","33","77999","0.0-5.0-28.0","s635","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","BX","practice","7","","",""
"-1","-1","poldrack-single-stim","34","80000","0.0-5.0-29.0","s635","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"520","71","poldrack-single-stim","35","82501","0.0-5.0-30.0","s635","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BX","practice","7","71","true",""
"-1","-1","poldrack-single-stim","36","83004","0.0-5.0-31.0","s635","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","8","","",""
"-1","-1","poldrack-single-stim","37","83505","0.0-5.0-32.0","s635","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","BY","practice","8","","",""
"-1","-1","poldrack-single-stim","38","85506","0.0-5.0-33.0","s635","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
