"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"6530","13","text","0","6532","0.0-0.0","s577","","","","","","","","","","","","","","","","","","","",""
"3041","71","poldrack-text","1","10579","0.0-1.0","s577","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","3041","500","fmri_response_test","","","","","","","","","","","","","","","",""
"1114","89","poldrack-text","2","12198","0.0-2.0","s577","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1114","500","fmri_response_test","","","","","","","","","","","","","","","",""
"12832","","survey-text","3","25540","0.0-3.0","s577","","","","task_setup","{""Q0"":""350""}","","","","","","","","","","","","","","",""
"36904","32","poldrack-single-stim","4","63469","0.0-4.0","s577","","36904","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your middle finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","36904","","","","","","","","","","","",""
"640","71","poldrack-categorize","5","65827","0.0-5.0-0.0-0.0","s577","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","71","500","practice","0","","","","","","",""
"642","71","poldrack-categorize","6","68440","0.0-5.0-0.0-1.0","s577","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","1","","","","","","",""
"772","89","poldrack-categorize","7","71048","0.0-5.0-0.0-2.0","s577","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","89","500","practice","2","","","","","","",""
"614","71","poldrack-categorize","8","73656","0.0-5.0-0.0-3.0","s577","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","71","500","practice","3","","","","","","",""
"690","89","poldrack-categorize","9","76262","0.0-5.0-0.0-4.0","s577","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","89","500","practice","4","","","","","","",""
