"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"1904","13","text","0","1906","0.0-0.0","s172","","","","","","","","","","","","","","","","","","","",""
"4695","89","poldrack-text","1","7605","0.0-1.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","4695","500","fmri_response_test","","","","","","","","","","","","","","","",""
"588","71","poldrack-text","2","8696","0.0-2.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","588","500","fmri_response_test","","","","","","","","","","","","","","","",""
"11975","","survey-text","3","21180","0.0-3.0","s172","","","","task_setup","{""Q0"":""2"",""Q1"":""2""}","","","","","","","","","","","","","","",""
"13466","32","poldrack-single-stim","4","35649","0.0-4.0","s172","","13466","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Middle Finger if orange and Index Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Middle Finger if >5 and Index Finger if <5.</div></div>","32","13466","","","","","","","","","","","",""
"","","call-function","5","35649","0.0-5.0-0.0","s172","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","36152","0.0-5.0-1.0","s172","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","36256","0.0-5.0-2.0","s172","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","orange","7","color","switch","stay","0","","","",""
"541","71","poldrack-categorize","8","38762","0.0-5.0-3.0","s172","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>7</div>","89,71","1000","practice","Color","orange","7","color","switch","stay","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","39265","0.0-5.0-4.0","s172","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","39265","0.0-5.0-5.0","s172","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","39768","0.0-5.0-6.0","s172","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","39870","0.0-5.0-7.0","s172","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","orange","9","magnitude","switch","stay","1","","","",""
"800","89","poldrack-categorize","13","42375","0.0-5.0-8.0","s172","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>9</div>","89,71","1000","practice","High-Low","orange","9","magnitude","switch","stay","1","false","71","500",""
"-1","-1","poldrack-single-stim","14","42877","0.0-5.0-9.0","s172","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","42877","0.0-5.0-10.0","s172","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","43380","0.0-5.0-11.0","s172","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","44281","0.0-5.0-12.0","s172","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","#1F45FC","4","color","switch","stay","2","","","",""
"389","89","poldrack-categorize","18","46785","0.0-5.0-13.0","s172","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","Orange-Blue","#1F45FC","4","color","switch","stay","2","true","89","500",""
"-1","-1","poldrack-single-stim","19","47288","0.0-5.0-14.0","s172","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","47288","0.0-5.0-15.0","s172","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","47790","0.0-5.0-16.0","s172","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","48693","0.0-5.0-17.0","s172","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","orange","2","color","stay","switch","3","","","",""
"573","71","poldrack-categorize","23","51195","0.0-5.0-18.0","s172","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>2</div>","89,71","1000","practice","Color","orange","2","color","stay","switch","3","true","71","500",""
"-1","-1","poldrack-single-stim","24","51696","0.0-5.0-19.0","s172","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","25","51696","0.0-5.0-20.0","s172","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","52197","0.0-5.0-21.0","s172","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","52299","0.0-5.0-22.0","s172","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","orange","3","color","stay","switch","4","","","",""
"689","71","poldrack-categorize","28","54803","0.0-5.0-23.0","s172","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>3</div>","89,71","1000","practice","Orange-Blue","orange","3","color","stay","switch","4","true","71","500",""
"-1","-1","poldrack-single-stim","29","55306","0.0-5.0-24.0","s172","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","30","55306","0.0-5.0-25.0","s172","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","31","55808","0.0-5.0-26.0","s172","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","32","55910","0.0-5.0-27.0","s172","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","orange","2","color","stay","stay","5","","","",""
"604","71","poldrack-categorize","33","58414","0.0-5.0-28.0","s172","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>2</div>","89,71","1000","practice","Orange-Blue","orange","2","color","stay","stay","5","true","71","500",""
"-1","-1","poldrack-single-stim","34","58916","0.0-5.0-29.0","s172","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","35","58916","0.0-5.0-30.0","s172","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","36","59418","0.0-5.0-31.0","s172","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
