"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"5895","13","text","0","5897","0.0-0.0","s172","","","","","","","","","","","","","",""
"935","89","poldrack-text","1","7835","0.0-1.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","935","500","fmri_response_test","","","","","","","","","",""
"627","71","poldrack-text","2","8964","0.0-2.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","627","500","fmri_response_test","","","","","","","","","",""
"14126","","survey-text","3","23597","0.0-3.0","s172","","","","task_setup","{""Q0"":""6"",""Q1"":""3""}","","","","","","","","",""
"10389","32","poldrack-single-stim","4","34989","0.0-4.0","s172","","10389","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","10389","","","","","",""
"-1","-1","poldrack-single-stim","5","35994","0.0-5.0-0.0","s172","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","0","","",""
"-1","-1","poldrack-single-stim","6","37996","0.0-5.0-1.0","s172","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"471","89","poldrack-single-stim","7","40099","0.0-5.0-2.0","s172","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","AX","practice","0","89","true",""
"-1","-1","poldrack-single-stim","8","40602","0.0-5.0-3.0","s172","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","41105","0.0-5.0-4.0","s172","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","BX","practice","1","","",""
"-1","-1","poldrack-single-stim","10","43107","0.0-5.0-5.0","s172","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
