"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"13829","13","text","0","13830","0.0-0.0","s172","","","","","","","","","","","","","","","","","","","",""
"1377","71","poldrack-text","1","16211","0.0-1.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1377","500","fmri_response_test","","","","","","","","","","","","","","","",""
"608","89","poldrack-text","2","17322","0.0-2.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","608","500","fmri_response_test","","","","","","","","","","","","","","","",""
"12858","","survey-text","3","30687","0.0-3.0","s172","","","","task_setup","{""Q0"":""450""}","","","","","","","","","","","","","","",""
"23482","32","poldrack-single-stim","4","55195","0.0-4.0","s172","","23482","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your middle finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","23482","","","","","","","","","","","",""
"-1","-1","poldrack-categorize","5","57550","0.0-5.0-0.0-0.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","false","89","500","practice","0","","","","","","",""
"585","71","poldrack-categorize","6","60158","0.0-5.0-0.0-1.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","71","500","practice","1","","","","","","",""
"545","71","poldrack-categorize","7","62761","0.0-5.0-0.0-2.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","71","500","practice","2","","","","","","",""
"528","71","poldrack-categorize","8","65366","0.0-5.0-0.0-3.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","71","500","practice","3","","","","","","",""
"556","89","poldrack-categorize","9","67971","0.0-5.0-0.0-4.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","89","500","practice","4","","","","","","",""
"635","89","poldrack-categorize","10","70578","0.0-5.0-0.0-5.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","5","","","","","","",""
"539","89","poldrack-categorize","11","73183","0.0-5.0-0.0-6.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","89","500","practice","6","","","","","","",""
"568","89","poldrack-categorize","12","75788","0.0-5.0-0.0-7.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","7","","","","","","",""
"568","71","poldrack-categorize","13","78393","0.0-5.0-0.0-8.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","8","","","","","","",""
"757","71","poldrack-categorize","14","80996","0.0-5.0-0.0-9.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","9","","","","","","",""
"656","71","poldrack-categorize","15","83601","0.0-5.0-0.0-10.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","10","","","","","","",""
"510","89","poldrack-categorize","16","86207","0.0-5.0-0.0-11.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","11","","","","","","",""
