"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","which_round","num_click_in_round","num_cards","num_loss_cards","gain_amount","loss_amount","round_points","clicked_on_loss_card","reward","exp_id"
"5091","13","text","0","5094","0.0-0.0","s608","","","","","","","","","","","","","","","","","",""
"1154","89","poldrack-text","1","7255","0.0-1.0","s608","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1154","500","fmri_response_test","","","","","","","","","","","","","",""
"475","71","poldrack-text","2","8235","0.0-2.0","s608","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","475","500","fmri_response_test","","","","","","","","","","","","","",""
"56038","32","poldrack-single-stim","3","64778","0.0-3.0","s608","","56038","500","instructions","<div class = centerbox><div class = center-text>Try to get as many points as possible<br><br>The loss amount, the gain amount, and the number of loss cards may change each trial<br><br>Index Finger: Take Another Card<br>Middle Finger: End The Round</div></div>","32","56038","","","","","","","","","","",""
"31411","32","poldrack-text","4","96691","0.0-4.0","s608","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","31411","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1788","84","poldrack-text","5","98479","0.0-5.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1788","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","6","99159","0.0-6.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","99839","0.0-7.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","100519","0.0-8.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","9","101199","0.0-9.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","101880","0.0-10.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","102559","0.0-11.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","103239","0.0-12.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","13","103919","0.0-13.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","14","104599","0.0-14.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","15","105279","0.0-15.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","16","105959","0.0-16.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","17","106639","0.0-17.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","18","107320","0.0-18.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","19","107999","0.0-19.0","s608","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
