"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"5363","13","text","0","5365","0.0-0.0","s554","","","","","","","","","","","","","","","","","","","",""
"1483","71","poldrack-text","1","7852","0.0-1.0","s554","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1483","500","fmri_response_test","","","","","","","","","","","","","","","",""
"942","89","poldrack-text","2","9295","0.0-2.0","s554","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","942","500","fmri_response_test","","","","","","","","","","","","","","","",""
"12432","","survey-text","3","22235","0.0-3.0","s554","","","","task_setup","{""Q0"":""450""}","","","","","","","","","","","","","","",""
"27788","32","poldrack-single-stim","4","51045","0.0-4.0","s554","","27788","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your middle finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","27788","","","","","","","","","","","",""
"1103","71","poldrack-categorize","5","53399","0.0-5.0-0.0-0.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","71","500","practice","0","","","","","","",""
"570","89","poldrack-categorize","6","56005","0.0-5.0-0.0-1.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","89","500","practice","1","","","","","","",""
"500","71","poldrack-categorize","7","58611","0.0-5.0-0.0-2.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","71","500","practice","2","","","","","","",""
"439","89","poldrack-categorize","8","61214","0.0-5.0-0.0-3.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","3","","","","","","",""
"471","71","poldrack-categorize","9","63817","0.0-5.0-0.0-4.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","4","","","","","","",""
"544","89","poldrack-categorize","10","66420","0.0-5.0-0.0-5.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","89","500","practice","5","","","","","","",""
"469","71","poldrack-categorize","11","69026","0.0-5.0-0.0-6.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","6","","","","","","",""
"441","89","poldrack-categorize","12","71631","0.0-5.0-0.0-7.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","7","","","","","","",""
"483","71","poldrack-categorize","13","74235","0.0-5.0-0.0-8.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","71","500","practice","8","","","","","","",""
"512","89","poldrack-categorize","14","76840","0.0-5.0-0.0-9.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","89","500","practice","9","","","","","","",""
"495","89","poldrack-categorize","15","79444","0.0-5.0-0.0-10.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","10","","","","","","",""
"456","71","poldrack-categorize","16","82048","0.0-5.0-0.0-11.0","s554","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","11","","","","","","",""
"34456","32","poldrack-text","17","116757","0.0-6.0","s554","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","34456","0","fmri_scanner_wait","","","","","","","","","","","","","","","",""
"2984","84","poldrack-text","18","119742","0.0-7.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2984","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"679","84","poldrack-text","19","120423","0.0-8.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"680","84","poldrack-text","20","121103","0.0-9.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"679","84","poldrack-text","21","121783","0.0-10.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"679","84","poldrack-text","22","122462","0.0-11.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
